org_name,time,category,org_rating
Avukat Cevat Aldemir Ortaokulu,2026-02-20 16:50:26,Education and training,0.0
Kiraz Yaylası,2026-03-05 18:40:52,Other and unspecified,
Antalya,2026-02-27 19:14:25,"Landmarks, addresses and geography",
Kısmet Pide,2026-02-17 05:00:46,Food and beverages,4.7
Ege Gümrük Ve Dış Ticaret Bölge Müdürlüğü,2026-02-28 03:25:34,Other and unspecified,0.0
,2026-03-03 08:22:21,Other and unspecified,
Biyer Kafe Dükkan,2026-03-16 21:36:36,Food and beverages,4.4
Tren garları,2026-02-22 10:56:35,"Nature, parks and outdoor places",0.0
,2026-03-10 14:20:58,Other and unspecified,
File Market,2026-02-26 22:55:03,Food and beverages,4.4
Vuryapi Gayrimenkul,2026-03-06 04:04:26,Real estate and business properties,4.4
,2026-03-15 22:32:31,Other and unspecified,
Kuşadası Belediyesi,2026-03-02 14:50:27,Government and municipal services,
T.C. Istanbul University Faculty of Economics Annex 1,2026-03-09 07:40:45,Agriculture,4.2
Temelli Göleti,2026-02-18 21:18:22,"Utilities, security and maintenance services",
İstinyePark Alışveriş Merkezi,2026-02-17 14:15:08,Retail and trade,4.5
Köşk,2026-03-17 07:05:58,"Landmarks, addresses and geography",
,2026-03-01 22:36:27,Other and unspecified,
Selçuklu Kültür ve Kongre Merkezi,2026-02-17 08:01:48,"Culture, arts and entertainment",4.8
Bezirgan Sufrası,2026-02-24 19:56:04,Food and beverages,4.2
Derebaşı Mah.,2026-03-09 13:46:55,Government and municipal services,
Cunda Adası,2026-03-15 12:04:44,Other and unspecified,
Okyanus elektrik & elektronik davutlar,2026-03-16 16:10:23,"Utilities, security and maintenance services",0.0
Nazilli Mavi İnternet Cafe,2026-03-14 10:18:09,Food and beverages,
Uşak Merkez ,2026-02-16 16:12:00,"Nature, parks and outdoor places",
Yenipazar,2026-03-01 20:28:27,"Landmarks, addresses and geography",
Kuşadası Trafik Denetleme ve Tescil,2026-03-08 13:25:18,Transportation and logistics,
Insuyu Cave,2026-03-07 05:04:19,"Nature, parks and outdoor places",4.4
Yeşilvadi Doğa Park Yaniklar,2026-03-01 13:18:34,"Culture, arts and entertainment",3.9
Yörük Köyü,2026-02-24 20:49:34,"Landmarks, addresses and geography",
Efeler Mah.,2026-02-21 09:02:27,Government and municipal services,
Aydınlı Mah.,2026-03-16 08:32:18,Government and municipal services,
Akçaova Mah.,2026-03-11 14:24:08,Government and municipal services,
Yöre Kuyu Tavuk Kebabı,2026-02-22 07:59:46,Food and beverages,
,2026-02-21 11:39:14,Other and unspecified,
