org_name,time,category,org_rating
Kastamonu Ilgaz Yurduntepe Kayak Merkezi,2026-02-23 20:21:15,"Nature, parks and outdoor places",4.3
Ankara Esenboğa Havalimanı,2026-03-09 10:11:13,"Nature, parks and outdoor places",4.3
Eyüp Ağa Camii,2026-03-08 16:13:37,Religion and community organizations,3.9
Horma Kanyonu Horma Canyon,2026-02-16 19:25:29,"Culture, arts and entertainment",5.0
Honsalar Mah.,2026-03-04 20:33:55,Government and municipal services,
Hacı Veli Kanyonu,2026-03-13 16:32:57,"Culture, arts and entertainment",0.0
Dodo Pizza,2026-02-14 17:01:17,Food and beverages,5.0
Yandex,2026-03-04 09:05:26,"IT, telecommunications and electronics",4.9
Kent Tarihi Müzesi,2026-02-14 11:03:27,"Nature, parks and outdoor places",5.0
Otomaksi,2026-03-09 23:32:44,"Automotive, motorcycles and vehicles",
Kastamonu Belediye Pazarı,2026-03-15 06:22:48,Retail and trade,3.9
GeoPlastBord,2026-03-14 22:28:54,Retail and trade,5.0
Esenler Otogarı,2026-03-01 18:37:03,"Landmarks, addresses and geography",3.8
Biga Nakliyat,2026-02-21 18:45:37,Transportation and logistics,
Ceza Evi,2026-02-26 12:41:44,Education and training,
Köfteci Yusuf,2026-03-11 14:36:02,Food and beverages,4.1
Deniz Eczanesi,2026-03-08 22:04:36,Healthcare and medical services,
Bursa Orhangazi Universitesi,2026-02-15 16:15:58,Education and training,
Abana,2026-02-18 20:27:54,"Landmarks, addresses and geography",
Meşhur Köfteci Mustafa,2026-03-08 13:29:48,Food and beverages,4.3
Bosch Car Service Hacımahmutoğlu Otomotiv,2026-03-09 23:34:28,"Automotive, motorcycles and vehicles",4.0
Chez La Vie,2026-03-08 11:27:20,Food and beverages,5.0
"Kastamonu Has Nakliyat, Alışveriş Merkezi",2026-03-12 01:11:54,"Manufacturing, industry and equipment",4.4
,2026-03-15 15:15:11,Other and unspecified,
,2026-03-01 18:52:41,Other and unspecified,
Энергетик,2026-02-13 21:01:38,"Culture, arts and entertainment",4.7
Van Gölü,2026-03-09 14:34:08,"Utilities, security and maintenance services",
,2026-02-21 18:38:33,Other and unspecified,
Mert Yedek Parça,2026-03-12 21:36:07,"Automotive, motorcycles and vehicles",4.4
Meşhur Köfteci Mustafa,2026-03-08 13:34:24,Food and beverages,4.3
Kapadokya Havalimanı,2026-02-16 17:44:20,Transportation and logistics,
"Tahtakale Cad., No:4",2026-02-17 12:19:25,Agriculture,
Çorum Merkez,2026-02-21 18:40:14,"Nature, parks and outdoor places",
Kastamonu Otogarı,2026-02-23 20:14:42,"Landmarks, addresses and geography",3.8
Hanönü,2026-03-05 07:45:12,"Landmarks, addresses and geography",
Eminönü Toptan Ticaret,2026-03-08 14:34:28,Retail and trade,4.4
Ilgaz,2026-02-26 21:48:44,"Landmarks, addresses and geography",
Bosch Car Service Hacımahmutoğlu Otomotiv,2026-03-09 23:33:05,"Automotive, motorcycles and vehicles",4.0
Mango,2026-02-25 23:32:23,Retail and trade,4.2
Kastamonu,2026-02-27 23:04:55,"Landmarks, addresses and geography",
Kuzeykent Toplu İş Merkezi,2026-03-12 21:34:58,Real estate and business properties,
Golden Gate Köprüsü,2026-03-10 09:19:48,"Nature, parks and outdoor places",5.0
Azdavay,2026-03-03 02:29:20,"Landmarks, addresses and geography",
Kastamonu Müzesi,2026-02-14 21:14:43,"Nature, parks and outdoor places",4.9
,2026-02-25 23:31:42,Other and unspecified,
Bozdoğan Valens Su Kemeri,2026-03-10 09:18:35,"Nature, parks and outdoor places",4.9
Arya Gayrimenkul,2026-02-22 10:50:39,Real estate and business properties,4.2
Neşet Ertaş Kültür Evi,2026-02-20 16:37:31,"Culture, arts and entertainment",4.3
The Monkey,2026-03-02 18:47:18,Food and beverages,4.9
Kayseri,2026-03-14 20:05:56,"Landmarks, addresses and geography",
Horma Kanyonu Horma Canyon,2026-02-16 19:25:46,"Culture, arts and entertainment",5.0
,2026-03-01 18:51:41,Other and unspecified,
Kastamonu,2026-02-26 00:15:22,"Landmarks, addresses and geography",
Neşet Ertaş Kültür Evi,2026-02-20 16:37:53,"Culture, arts and entertainment",4.3
Van Kalesi,2026-03-09 14:33:29,"Nature, parks and outdoor places",4.5
İstanbul Sehayat Merkez Kastamonu,2026-03-05 18:07:37,Transportation and logistics,
Karagümrük Mah.,2026-03-14 22:54:02,Government and municipal services,
"Kastamonu Has Nakliyat, Alışveriş Merkezi",2026-03-12 00:46:22,"Manufacturing, industry and equipment",4.4
Platin Bilardo & Cafe Oyun Salonu,2026-03-04 16:50:32,"Construction, renovation and interior",4.5
Karat 34,2026-02-20 18:36:57,"Construction, renovation and interior",4.1
Sarıkaya Küme Evler,2026-02-23 20:15:02,"Landmarks, addresses and geography",
Aras Kargo,2026-03-12 11:38:58,Transportation and logistics,2.1
Kastamonu Otogarı,2026-02-28 07:53:29,"Landmarks, addresses and geography",3.8
Bosna Park Evleri,2026-02-21 16:04:02,Government and municipal services,
İstanbul Esenler 14 Nolu Cezaevi,2026-02-24 13:59:03,Education and training,
Mehmet Ünlü Cad.,2026-03-04 05:11:09,"Landmarks, addresses and geography",
Ankara,2026-03-13 16:32:10,"Landmarks, addresses and geography",
,2026-03-15 02:36:57,Other and unspecified,
,2026-03-08 15:09:27,Other and unspecified,
