org_name,time,category,org_rating
Pursaklar,2026-03-04 15:00:47,"Nature, parks and outdoor places",
Eze Haşlama,2026-02-27 14:36:50,Food and beverages,4.2
Gülveren Anadolu Lisesi,2026-03-09 11:04:43,Agriculture,0.0
Konaklı Mah.,2026-03-16 12:00:20,Government and municipal services,
Eymir Gölü,2026-02-28 22:27:35,"Utilities, security and maintenance services",
Old Konak Cafe Restaurant,2026-02-28 16:17:10,Food and beverages,5.0
Gölbaşı Köyü,2026-02-15 10:14:37,Government and municipal services,
Orhan Köyü,2026-02-17 13:57:57,"Landmarks, addresses and geography",
Anıtkabir,2026-03-11 03:58:24,"Nature, parks and outdoor places",5.0
,2026-02-21 08:14:15,Other and unspecified,
Demirci Mah.,2026-03-11 04:43:46,Government and municipal services,
Ankara Büyükşehir Belediyesi 100. Yıl Gençlik Sofrası,2026-02-22 07:51:18,Government and municipal services,4.5
VakıfBank,2026-02-17 21:15:32,Agriculture,
Cafe'de Marilyn,2026-03-09 21:37:30,Food and beverages,4.7
Kastamonu Güven Turizm,2026-02-23 07:56:43,Transportation and logistics,
Halkbank Meşrutiyet Şubesi,2026-02-22 07:33:31,Agriculture,0.0
DemirDöküm Servisi Çankaya - 0505 706 85 98,2026-02-15 15:29:25,"Manufacturing, industry and equipment",
Ankara İl Emniyet Trafik Denetleme Şube Müdürlüğü,2026-02-17 17:21:23,Transportation and logistics,0.0
Fenerium,2026-02-15 15:13:20,Sports and active recreation,4.3
Recep Tayyip Erdoğan İmam Hatip Ortaokulu,2026-03-13 21:15:38,Education and training,0.0
Arada Beyrut Cafe,2026-03-08 04:56:11,Food and beverages,4.7
Panora ,2026-03-05 17:38:24,Retail and trade,4.3
Macrocenter,2026-03-10 03:10:29,Food and beverages,2.5
Faruk Güllüoğlu Meydan,2026-03-15 18:57:52,Food and beverages,4.1
Çeltik Meat & Chicken Bowl,2026-02-13 21:48:10,Food and beverages,4.9
Menemen,2026-02-20 21:36:41,"Landmarks, addresses and geography",
Simitçi Dünyası,2026-02-27 05:26:40,Food and beverages,
,2026-02-26 07:42:09,Other and unspecified,
Özel Hasemek Ortaöğretim Erkek Öğrenci Yurdu,2026-03-07 03:52:55,"Construction, renovation and interior",0.0
Samsun Piazza Alışveriş Merkezi,2026-03-07 09:03:11,Retail and trade,4.4
Üstünel Mermer,2026-03-17 15:01:55,"Manufacturing, industry and equipment",5.0
Çaykur Hediyelik Çay Satış Reyonu,2026-02-24 09:57:20,Retail and trade,3.9
Karadeniz Teknik Üniversitesi Farabi Hastanesi,2026-02-14 14:39:10,Healthcare and medical services,4.0
Prof. Dr. M. Ali Oto,2026-02-26 17:36:50,Finance and professional services,3.5
,2026-02-17 06:56:02,Other and unspecified,
Mevlana Temızlik Malzemeleri,2026-02-23 15:16:13,"Manufacturing, industry and equipment",
Moda Beni,2026-03-15 10:15:20,"Beauty, personal care and wellness",
Uluçay Saray Düğün Salonu,2026-02-27 14:23:05,"Construction, renovation and interior",
İğdir Köyü,2026-03-14 06:13:04,"Landmarks, addresses and geography",
Gümüşçüler Çarşısı,2026-03-01 14:04:42,Retail and trade,4.1
,2026-02-27 04:27:51,Other and unspecified,
Kahveci Hacıbaba Tandoğan,2026-03-17 10:44:36,Food and beverages,5.0
Avis,2026-03-17 03:41:43,"Automotive, motorcycles and vehicles",4.4
Altuntaş Döviz & Kuyumculuk,2026-02-28 17:42:05,Retail and trade,4.0
Samsun Üniversitesi Makine Mühendisliği Bölümü,2026-02-17 08:26:56,Education and training,
Trafik Kontrol Noktası,2026-02-24 05:34:54,Transportation and logistics,
Arabica Coffee House,2026-02-14 08:43:34,Food and beverages,4.8
Uzunburun Mah.,2026-02-14 05:38:23,Government and municipal services,
,2026-02-14 10:59:38,Other and unspecified,
Ergün Dekorasyon Tadilat Ankara Boya Ustası Etimesgut Boyacı,2026-03-17 14:36:02,"Construction, renovation and interior",4.9
Taurus,2026-02-22 19:01:09,Retail and trade,4.2
Mng Turizm,2026-03-01 19:41:19,"Tourism, lodging and travel",
Palaz Elektrik,2026-03-01 22:26:00,Food and beverages,4.3
Toparlar Şelalesi,2026-02-16 19:12:32,"Nature, parks and outdoor places",4.4
Galeri Evin,2026-03-14 22:32:42,Retail and trade,
Rize Sosyal Güvenlik İl Müdürlüğü,2026-03-03 10:17:16,Government and municipal services,
Eby Grup Temizlik,2026-02-21 22:49:28,"Utilities, security and maintenance services",5.0
,2026-03-13 13:45:26,Other and unspecified,
Doğa Tarım,2026-03-07 20:03:03,Agriculture,
Doğantepe Mah.,2026-03-10 10:49:54,Government and municipal services,
Pideci Ramazan,2026-03-13 23:54:25,Food and beverages,4.6
Subaşı Mah.,2026-02-28 15:38:56,Government and municipal services,
Başak Eczanesi,2026-02-15 16:04:52,Healthcare and medical services,4.2
,2026-02-26 14:19:38,Other and unspecified,
Volankara,2026-03-02 22:26:49,"Automotive, motorcycles and vehicles",
Samsun Mah.,2026-02-20 17:40:34,Government and municipal services,
Nar Gross,2026-03-01 13:06:22,Food and beverages,4.1
Yatırımburada.com,2026-03-09 02:53:38,Real estate and business properties,5.0
Ankara Gezi Fırsatları,2026-02-28 20:09:36,"Tourism, lodging and travel",5.0
Ankara Şehirlerarası Terminal İşletmesi,2026-03-12 18:57:53,"Landmarks, addresses and geography",4.0
Vans,2026-03-06 23:34:41,Retail and trade,0.0
Vira Günlük Gezi Teknesi,2026-02-21 16:21:42,Real estate and business properties,5.0
Cetur Turizm - Ankamall Avm Şube,2026-02-18 22:29:05,"Tourism, lodging and travel",4.3
Isparta Belediyesi Kirazlıdere Tesisleri,2026-03-17 13:40:07,Food and beverages,4.5
Estram,2026-03-09 10:00:16,Transportation and logistics,0.0
Ankara,2026-03-02 18:33:26,"Landmarks, addresses and geography",
,2026-03-16 00:02:05,Other and unspecified,
Çobanoğlu,2026-02-15 16:26:04,"Manufacturing, industry and equipment",4.4
Vestel Yetkili Servisi - Çankaya - Ünalmış,2026-02-24 05:29:50,"Utilities, security and maintenance services",
Dilan Avm,2026-03-10 09:18:47,Retail and trade,
Yeğenbey Vergi Dairesi Müdürlüğü,2026-02-26 17:26:12,Real estate and business properties,
Aven Psikoloji Merkezi,2026-03-16 19:26:38,Finance and professional services,4.6
Hacı Şükrü Kebap,2026-02-28 22:40:11,Food and beverages,4.3
Cumhuriyet Lezzet Dünyası,2026-03-03 16:46:28,Food and beverages,3.9
Ankara Kalesi,2026-03-09 19:31:59,"Nature, parks and outdoor places",4.4
Pikolet Kokoreç,2026-02-16 03:33:03,Food and beverages,4.3
Ankara Taksi,2026-03-06 12:56:42,"Automotive, motorcycles and vehicles",0.0
Türkiye İş Bankası Konya Şubesi,2026-02-18 21:06:37,Agriculture,3.0
Filizli Mah.,2026-02-14 07:49:43,Government and municipal services,
Yandex,2026-02-14 15:06:29,"IT, telecommunications and electronics",5.0
Zelve Ören Yeri,2026-02-14 15:29:29,"Nature, parks and outdoor places",5.0
Aydoğan Et,2026-02-15 14:33:29,Food and beverages,4.3
,2026-03-09 12:52:03,Other and unspecified,
Naïve,2026-02-14 15:14:02,Food and beverages,4.8
Mardin Şehirlerarası Otobüs Terminali,2026-03-12 01:17:33,"Landmarks, addresses and geography",3.8
Forum Ankara Outlet ,2026-02-26 13:39:31,Retail and trade,4.1
Doğanşehir Ortaokulu,2026-03-05 18:18:53,Education and training,
Ulus bit pazarı,2026-02-26 20:27:57,Retail and trade,4.0
,2026-03-01 13:49:25,Other and unspecified,
Araplar Mah.,2026-02-23 17:24:50,Government and municipal services,
Başkent Üniversitesi Özel Ayşeabla Okulları,2026-03-06 12:55:41,Education and training,4.2
The Townhouse,2026-02-14 14:48:22,Food and beverages,5.0
Solo pizza,2026-03-07 22:44:18,Food and beverages,5.0
Ali Osman Ulusoy Seyahat,2026-02-16 17:47:20,Transportation and logistics,3.3
Kömürcü Köyü,2026-03-09 18:59:15,"Landmarks, addresses and geography",
Büyük Ankara Cami ve Külliyesi,2026-02-27 09:21:41,Religion and community organizations,5.0
2386. Cad.,2026-02-28 20:15:37,"Landmarks, addresses and geography",
Muğla,2026-02-20 15:33:41,"Landmarks, addresses and geography",
Pursaklar,2026-02-23 14:15:03,"Landmarks, addresses and geography",
Bayram Süper Market,2026-03-12 00:40:22,Food and beverages,4.0
Beytü'l Hikmet Kur'an Kursu,2026-02-26 15:20:37,Religion and community organizations,0.0
,2026-02-17 19:01:45,Other and unspecified,
Gymnasium named after S. Maulenov of the education department of Kostanay,2026-03-06 14:15:09,Government and municipal services,4.2
Göksu Lokantası,2026-02-28 22:27:52,Food and beverages,5.0
Yenimahalle Belediyesi Başkanlığı,2026-03-04 15:05:50,Government and municipal services,0.0
Kızılay Metro İstasyonu,2026-02-15 21:48:42,"Nature, parks and outdoor places",
Manavgat Sosyal Güvenlik Merkezi,2026-03-10 08:14:25,Finance and professional services,0.0
Esnaf Ve Sanatkar Odaları Birliği,2026-03-17 14:48:54,Retail and trade,0.0
,2026-02-20 18:18:12,Other and unspecified,
Çekosan Mühendislik,2026-03-17 08:13:04,"Manufacturing, industry and equipment",
Kızılırmak Deltası Kuş Cenneti,2026-02-20 13:29:29,"Construction, renovation and interior",4.2
Samsun Çarşamba Havalimanı,2026-02-21 11:58:11,"Nature, parks and outdoor places",4.0
Bolu Gölcük Tabiat Parkı,2026-02-23 13:58:49,"Nature, parks and outdoor places",5.0
İstanbul,2026-03-01 02:09:36,"Landmarks, addresses and geography",
Erdem Can Rent A Car,2026-02-19 10:26:41,"Automotive, motorcycles and vehicles",4.4
Kent Meydanı,2026-03-10 16:39:01,"Landmarks, addresses and geography",
New York,2026-03-03 16:28:14,"Landmarks, addresses and geography",
"1082. Cad. (1082. Sok.), No:6A",2026-02-19 21:19:02,Agriculture,
Güneş Sok.,2026-03-12 20:09:01,"Landmarks, addresses and geography",
Hicaz Pastanesi,2026-02-19 09:24:50,Food and beverages,4.3
Dolce&Gabbana,2026-03-11 07:20:13,Retail and trade,4.2
Meşhur Tavaci Recep Usta,2026-03-05 13:26:06,Food and beverages,4.3
Venezia Mega Outlet,2026-03-01 14:07:25,Retail and trade,4.2
Yeşil Kanyon,2026-03-14 03:32:06,"Nature, parks and outdoor places",5.0
Gözlemeci Sema,2026-03-08 13:38:06,Food and beverages,5.0
Tubitak Ulakbim,2026-02-16 21:29:19,Government and municipal services,
Şal İpek,2026-02-14 19:30:43,Retail and trade,4.3
Soya Ev Yemekleri,2026-02-14 20:09:25,Food and beverages,4.8
,2026-02-15 15:13:10,Other and unspecified,
Sille Çeşmesi,2026-02-15 19:25:59,"Nature, parks and outdoor places",
Konya - Hüyük Yolu,2026-03-07 12:26:13,"Landmarks, addresses and geography",
Nihat Emlak Ofisi,2026-02-21 15:08:51,Real estate and business properties,5.0
Malatya,2026-03-15 17:57:37,"Landmarks, addresses and geography",
Faf Vana Fabrika,2026-03-11 17:14:14,"Manufacturing, industry and equipment",4.3
Agro-Construction Technologies,2026-03-07 12:25:39,Agriculture,5.0
"10 Cad., No:15",2026-03-13 05:57:59,"Landmarks, addresses and geography",
,2026-02-20 09:51:49,Other and unspecified,
Masabaşı Kebapçısı,2026-03-01 08:29:33,Food and beverages,4.4
Kayseri Büyükşehir Belediyesi,2026-02-27 22:28:34,Government and municipal services,0.0
Sur Balık Restaurant Çankaya,2026-03-08 16:59:15,Food and beverages,4.9
Seğmen Su Maddeleri,2026-03-10 07:27:13,"Utilities, security and maintenance services",4.1
Şırnak,2026-03-04 04:20:34,Government and municipal services,
Kuzey Ankara Külliyesi,2026-03-06 18:55:55,"Culture, arts and entertainment",4.9
Harikalar Diyarı,2026-02-21 18:20:40,"Culture, arts and entertainment",4.5
Cumhuriyet Konutları,2026-03-07 19:07:41,Government and municipal services,
Bahadıroğlu Uluslararası Nakliyat,2026-02-27 21:02:55,Transportation and logistics,
,2026-03-11 07:27:21,Other and unspecified,
Meşale Vadi Konutları,2026-02-23 16:53:47,Government and municipal services,
Elit Kumaş Evi,2026-02-14 19:28:41,"Manufacturing, industry and equipment",4.3
Alayhanı Köyü,2026-03-17 10:05:03,Government and municipal services,
,2026-03-07 16:16:41,Other and unspecified,
İnözü Vadisi,2026-03-02 11:18:54,"Nature, parks and outdoor places",
Tokat Merkez,2026-02-15 06:16:12,"Nature, parks and outdoor places",
Bilge gida,2026-02-27 09:54:41,Food and beverages,
,2026-02-19 22:21:33,Other and unspecified,
Colmar,2026-02-27 23:10:41,"Landmarks, addresses and geography",
Özkaymak,2026-03-15 11:28:01,Transportation and logistics,2.1
Oskar Pastaneleri,2026-03-01 10:45:39,Food and beverages,4.2
Türkiye Eğitim Gönüllüleri Vakfı Genel Merkez,2026-03-01 07:14:29,Government and municipal services,0.0
Doruk Pide Salonu,2026-02-14 14:30:43,Food and beverages,4.4
City Gross Toptan Market,2026-02-14 12:22:24,Food and beverages,4.1
Usta Dönerci,2026-03-17 08:53:11,Food and beverages,1.0
,2026-02-21 18:47:26,Other and unspecified,
Ganita Restaurant,2026-02-15 19:40:39,Food and beverages,3.9
Medicana,2026-03-11 13:35:07,Healthcare and medical services,2.9
Özel Piano Kız Öğrenci Yurdu,2026-02-19 22:33:56,"Construction, renovation and interior",0.0
Dağ Kızağı Park Keçiören,2026-03-11 10:05:54,"Nature, parks and outdoor places",4.4
,2026-02-13 21:30:31,Other and unspecified,
Ören Mah.,2026-03-05 17:00:53,Government and municipal services,
Uyanış Mah.,2026-03-03 16:55:33,Government and municipal services,
Ankara Şehirlerarası Terminal İşletmesi,2026-02-28 14:45:45,"Landmarks, addresses and geography",4.0
Uçarı Mah.,2026-02-23 18:41:47,Government and municipal services,
Termal Otel,2026-02-26 16:12:55,"Tourism, lodging and travel",1.0
Dörtyol Restaurant,2026-03-14 14:30:24,Food and beverages,4.2
Toptepe Tümülüsleri,2026-03-06 16:39:54,"Nature, parks and outdoor places",4.1
Büyük Ankara Cami ve Külliyesi,2026-02-27 09:21:15,Religion and community organizations,5.0
Kurtay Özel Servis,2026-03-06 19:39:11,"Automotive, motorcycles and vehicles",4.8
Grand Ağa SPA Center,2026-02-14 16:19:06,"Beauty, personal care and wellness",
Musakka Restaurant,2026-03-10 11:23:46,Food and beverages,4.9
Nako El Örgü Yünleri,2026-02-16 16:44:04,Retail and trade,
,2026-02-27 09:15:48,Other and unspecified,
Dikmen Vadisi Parkı,2026-02-14 13:35:16,"Culture, arts and entertainment",4.9
Tuana Düğün Salonları,2026-02-22 11:30:43,"Construction, renovation and interior",3.7
"646 Sok., No:8",2026-02-19 16:06:27,Agriculture,
Bulvar Eczanesi,2026-02-28 13:36:43,Healthcare and medical services,3.8
,2026-03-10 20:24:06,Other and unspecified,
Sun Brothers Sınırsız Pizza,2026-03-15 10:20:51,Food and beverages,4.3
Aydın Smart Kids Academy,2026-03-01 18:56:56,"Nature, parks and outdoor places",4.1
,2026-03-03 13:50:15,Other and unspecified,
Adıyaman Fen Lisesi,2026-03-02 19:49:01,Agriculture,
Alkasnak Ortaokulu,2026-03-12 19:40:46,Education and training,
Başkent Aspava,2026-03-10 15:53:26,Food and beverages,4.1
Locakeyff Garden,2026-02-16 15:03:56,Food and beverages,
Merkez Şengül Hamamı,2026-03-17 03:43:25,"Beauty, personal care and wellness",4.3
Sivas,2026-02-16 05:52:56,Government and municipal services,
Şehitler Mah.,2026-03-12 06:54:16,Government and municipal services,
,2026-03-16 16:26:32,Other and unspecified,
