org_name,time,category,org_rating
Pyatyorochka,2026-02-14 07:35:16,Food and beverages,4.1
Midyat Akademi Dünyası,2026-03-12 18:54:53,Education and training,4.7
Waffle Lab’s,2026-03-17 12:45:40,Food and beverages,4.5
Mardin Kalesi,2026-02-17 04:07:38,"Nature, parks and outdoor places",4.6
Yavuz Sultan Selim Köprüsü (Üçüncü Boğaz Köprüsü),2026-03-03 08:10:47,"Landmarks, addresses and geography",
Ayhan Otomotiv,2026-03-14 22:32:15,Retail and trade,
Vodafone,2026-02-23 15:40:44,"IT, telecommunications and electronics",
Bahçebaşı Mah.,2026-03-16 00:19:02,Government and municipal services,
Mardin Devlet Hastanesi,2026-03-12 18:55:06,Healthcare and medical services,
Yalçınöz Eczanesi,2026-02-26 16:17:54,Healthcare and medical services,
Çevre İlaçlama,2026-02-28 13:50:33,"Utilities, security and maintenance services",4.4
Babaeski,2026-02-28 17:59:43,"Landmarks, addresses and geography",
Mardin Devlet Hastanesi,2026-03-12 18:52:22,Healthcare and medical services,2.3
Cercis Murat Konağı,2026-03-08 22:39:09,Food and beverages,4.3
Gaziantep,2026-03-12 20:19:01,"Landmarks, addresses and geography",
15. Sok.,2026-03-08 08:01:08,"Landmarks, addresses and geography",
,2026-03-12 12:27:18,Other and unspecified,
Popeyes,2026-03-11 17:55:45,Food and beverages,1.1
Bagdadi,2026-03-12 20:19:32,Food and beverages,4.2
Fırat İlkokulu,2026-03-12 12:28:45,Education and training,
,2026-02-27 09:32:17,Other and unspecified,
İstanbul,2026-03-06 18:38:59,"Landmarks, addresses and geography",
Pilavcı Ali Baba,2026-02-18 20:38:36,Food and beverages,4.2
Vestel Nusaybin Yenituran Yetkili Satış Mağazası,2026-03-01 10:08:19,"IT, telecommunications and electronics",5.0
Çinar ilçe oto gari,2026-02-27 07:52:34,Transportation and logistics,3.2
Dunaysır Otel,2026-03-08 05:55:15,"Tourism, lodging and travel",3.8
,2026-03-16 15:45:49,Other and unspecified,
Özel Veni Vidi Hastanesi,2026-03-13 12:02:13,Healthcare and medical services,3.5
Sanat cafe-silvan,2026-02-15 18:22:22,Food and beverages,
,2026-02-26 13:39:02,Other and unspecified,
Halep Havalimanı,2026-03-15 19:35:35,"Nature, parks and outdoor places",4.4
,2026-02-27 07:54:22,Other and unspecified,
Oborishte Street,2026-03-10 16:41:12,"Landmarks, addresses and geography",
Mekke Pazarı Kırtasiye,2026-02-14 17:29:56,"Nature, parks and outdoor places",3.6
Kızıltepe,2026-03-11 18:42:13,"Landmarks, addresses and geography",
Tamirci,2026-02-18 18:55:32,"Utilities, security and maintenance services",
Heathrow Havalimanı,2026-03-15 19:34:26,"Nature, parks and outdoor places",5.0
Dörtyol Taksi Durağı,2026-03-03 10:29:49,Transportation and logistics,0.0
Sincaroğlu Oto Kiralama,2026-03-07 02:35:17,"Automotive, motorcycles and vehicles",4.8
Adıyaman Otogarı,2026-03-14 15:58:09,"Landmarks, addresses and geography",2.5
Midyat Seyidoğlu,2026-03-16 10:28:11,Transportation and logistics,
Büyük Çamlıca Cami,2026-03-03 04:29:06,Religion and community organizations,5.0
Midyat,2026-03-12 19:38:24,"Landmarks, addresses and geography",
Calendar.ru,2026-03-07 10:39:29,"Manufacturing, industry and equipment",4.4
Adnan Menderes Cad.,2026-03-13 11:42:48,"Landmarks, addresses and geography",
Smr Grup Sigorta Aracılık Hizmetleri,2026-03-12 23:46:49,"Utilities, security and maintenance services",
