org_name,time,category,org_rating
Halil İbrahim Sofrası,2026-03-03 15:44:10,Food and beverages,
,2026-03-05 02:04:08,Other and unspecified,
İdo Yenikapı Deniz Otobüsü ve Hızlı Feribot İskelesi,2026-03-10 19:33:54,"Nature, parks and outdoor places",0.0
Meşhur Denizli Kebapçısı,2026-03-04 08:40:01,Food and beverages,4.8
Yandex,2026-03-14 07:07:04,"IT, telecommunications and electronics",4.9
Telek Doğum Hastanesi,2026-03-12 18:18:26,Healthcare and medical services,0.0
Yenice Mah.,2026-02-28 08:24:09,Government and municipal services,
415. Sok.,2026-02-21 11:30:33,"Landmarks, addresses and geography",
Jolly Joker Afyon,2026-03-16 00:32:32,"Construction, renovation and interior",
İDO Eskihisar Arabalı Feribot Terminali,2026-03-10 19:34:22,"Nature, parks and outdoor places",0.0
Mimar Sinan Cad.,2026-03-01 05:55:21,"Landmarks, addresses and geography",
İhsaniye,2026-02-24 15:22:42,"Landmarks, addresses and geography",
Afyonkarahisar Merkez,2026-02-26 04:00:26,"Nature, parks and outdoor places",
Mekke,2026-02-16 20:47:45,"Landmarks, addresses and geography",
Güvenevler Mah.,2026-03-15 10:48:34,Government and municipal services,
Afyon Mobil Oto Yıkama,2026-02-15 12:06:48,"Automotive, motorcycles and vehicles",
Afyonkarahisar,2026-03-06 04:11:15,"Landmarks, addresses and geography",
Bht Clinic İstanbul Tema Hastanesi,2026-02-19 18:13:30,Healthcare and medical services,4.3
Afyonkarahisar,2026-02-17 14:45:59,"Landmarks, addresses and geography",
Afyon-otogar,2026-02-17 09:20:25,"Landmarks, addresses and geography",4.0
İkbal Lokantası,2026-02-21 15:32:22,Food and beverages,4.0
Budo Mudanya İskelesi,2026-03-05 05:26:40,Transportation and logistics,4.3
Kıvılcım Sok.,2026-02-14 17:36:14,"Landmarks, addresses and geography",
Afyonkarahisar Belediyesi,2026-02-14 20:02:48,Government and municipal services,0.0
,2026-03-06 06:51:25,Other and unspecified,
Afyonkarahisar,2026-03-02 12:41:39,"Landmarks, addresses and geography",
Ege Lokantası,2026-02-22 21:08:41,Food and beverages,
Soydan Teras Restaurant,2026-03-10 14:37:24,Food and beverages,4.9
Güngel Oto Kiralama Rent A Car,2026-02-27 08:36:42,"Automotive, motorcycles and vehicles",4.4
DHL eCommerce,2026-02-23 20:14:34,"Utilities, security and maintenance services",
,2026-02-16 00:11:36,Other and unspecified,
İstanbul,2026-03-10 19:33:07,"Landmarks, addresses and geography",
Aibolit,2026-03-01 14:11:13,Healthcare and medical services,5.0
Bim,2026-02-23 05:10:39,Food and beverages,3.8
Trabzon,2026-03-08 13:46:56,"Landmarks, addresses and geography",
Ege Lokantası,2026-02-22 21:08:08,Food and beverages,4.2
Karadeniz Teknik Üniversitesi,2026-02-15 12:14:46,Education and training,4.4
Ege Lokantası,2026-02-22 21:11:28,Food and beverages,
Fatsa Öğretmenevi ve Akşam Sanat Okulu,2026-02-24 19:20:53,"Tourism, lodging and travel",3.1
Yurt Akademi Özel Erkek Öğrenci Yurdu - Ankara Kızılay Şubesi,2026-03-01 10:21:56,"Construction, renovation and interior",0.0
Afyonkarahisar Devlet Hastanesi,2026-02-24 17:51:17,Healthcare and medical services,3.6
Salim Usta 1934,2026-03-01 14:46:10,Food and beverages,4.8
,2026-03-14 17:40:08,Other and unspecified,
Süleymaniye Kütüphanesi,2026-03-11 21:55:50,Government and municipal services,4.6
Hdı Sigorta,2026-03-09 19:27:54,Healthcare and medical services,
Elit Butik,2026-02-16 06:10:38,Retail and trade,4.4
Özsu Çiftliği Kuyu Kebabı,2026-03-14 11:42:10,Food and beverages,
Dormen,2026-02-16 06:10:15,Retail and trade,5.0
DHL eCommerce - Afyon Transfer Merkezi,2026-02-23 20:14:22,"Utilities, security and maintenance services",
,2026-03-15 08:57:15,Other and unspecified,
Müzikhane Kültür Sanat,2026-02-26 18:45:41,"Culture, arts and entertainment",
Susuzosmaniye Köyü,2026-02-21 16:51:59,"Landmarks, addresses and geography",
Erkmen Tabiat Parkı,2026-02-28 22:49:31,"Nature, parks and outdoor places",
,2026-03-05 03:02:29,Other and unspecified,
Neslim Güngen Afyon,2026-03-17 11:14:37,"Beauty, personal care and wellness",
Eskişehir Kent Park,2026-03-14 07:06:42,"Nature, parks and outdoor places",
Değişim Kitap Kırtasiye,2026-02-28 14:39:27,Retail and trade,5.0
Afyon Kızılay Ekip Aracı Anıtpark,2026-02-17 09:21:53,"Culture, arts and entertainment",4.8
Kiraz Pastanesi,2026-03-09 21:55:21,Food and beverages,4.5
Aşçı Bacaksız,2026-03-09 16:29:14,Food and beverages,4.8
Türkiye İş Bankası,2026-02-18 09:40:56,Agriculture,
Zafer Mah.,2026-02-26 04:01:14,Government and municipal services,
Frig vadisi,2026-02-28 22:49:06,"Landmarks, addresses and geography",
Ege Lokantası,2026-02-22 21:12:33,Food and beverages,
Trabzon Üniversitesi,2026-02-15 12:14:00,Education and training,
Premium Detailing Oto Yıkama,2026-03-10 01:08:28,"Automotive, motorcycles and vehicles",4.9
Emirdağ Otogarı,2026-03-06 14:13:13,"Landmarks, addresses and geography",2.7
Premium Detailing Oto Yıkama,2026-03-10 01:08:03,"Automotive, motorcycles and vehicles",4.9
Uludağ Kayak Merkezi,2026-03-17 14:56:46,"Nature, parks and outdoor places",4.4
Kamil Koç,2026-03-06 14:12:04,Transportation and logistics,
Frigya Eczanesi,2026-02-14 17:59:47,Healthcare and medical services,4.4
Kamil Koç,2026-03-06 14:10:59,Transportation and logistics,
,2026-03-08 05:04:30,Other and unspecified,
Semih Sigorta ve Emeklilik,2026-03-09 05:56:37,"Utilities, security and maintenance services",4.6
,2026-02-28 14:32:06,Other and unspecified,
ANKAmall,2026-02-15 12:07:36,Retail and trade,4.3
Şuhut Belediyesi Keşkek Evi,2026-02-22 21:02:42,Food and beverages,4.5
Ballı Gözleme,2026-03-15 14:52:15,Food and beverages,4.5
M A Motors,2026-02-20 21:17:56,"Automotive, motorcycles and vehicles",4.8
Anıtkaya Şehitliği,2026-03-02 13:16:18,"Nature, parks and outdoor places",4.7
Söz Toplu Tüketim Mağazaları,2026-02-15 20:12:12,Retail and trade,
Muazzam Yaprak Döner,2026-03-10 14:51:04,Food and beverages,
Bolvadin,2026-03-05 05:48:54,"Landmarks, addresses and geography",
Söz Toplu Tüketim Mağazaları,2026-02-15 20:11:26,Retail and trade,
Gözde Döner,2026-02-14 15:24:16,Food and beverages,3.2
Starwood Yapı Market,2026-03-15 10:48:15,Retail and trade,
Mavi Bahçe Alışveriş Merkezi,2026-03-09 12:25:50,Retail and trade,4.5
İkbal Lokantası,2026-02-14 15:23:44,Food and beverages,4.0
,2026-03-12 15:49:07,Other and unspecified,
,2026-02-23 22:13:12,Other and unspecified,
,2026-02-22 16:43:07,Other and unspecified,
Varuna Gezgin Cafe - Istanbul,2026-02-22 23:11:52,Food and beverages,4.7
Starbucks,2026-02-21 12:55:05,Food and beverages,4.8
Loris Parfüm,2026-03-14 10:40:48,"Beauty, personal care and wellness",
Çeşme,2026-02-14 10:40:19,Food and beverages,
Köfteci Yusuf,2026-02-28 19:48:01,Food and beverages,4.1
Addax,2026-03-15 17:28:35,Retail and trade,3.9
,2026-02-28 01:09:21,Other and unspecified,
The Barber Ahmet,2026-03-13 12:01:46,"Beauty, personal care and wellness",
Bled,2026-02-17 10:30:05,"Landmarks, addresses and geography",
İDO Bursa Güzelyalı Feribot İskelesi,2026-03-05 05:28:11,"Nature, parks and outdoor places",0.0
İstanbul Havalimanı,2026-03-05 11:14:43,"Nature, parks and outdoor places",4.6
Ahmetpaşa Belediyesi,2026-02-27 19:46:46,Government and municipal services,0.0
Eskişehir - Seyitgazi - Afyonkarahisar Yolu,2026-02-26 18:04:45,"Landmarks, addresses and geography",
Verenel Derneği,2026-03-07 10:09:17,Religion and community organizations,
Akdağ Tabiat Parkı,2026-02-14 08:35:23,"Nature, parks and outdoor places",
Uluköy Köyü,2026-03-05 13:45:48,"Landmarks, addresses and geography",
Ayhan İletişim,2026-02-27 20:19:38,Retail and trade,
DHL eCommerce,2026-02-23 20:12:30,"Utilities, security and maintenance services",
Merkez Toki İlkokulu,2026-03-02 08:39:10,Education and training,
Cumalıkızık Köy Müzesi,2026-02-26 12:42:02,"Nature, parks and outdoor places",4.7
,2026-02-14 17:35:23,Other and unspecified,
,2026-02-23 22:13:35,Other and unspecified,
Plaka,2026-03-15 17:34:12,"Landmarks, addresses and geography",
Bolvadin Cezaevi,2026-03-13 12:35:02,Education and training,
Apartments & Rooms Aleksandra,2026-02-17 10:32:46,"Tourism, lodging and travel",
,2026-03-16 11:26:53,Other and unspecified,
Emirdağ Otogarı,2026-03-06 14:08:27,"Landmarks, addresses and geography",2.7
Şuhut Belediyesi Keşkek Evi,2026-02-22 21:10:17,Food and beverages,4.5
Yüksek Rakim Afyon,2026-03-14 11:40:05,Food and beverages,4.4
Orkide Güzellik Salonu,2026-03-17 11:12:56,"Beauty, personal care and wellness",
Soğuksu Milli Parkı,2026-02-15 08:56:42,"Nature, parks and outdoor places",0.0
İkram Turizim,2026-03-13 08:26:51,"Tourism, lodging and travel",
Şuhut Belediyesi Keşkek Evi,2026-02-22 21:09:48,Food and beverages,4.5
Fırın Karasör,2026-02-21 16:55:53,Food and beverages,
Deniz Pide Lahmacun,2026-02-15 22:58:39,Food and beverages,4.3
Otobüs Durağı,2026-02-26 03:18:04,Transportation and logistics,
,2026-03-16 11:33:24,Other and unspecified,
Gümüşhane Üniversitesi,2026-02-15 12:26:09,Education and training,3.8
,2026-02-26 16:53:59,Other and unspecified,
,2026-03-07 13:42:27,Other and unspecified,
Eşrefpaşa Mah.,2026-03-02 13:17:51,Government and municipal services,
Emirdağ Otogarı,2026-03-06 14:09:30,"Landmarks, addresses and geography",2.7
