org_name,time,category,org_rating
Kütahya Sosyal Güvenlik Kurumu İl Müdürlüğü,2026-03-04 06:22:35,Government and municipal services,0.0
Spor Kompleksi,2026-03-07 17:19:51,Sports and active recreation,
Msu kara astsubay meslek yüksek okulu,2026-03-06 20:39:22,"Tourism, lodging and travel",
Doğarslan Köyü,2026-02-22 15:26:07,"Landmarks, addresses and geography",
,2026-02-21 11:58:28,Other and unspecified,
Kız Kulesi,2026-03-05 01:35:34,"Nature, parks and outdoor places",4.3
Kütahya Merkez ,2026-02-21 11:59:07,"Nature, parks and outdoor places",
Aşçı Mevlütün Yeri,2026-02-14 20:39:31,Food and beverages,
Hilal Otomotiv,2026-03-13 09:55:14,"Automotive, motorcycles and vehicles",4.7
Zafer Sürücü Kursu,2026-03-01 10:21:31,"Automotive, motorcycles and vehicles",5.0
Kütahya Sağlık Bilimleri Üniversitesi Gülsüm Güral Ağız ve Diş Sağlığı Uygulama ve Araştırma Merkezi,2026-02-26 16:26:07,Healthcare and medical services,2.1
Yenikapı,2026-02-23 03:16:12,"Nature, parks and outdoor places",
Galata Köprüsü,2026-02-26 15:43:24,"Landmarks, addresses and geography",
Üsküdar,2026-03-05 01:34:14,"Nature, parks and outdoor places",0.0
Royal Gayrimenkul Kütahya,2026-03-09 12:05:05,Real estate and business properties,
Özge Lazer 5 Dakikada Kaşe,2026-02-17 17:46:20,Retail and trade,4.4
Kayaboğazı Barajı,2026-02-14 04:30:59,"Utilities, security and maintenance services",
Tapu Müdürlüğü,2026-02-27 12:02:17,Government and municipal services,
Kütahya Merkez ,2026-03-11 20:32:47,"Nature, parks and outdoor places",
Kutahya Belediyesi Cocuk Eglence Merkezi,2026-02-15 00:51:56,Healthcare and medical services,4.2
Kütahya Halk Eğitim Merkezi ve Akşam Sanat Okulu,2026-02-17 09:05:52,Education and training,4.2
Çadır Kamp Alanı,2026-02-16 13:55:52,"Nature, parks and outdoor places",
,2026-02-26 18:59:50,Other and unspecified,
,2026-03-11 20:30:54,Other and unspecified,
Kız Kulesi,2026-03-05 01:33:41,"Nature, parks and outdoor places",4.3
Kütahya Millet Bahçesi,2026-02-15 00:51:09,"Culture, arts and entertainment",4.0
Kütahya Merkez ,2026-02-21 11:59:51,"Nature, parks and outdoor places",
Gediz,2026-02-14 12:21:01,Other and unspecified,
Şile,2026-03-08 15:07:32,"Landmarks, addresses and geography",
Esenler Otogarı,2026-02-23 03:22:07,"Landmarks, addresses and geography",3.8
Esenler Otogarı,2026-02-23 03:18:47,"Landmarks, addresses and geography",3.8
Hierapolis Antik Kenti,2026-02-26 09:28:00,"Nature, parks and outdoor places",4.9
Balıkesir Astsubay Subaylar Meslek Yüksekokulu,2026-03-06 20:34:57,Education and training,
Kütahya,2026-03-07 17:11:47,"Landmarks, addresses and geography",
,2026-03-15 05:05:55,Other and unspecified,
Sadıkkırı Köyü,2026-02-27 04:02:26,"Landmarks, addresses and geography",
Yağız Hara At Ve Besi Çiftliği,2026-02-15 08:14:42,Sports and active recreation,
,2026-02-18 21:12:34,Other and unspecified,
Damla Tekel Shop,2026-03-07 02:06:32,Retail and trade,
Ayvalı Göleti,2026-02-14 04:32:28,"Utilities, security and maintenance services",
Yeşil Türbe,2026-02-15 13:48:45,"Nature, parks and outdoor places",5.0
Kütahya Halk Eğitim Merkezi ve Akşam Sanat Okulu,2026-02-17 09:08:12,Education and training,4.2
Tavşanlı,2026-03-12 20:24:07,"Landmarks, addresses and geography",
Kütahya Merkez ,2026-03-03 16:52:49,"Nature, parks and outdoor places",
Fetih Cami,2026-02-20 13:25:21,Religion and community organizations,
Kütahya Eca Servisi - 0530 798 12 19,2026-02-20 20:56:01,"Manufacturing, industry and equipment",
Yenikapı,2026-02-23 03:17:30,"Nature, parks and outdoor places",0.0
Yandex,2026-03-11 20:29:27,"IT, telecommunications and electronics",4.9
Bakırköy Adalet Sarayı,2026-03-14 14:13:24,Government and municipal services,0.0
Esenler Şoförler Esnaf Odası,2026-03-12 20:22:32,"Manufacturing, industry and equipment",4.1
Edirnekapı Semti,2026-02-27 20:50:48,Other and unspecified,
Kamil Koç,2026-03-05 09:58:48,Transportation and logistics,
Çavdarhisar Aizanoi Antik Kale,2026-03-07 06:31:32,"Nature, parks and outdoor places",4.9
Yağız Hara At Ve Besi Çiftliği,2026-02-15 08:12:14,Sports and active recreation,
Kebapçı Tamer,2026-02-14 21:07:09,Food and beverages,4.3
Foto Seyyar,2026-02-22 02:39:28,Finance and professional services,4.1
Harmancık,2026-03-12 15:06:54,"Landmarks, addresses and geography",
Vuslat Kitap Kahve,2026-03-08 10:26:12,Food and beverages,4.3
Bosphorus English House,2026-03-17 06:09:21,Education and training,5.0
Dominik,2026-03-12 15:08:20,Retail and trade,0.0
Galata Köprüsü,2026-02-26 15:43:50,"Landmarks, addresses and geography",
Jön Garage Oto Yıkama,2026-02-21 18:14:02,"Automotive, motorcycles and vehicles",4.8
Kütahya Sosyal Güvenlik Kurumu İl Müdürlüğü,2026-03-04 06:24:06,Government and municipal services,0.0
Kütahya Belediyesi Çinigar Şehirlerarası Otobüs Terminali,2026-03-11 20:31:55,"Landmarks, addresses and geography",
Minik Yıldızlar Oyun Evi,2026-03-16 15:48:30,"Culture, arts and entertainment",
Adrasan Zeytin Camping & Evleri,2026-02-16 13:27:25,"Nature, parks and outdoor places",5.0
Hilalkent Mah.,2026-03-04 04:45:13,Government and municipal services,
2. Noter,2026-02-27 20:18:06,Real estate and business properties,4.1
Akbaş Hamamı,2026-02-26 09:26:05,"Beauty, personal care and wellness",3.9
E.C.A. Serel,2026-02-20 20:56:36,"Utilities, security and maintenance services",4.1
,2026-02-24 04:22:31,Other and unspecified,
Fk Language,2026-03-17 06:10:38,Education and training,5.0
Kütahya Çinigar Otogarı,2026-02-14 12:21:47,"Landmarks, addresses and geography",2.0
Lokman Koçaslan Kia Yetkili Satıcı ve Servisi,2026-03-10 14:00:41,"Automotive, motorcycles and vehicles",
,2026-03-07 17:20:45,Other and unspecified,
Tavşanlı,2026-02-20 09:43:22,"Landmarks, addresses and geography",
Balıkesir Astsubay Subaylar Meslek Yüksekokulu,2026-03-06 20:13:34,Education and training,
Cebrail Köyü,2026-02-27 20:11:39,"Landmarks, addresses and geography",
,2026-02-16 06:51:56,Other and unspecified,
Tavşanlı Şoförler ve Otomobilciler Odası,2026-03-12 20:24:38,Retail and trade,0.0
Kütahya,2026-03-05 11:53:11,"Landmarks, addresses and geography",
Doğru Lezzet,2026-02-26 09:24:56,Food and beverages,4.1
,2026-02-21 12:00:18,Other and unspecified,
Balıkesir Astsubay Subaylar Meslek Yüksekokulu,2026-03-06 20:11:07,Education and training,
Çorum,2026-03-01 12:14:39,"Landmarks, addresses and geography",
Buda Cafe&oyun,2026-03-08 10:27:25,Food and beverages,4.7
,2026-03-02 06:11:44,Other and unspecified,
Beyköy Mah.,2026-02-19 21:28:49,Government and municipal services,
Öz İskender Kebap Salonu,2026-03-09 20:36:11,Food and beverages,2.5
Topkapı Sarayı Müzesi,2026-03-07 09:50:41,"Nature, parks and outdoor places",5.0
Esenler Otogarı,2026-02-23 03:22:50,"Landmarks, addresses and geography",3.8
Yunusemre Mah.,2026-03-03 17:55:12,Government and municipal services,
Balıkesir Bahçelievler,2026-03-17 13:22:48,"Culture, arts and entertainment",
Esenler Otogarı,2026-02-23 03:19:58,"Landmarks, addresses and geography",3.8
Tintin İletişim,2026-02-26 16:56:13,"IT, telecommunications and electronics",
Topuk Yaylası Tabiat Parkı,2026-02-16 16:59:39,"Nature, parks and outdoor places",
Ulu Cami,2026-02-13 21:10:18,Religion and community organizations,5.0
Togg Trugo,2026-03-15 23:19:52,"Automotive, motorcycles and vehicles",
Green Canyon,2026-03-08 08:57:37,Food and beverages,4.9
DB Bilişim Bilgisayar,2026-03-02 19:36:58,"Utilities, security and maintenance services",5.0
,2026-02-23 03:15:11,Other and unspecified,
Ecrin Lounge Cafe,2026-02-19 10:34:19,Food and beverages,
Kütahya,2026-03-08 10:28:18,"Landmarks, addresses and geography",
Rıfkı Oyun Salonu,2026-03-08 10:27:56,Food and beverages,
Laodikeia Örenyeri,2026-02-26 09:26:42,"Nature, parks and outdoor places",4.9
Demoto Volkswagen ,2026-03-14 23:26:33,"Automotive, motorcycles and vehicles",4.4
Ulu Cami,2026-02-14 08:34:16,Religion and community organizations,5.0
Boo,2026-02-23 12:56:53,"Landmarks, addresses and geography",
Demiray Isı Cihazları ve Zirai Aletlar İmalatı,2026-02-14 20:41:48,"Manufacturing, industry and equipment",5.0
Helvacı Hakkı - 1898,2026-03-08 10:25:46,Food and beverages,4.7
Rido Camping,2026-02-16 13:26:30,"Nature, parks and outdoor places",4.7
Topuk Yaylası Tabiat Parkı,2026-03-06 17:05:14,"Culture, arts and entertainment",0.0
Tavşanlı,2026-02-27 15:32:52,"Landmarks, addresses and geography",
