org_name,time,category,org_rating
Çağlayan Mah.,2026-02-28 00:29:56,Government and municipal services,
Taş Mah.,2026-03-15 18:17:31,Government and municipal services,
İstanbul Oyuncak Müzesi,2026-03-08 12:47:36,"Nature, parks and outdoor places",5.0
Tatvan Seyir Terası,2026-02-24 13:23:39,Food and beverages,4.3
Tarihi Harput Lahmacunu,2026-02-23 15:21:29,Food and beverages,4.3
Dilovası Mesleki Ve Teknik Anadolu Lisesi,2026-02-21 17:19:54,Agriculture,0.0
,2026-03-17 09:08:25,Other and unspecified,
Bitlis,2026-03-02 17:54:29,"Landmarks, addresses and geography",
Bayındır Polis Merkezi Amirliği,2026-02-16 05:46:44,"Landmarks, addresses and geography",
Esenkıyı Köyü,2026-03-04 16:27:57,"Landmarks, addresses and geography",
"521. Sok., No:28",2026-02-28 18:53:55,Agriculture,
Kurubulak Taksi,2026-03-11 12:18:08,"Automotive, motorcycles and vehicles",
Demir Ticaret,2026-03-07 03:14:11,"Construction, renovation and interior",
Beyrut Cafe,2026-02-24 13:23:58,Food and beverages,4.1
Akademi Kırtasiye,2026-03-07 19:14:32,"Nature, parks and outdoor places",
Balneom Erapolikliinik,2026-03-11 10:28:58,Healthcare and medical services,
Özdemir market,2026-02-21 18:15:21,Food and beverages,
AdvisorV Hospitality Management,2026-02-24 11:25:44,"Utilities, security and maintenance services",4.3
Bitlis Rahva Kayak Merkezi,2026-02-28 21:02:44,"Nature, parks and outdoor places",
Yamaç Kır Bahçesi,2026-02-24 13:24:17,Food and beverages,5.0
Horma Kanyonu,2026-03-04 12:22:00,"Nature, parks and outdoor places",5.0
Esenler Otogarı,2026-03-06 13:12:37,"Landmarks, addresses and geography",3.8
Baştarla Köyü,2026-03-07 11:38:43,Government and municipal services,
Mustang,2026-03-13 15:55:22,Retail and trade,3.6
Hidayet Mah.,2026-03-01 16:39:20,Government and municipal services,
Mapavri Mini Market,2026-02-21 18:19:39,Food and beverages,4.9
Sütçü Kız Kahvaltı Cafe,2026-03-03 11:16:54,Food and beverages,4.1
,2026-02-23 20:32:55,Other and unspecified,
Miss Pastanesi,2026-03-08 13:15:08,Other and unspecified,4.1
52. Nci Sok.,2026-02-15 13:55:27,"Landmarks, addresses and geography",
Şehir Hasan Gül Polis Merkezi,2026-02-16 05:47:51,"Landmarks, addresses and geography",
