org_name,time,category,org_rating
Seydikemer,2026-02-17 18:02:16,"Landmarks, addresses and geography",
Marina Imbat,2026-03-01 18:17:36,Sports and active recreation,0.0
Eğirdir Gölü,2026-03-11 17:39:16,"Utilities, security and maintenance services",
,2026-02-16 09:23:04,Other and unspecified,
Binef At Çiftliği,2026-02-22 09:54:39,Sports and active recreation,4.2
Ntg Plastik,2026-03-15 08:35:50,"Manufacturing, industry and equipment",4.2
Fethiye,2026-02-26 07:14:04,"Landmarks, addresses and geography",
Buldan's Bodrum,2026-03-13 11:22:02,Retail and trade,4.2
Özen Motor,2026-03-05 08:41:22,"Automotive, motorcycles and vehicles",3.6
Luna Beauty Saloon,2026-03-12 17:25:38,"Beauty, personal care and wellness",4.4
Kampüs Su Arıtma,2026-02-28 09:02:04,Government and municipal services,
Muğla Veterinerlik,2026-02-28 15:12:14,Healthcare and medical services,4.8
Söğüt,2026-02-20 15:12:44,"Landmarks, addresses and geography",
Rebia'nın Sandığı,2026-03-06 22:33:58,Retail and trade,
,2026-02-21 10:43:29,Other and unspecified,
Yetkin Ortak Sağlık ve Güvenlik Birimi,2026-03-03 10:57:30,"Manufacturing, industry and equipment",
Deri Tamir Boya,2026-03-02 20:52:07,"Manufacturing, industry and equipment",4.4
Rize,2026-02-27 16:28:10,"Landmarks, addresses and geography",
Payas Organize Sanayi Bölgesi,2026-02-19 19:22:01,Government and municipal services,0.0
Pertek,2026-03-13 06:23:37,"Landmarks, addresses and geography",
Kahve Sok.,2026-03-14 18:16:32,"Landmarks, addresses and geography",
Ortaca,2026-02-27 14:08:59,"Landmarks, addresses and geography",
Aydın,2026-03-06 20:48:15,"Landmarks, addresses and geography",
Has Turizm Otogar,2026-03-05 06:08:56,Transportation and logistics,
Gulf Photo Plus,2026-03-05 22:22:17,"Utilities, security and maintenance services",
,2026-02-20 15:32:52,Other and unspecified,
Van,2026-03-17 17:32:02,Food and beverages,5.0
,2026-03-13 19:45:42,Other and unspecified,
Ludiland,2026-03-08 08:59:04,"Nature, parks and outdoor places",
Akyaka Gayrimenkul,2026-03-14 21:55:38,Real estate and business properties,
Service-xiaomi.com,2026-02-26 09:55:14,"Utilities, security and maintenance services",5.0
Van Şehir Parkı,2026-03-16 20:48:56,"Culture, arts and entertainment",
,2026-03-04 06:26:41,Other and unspecified,
,2026-03-17 10:06:10,Other and unspecified,
Köyceğiz Belediyesi Yuvarlakçay Tesisleri,2026-03-02 12:16:56,Food and beverages,4.2
Bodrum Halk Eğitim Merkezi Müdürlüğü,2026-02-20 10:29:16,Education and training,
Re/Max,2026-03-01 20:48:24,Real estate and business properties,4.7
Menteşe,2026-02-19 06:22:21,"Nature, parks and outdoor places",
Antalya,2026-03-08 13:04:54,"Landmarks, addresses and geography",
Samsun,2026-03-13 22:36:35,"Landmarks, addresses and geography",
Trio Cafe,2026-02-14 08:34:20,Food and beverages,5.0
Karaca Mah.,2026-02-24 14:41:57,Government and municipal services,
Az Dental Academy - Nişantaşı,2026-03-08 11:14:47,Healthcare and medical services,5.0
Montier-En-der-Platz,2026-03-11 11:36:30,"Landmarks, addresses and geography",
Hayriye Hatun El Lezzetleri,2026-02-26 15:32:07,Food and beverages,5.0
Halikarnas Veteriner Kliniği,2026-02-28 15:09:22,Healthcare and medical services,
Midtown Alışveriş Merkezi,2026-03-13 15:22:25,Retail and trade,4.3
Bodrum 2. Noteri,2026-03-07 08:00:40,Real estate and business properties,
Yankı Psikoloji,2026-02-13 22:06:57,Finance and professional services,4.8
Çaliş Grill House,2026-03-04 11:02:02,Food and beverages,4.5
Kalis Alabalık Tesisi,2026-02-23 21:40:53,Food and beverages,4.3
Cumhuriyet Mah.,2026-02-15 15:12:31,Government and municipal services,
Bodrum,2026-02-20 15:14:03,"Landmarks, addresses and geography",
İdo Pendik Deniz Otobüsü ve Hızlı Feribot İskelesi,2026-03-08 21:27:12,"Nature, parks and outdoor places",0.0
ZES Elektrikli Araç Şarj İstasyonu,2026-03-12 07:17:09,"Automotive, motorcycles and vehicles",
Düzce Gençlik ve Spor İl Müdürlüğü,2026-03-04 00:19:35,Government and municipal services,0.0
Ürkmez Kebap,2026-02-22 07:29:07,Food and beverages,4.2
Nurettin Sevim Divarcı Fener Cami,2026-02-16 09:15:27,Religion and community organizations,4.7
Halikarnas Veteriner Kliniği,2026-02-28 15:08:26,Healthcare and medical services,
Muğla Milas 2 Nolu Aile Sağlığı Merkezi,2026-03-04 12:32:16,Healthcare and medical services,
Arı Harita,2026-02-21 15:28:20,"Landmarks, addresses and geography",4.1
Ege Üniversitesi,2026-02-23 23:20:38,Education and training,0.0
Arasicak Restoran,2026-02-28 13:19:58,Food and beverages,4.3
Dokuz Eylül Üniversitesi Fen Fakültesi,2026-02-27 11:00:18,Education and training,4.1
Autotrade,2026-03-08 07:45:28,"Automotive, motorcycles and vehicles",5.0
İskandil Balık,2026-02-19 17:55:46,Food and beverages,4.9
Pamukkale Turizm Marmaris Şehir İçi Şubesi,2026-03-08 07:46:44,"Tourism, lodging and travel",3.1
"Atour Hotel, Bayi Square, Jiefangbei, Chongqing",2026-02-26 18:41:13,"Tourism, lodging and travel",
Bağbaşı Mah.,2026-02-22 17:33:33,Government and municipal services,
Antalya Ağız ve Diş Sağlığı Merkezi,2026-02-23 12:56:03,Healthcare and medical services,4.1
Terzi,2026-03-15 16:48:52,Finance and professional services,
Gesta Gurme - Karadeniz Restaurant,2026-03-05 19:12:14,Food and beverages,2.7
Dokuz Eylül Üniversitesi Fen Fakültesi,2026-02-27 11:03:23,Education and training,4.1
Mumcular Mah.,2026-02-19 11:03:27,Government and municipal services,
Bodrum Şehirlerarası Otobüs Terminali,2026-03-12 12:36:43,"Landmarks, addresses and geography",4.2
Taverna Rodos Restaurant & Lounge,2026-02-18 19:20:40,Food and beverages,
,2026-03-13 11:26:48,Other and unspecified,
Acıbadem Bodrum Tıp Merkezi,2026-02-20 13:54:28,Healthcare and medical services,4.7
,2026-03-16 21:27:51,Other and unspecified,
Naz Mobilya,2026-02-15 12:53:19,Retail and trade,0.0
Seydikemer,2026-02-23 11:57:50,"Landmarks, addresses and geography",
EN Yakit Şarj İstasyonu,2026-03-06 10:04:11,"Automotive, motorcycles and vehicles",
Eylem Sofrası,2026-02-27 06:17:59,Food and beverages,4.9
Pamukpark Yaşam Kulübü,2026-03-08 09:00:17,"Culture, arts and entertainment",
Sazova Parkı,2026-02-26 06:41:50,"Culture, arts and entertainment",5.0
,2026-03-09 16:56:54,Other and unspecified,
Rodos Güzellik Merkezi,2026-03-04 23:06:37,"Beauty, personal care and wellness",
Pamukkale Turizm,2026-03-01 10:31:29,Transportation and logistics,4.1
Bodrum 2. Noteri,2026-03-07 07:59:47,Real estate and business properties,
,2026-03-17 10:06:22,Other and unspecified,
Yda Dalaman Havalimanı,2026-03-10 19:44:03,"Nature, parks and outdoor places",4.2
Orman Kampı Taş Evleri,2026-03-16 14:20:10,"Tourism, lodging and travel",4.2
,2026-03-01 20:03:22,Other and unspecified,
Yalıkavak Mah.,2026-03-02 08:25:41,Government and municipal services,
Özel Lokman Hekim Esnaf Hastanesi,2026-02-21 18:31:59,Healthcare and medical services,4.1
,2026-02-15 15:14:46,Other and unspecified,
Daerim subway station,2026-02-19 15:58:31,"Nature, parks and outdoor places",
Menteşe Belediyesi Kent Lokantası,2026-02-26 08:27:58,Food and beverages,
Seydikemer,2026-02-17 18:02:06,"Nature, parks and outdoor places",
Pekarna apartments,2026-03-05 06:07:16,"Tourism, lodging and travel",
Kamil Koç,2026-03-12 12:39:01,Transportation and logistics,3.6
,2026-02-22 19:22:00,Other and unspecified,
Taverna Rodos Restaurant & Lounge,2026-02-18 19:19:32,Food and beverages,
Arı Harita,2026-02-21 15:19:48,"Landmarks, addresses and geography",4.1
Ozy Hair & Beauty,2026-03-15 15:51:45,"Beauty, personal care and wellness",4.4
,2026-03-15 02:40:51,Other and unspecified,
Bodrum,2026-03-09 16:00:25,"Landmarks, addresses and geography",
"Şht.Uğur Öztop Cad. (Şehit Uğur Öztop Cad.), No:1",2026-03-07 19:43:28,"Landmarks, addresses and geography",
Yerköy,2026-02-14 05:44:38,"Nature, parks and outdoor places",
Milas,2026-02-28 16:43:25,"Landmarks, addresses and geography",
be Premium Bodrum,2026-03-08 11:14:01,"Tourism, lodging and travel",4.5
Otokoç Servis,2026-03-10 19:01:41,"Automotive, motorcycles and vehicles",4.2
,2026-02-15 15:13:52,Other and unspecified,
Hasan Usta Hatay Usulü Kebap,2026-03-03 16:50:04,Food and beverages,4.3
Narlı Mah.,2026-03-01 14:07:04,Government and municipal services,
Camii Sok.,2026-03-05 11:52:53,"Landmarks, addresses and geography",
Antalya,2026-03-12 04:45:58,"Landmarks, addresses and geography",
Arslan Tuz Evi,2026-02-27 21:29:42,Retail and trade,4.3
Yengeç Restaurant,2026-03-08 21:08:51,Food and beverages,4.9
Halo Kebap,2026-03-15 13:32:39,Food and beverages,4.5
Dürümcü Ümit Usta Taşyaka,2026-03-03 16:54:45,Food and beverages,4.6
Harikalar Diyarı,2026-02-28 14:16:25,"Culture, arts and entertainment",4.5
,2026-03-09 15:42:58,Other and unspecified,
Euro Profil - Prodajni Salon,2026-03-10 22:14:21,Food and beverages,
Kısmet Lokantası,2026-02-15 10:37:49,Food and beverages,4.4
Ölüdeniz Plajı,2026-03-14 17:31:26,"Nature, parks and outdoor places",0.0
Galatasaray Adası,2026-02-14 11:53:32,Other and unspecified,
Doğal organik yumurta köy tavuğu kaz hindi ve Merinos koyun yetiştiriciliği,2026-03-10 05:10:47,Agriculture,
Turgutreis Uğur Okulları Anaokulu,2026-03-14 03:39:04,"Nature, parks and outdoor places",
Old Town Rooms and Apartments,2026-03-08 06:39:43,"Tourism, lodging and travel",
Giyimkent,2026-03-02 06:38:19,Retail and trade,4.0
Turunç Vatan Cad.,2026-03-05 09:18:48,"Landmarks, addresses and geography",
Kayaköy Mah.,2026-03-04 05:42:14,Government and municipal services,
Marble Mountain Air Facility,2026-02-17 15:34:45,"Nature, parks and outdoor places",3.3
,2026-02-23 21:34:08,Other and unspecified,
Milta Marina Bodrum Alışveriş Merkezi,2026-03-13 21:50:56,Retail and trade,4.5
Ören Halk Plajı - Milas,2026-03-10 22:58:29,"Nature, parks and outdoor places",0.0
Gökkuşağı Çocukları Anaokulu,2026-03-14 03:38:09,"Nature, parks and outdoor places",4.5
513. Sok.,2026-03-15 18:02:03,"Landmarks, addresses and geography",
Madame Amour,2026-02-24 08:20:53,Retail and trade,4.1
,2026-03-09 19:39:18,Other and unspecified,
Dokuma Çorbacısı,2026-02-24 18:04:13,Food and beverages,3.8
Cangarlar Hyundai,2026-02-21 12:13:11,"Automotive, motorcycles and vehicles",4.2
Özel Bodrum Cerrahi Tıp Merkezi,2026-02-20 11:21:40,Healthcare and medical services,4.9
