org_name,time,category,org_rating
Eğirdir Gölü,2026-02-14 13:27:26,"Utilities, security and maintenance services",
Yeşil Kanyon,2026-02-23 21:04:58,"Nature, parks and outdoor places",5.0
Mersin,2026-03-09 11:55:11,"Landmarks, addresses and geography",
Vecihi Cafe,2026-03-16 14:47:58,Food and beverages,
Mardin Dilmenler Seyahat,2026-03-04 15:36:34,Transportation and logistics,3.3
Nergiz Sıkma -Gözleme,2026-03-12 18:25:02,Food and beverages,4.9
Akın Pide Ve Şiş Salonu,2026-02-16 18:18:27,Food and beverages,4.6
Selen Kuaför Ve Güzellik Salonu,2026-03-10 13:51:45,"Beauty, personal care and wellness",
Turgut Türkalp Mah.,2026-03-10 18:24:58,Government and municipal services,
Gökçören Kaburgacı Levent,2026-02-14 09:52:50,Food and beverages,4.4
Yenişehir Belediyesi,2026-03-13 07:58:32,Government and municipal services,0.0
Evrim Studio Pilates,2026-03-04 20:33:42,"Beauty, personal care and wellness",
Doğu Akdeniz Ormancılık Araştırma Enstitüsü,2026-03-12 08:35:04,"Manufacturing, industry and equipment",0.0
,2026-03-12 19:18:59,Other and unspecified,
Osmaniye Adliyesi,2026-02-16 13:05:16,Government and municipal services,0.0
Sadıkoglu Kebap ve Hanedan Ev Yemekleri,2026-02-14 15:28:44,Food and beverages,
Taner Berber,2026-03-11 14:50:46,Retail and trade,3.8
Anamur Ertuğrul Otomotiv,2026-03-11 18:01:40,"Automotive, motorcycles and vehicles",
Mersin Limanı,2026-03-16 17:50:55,"Nature, parks and outdoor places",0.0
,2026-03-15 20:38:17,Other and unspecified,
Gümüşkum 100. Yıl Tabiat Parkı,2026-03-05 12:24:34,"Culture, arts and entertainment",
Rüya Sürücü Kursu,2026-03-06 09:24:34,"Automotive, motorcycles and vehicles",
Altıyol Çorba & Yöresel Ev Yemekleri,2026-03-17 12:50:11,Food and beverages,4.4
Fenomen dönerci,2026-02-20 18:31:21,Food and beverages,4.2
Nilcabin Duşakabin Sistemleri,2026-03-08 09:18:24,Food and beverages,3.9
Gözde Dinlenme Tesisi,2026-03-03 17:04:12,Food and beverages,4.4
Çetince Köyü,2026-02-15 10:58:08,"Landmarks, addresses and geography",
Tatlıcı Tevfik Usta özel günleriniz için tatlı siparişi için 05333471434,2026-03-02 19:24:59,Food and beverages,
Mondial CF Moto Tvs Satış Servis Yedek Parça,2026-03-16 12:50:41,"Automotive, motorcycles and vehicles",
Yaka Mah.,2026-02-15 10:54:24,Government and municipal services,
Ziya Dede Bitkisel Çaylar,2026-03-03 08:28:58,Food and beverages,
GSStore,2026-03-04 13:07:21,Sports and active recreation,3.9
Adana Optimum Alışveriş Merkezi,2026-03-17 12:18:15,Retail and trade,4.2
Tarsus Emlak,2026-02-27 19:47:54,Real estate and business properties,4.4
Timpas Gross Market,2026-03-07 14:38:35,Food and beverages,3.3
Yaşar Ertekin Sürücü Kursu,2026-03-06 09:21:17,"Automotive, motorcycles and vehicles",4.6
Nergiz Sıkma -Gözleme,2026-03-12 20:13:56,Food and beverages,4.9
Vatan Bilgisayar,2026-03-08 19:44:19,"IT, telecommunications and electronics",4.1
"Darüşşafaka Cad., No:5/9",2026-03-04 07:43:22,Agriculture,
,2026-03-11 17:11:01,Other and unspecified,
İçel Anadolu Lisesi,2026-03-13 19:06:14,Agriculture,0.0
Bitlis,2026-03-08 13:59:32,"Landmarks, addresses and geography",
Mezitli Belediyesi Semt Pazarı,2026-03-08 20:17:50,Retail and trade,3.5
Kültür Parkı,2026-03-14 23:17:03,"Culture, arts and entertainment",4.6
Yuvam Ev Yemekleri,2026-03-05 13:26:51,Food and beverages,4.7
Ptt,2026-03-11 10:23:07,"Landmarks, addresses and geography",
Adana Gündoğdu Mezunları Derneği,2026-03-15 11:08:23,Government and municipal services,0.0
Adana Yenice Park,2026-03-17 11:51:06,"Culture, arts and entertainment",0.0
Tarsus Hayvanat Bahçesi,2026-03-14 14:02:53,"Nature, parks and outdoor places",4.4
Kuaför Taner,2026-03-11 14:52:21,"Beauty, personal care and wellness",
Kapadokya Seramik,2026-03-14 09:29:44,"Manufacturing, industry and equipment",4.4
Gökalp Elektrik,2026-03-05 17:58:00,"Utilities, security and maintenance services",
Karma Baskı Dünyası,2026-03-11 20:06:04,"Utilities, security and maintenance services",5.0
Mardin,2026-02-14 11:30:00,"Landmarks, addresses and geography",
,2026-02-16 20:40:21,Other and unspecified,
Osmaniye Kadirli Merkez 1 Nolu Aile Sağlığı Merkezi,2026-02-16 07:25:17,Healthcare and medical services,
Ferah Kebap Salonu,2026-02-17 10:55:35,Food and beverages,4.3
Кедр,2026-03-08 19:55:12,"Construction, renovation and interior",4.1
Özel İmc Hastanesi,2026-03-08 04:51:32,Healthcare and medical services,3.7
Orange County Belek,2026-03-08 14:18:01,"Tourism, lodging and travel",4.7
Mezitli Çimen Taksi,2026-03-09 21:23:45,"Automotive, motorcycles and vehicles",4.7
Somun Ekmek Unlu Mamülleri,2026-03-08 01:01:29,Food and beverages,4.2
,2026-02-20 13:14:00,Other and unspecified,
Diyarbakır-Viranşehir Yolu,2026-03-16 07:13:15,"Landmarks, addresses and geography",
Marangoz Kids Akademi,2026-03-16 01:03:46,Sports and active recreation,
Güneşli Merkez Cami,2026-03-05 17:24:36,Religion and community organizations,4.7
Bim,2026-03-17 19:16:08,Food and beverages,
HuQQabaz Sirkeci,2026-03-14 07:41:04,Food and beverages,5.0
Marangoz Kids Akademi,2026-03-16 01:04:15,Sports and active recreation,
Yaşar Ertekin Sürücü Kursu,2026-03-06 09:22:12,"Automotive, motorcycles and vehicles",4.6
Opat Volkswagen,2026-03-16 17:15:55,"Automotive, motorcycles and vehicles",4.3
Mersin Şehir Eğitim ve Araştırma Hastanesi,2026-03-08 14:45:21,Healthcare and medical services,4.0
Bizden Kafe,2026-03-16 12:30:30,Food and beverages,4.3
,2026-02-14 17:39:15,Other and unspecified,
Hızırbey Ortaokulu,2026-02-15 13:05:16,Education and training,0.0
Mersin Şehir Eğitim ve Araştırma Hastanesi,2026-03-16 14:32:36,Healthcare and medical services,4.0
Star Diyarbakır,2026-03-05 12:13:01,Transportation and logistics,3.7
,2026-03-03 08:10:24,Other and unspecified,
Miggo Elektrikli Araç Şarj İstasyonu - Yenişehir Mersin Mm Migros,2026-03-08 15:04:54,"Automotive, motorcycles and vehicles",
Karahıdırlı Mah.,2026-03-03 08:12:06,Government and municipal services,
Alpaslan Türkeş Bul.,2026-03-01 11:27:00,"Landmarks, addresses and geography",
Taner Berber,2026-03-11 14:50:43,Retail and trade,3.8
Mersin E Tipi Kapalı ve Açık Ceza İnfaz Kurumu,2026-03-12 19:07:40,Religion and community organizations,0.0
Marangoz Kids Akademi,2026-03-16 00:56:59,Sports and active recreation,
Zeki Usta Kebap Mersin,2026-03-17 18:45:54,Food and beverages,4.4
Bayram Et,2026-03-13 08:22:16,Food and beverages,3.9
Karadeniz,2026-03-05 08:20:27,"Utilities, security and maintenance services",
Çamlıyayla,2026-03-07 19:15:14,"Landmarks, addresses and geography",
Niksar,2026-03-13 10:26:05,"Landmarks, addresses and geography",
Media Markt,2026-03-14 05:42:50,"IT, telecommunications and electronics",4.2
Gebze,2026-03-13 05:44:58,"Nature, parks and outdoor places",
Giritli Restaurant,2026-03-01 12:57:11,Food and beverages,4.0
,2026-02-15 11:00:09,Other and unspecified,
Mimar Sinan Taksi,2026-02-13 21:08:22,"Automotive, motorcycles and vehicles",4.5
Bozanönü Mah.,2026-03-17 15:37:44,Government and municipal services,
Bar & Restaurant Loft,2026-03-03 10:36:33,Food and beverages,4.6
Mersin,2026-03-11 17:58:16,"Landmarks, addresses and geography",
Silifke Yeni Nesil Kurs Merkezi,2026-03-07 07:47:06,Education and training,
Lethal Company,2026-02-27 06:50:13,"IT, telecommunications and electronics",
Mersin,2026-03-11 18:02:09,"Landmarks, addresses and geography",
Hatay Öztur Seyahat,2026-03-03 20:36:05,Transportation and logistics,3.0
Arkadas Tantuni,2026-03-02 17:15:49,Food and beverages,4.5
Türkiye Belediyeler Birliği,2026-03-02 17:13:52,Religion and community organizations,0.0
Ahmet Usta Ocakbaşı,2026-03-05 19:28:15,Food and beverages,4.6
Topkapı Sarayı Müzesi,2026-02-27 15:06:07,"Nature, parks and outdoor places",5.0
,2026-02-16 09:54:25,Other and unspecified,
Emin Adımlar Özel Eğitim ve Rehabilitasyon Merkezi,2026-03-04 12:21:13,Healthcare and medical services,
Green Canyon,2026-02-22 23:28:22,Food and beverages,4.9
,2026-03-15 10:27:44,Other and unspecified,
Öz Diyarbakır Seyahat,2026-03-05 12:12:22,Transportation and logistics,3.9
Bezirgan Şelalesi,2026-02-14 13:26:22,"Nature, parks and outdoor places",
Palm City Alışveriş Merkezi,2026-03-14 05:37:04,Retail and trade,4.3
Piazza AVM,2026-02-28 16:36:41,Retail and trade,4.5
Kuşadası,2026-03-03 20:17:13,"Landmarks, addresses and geography",
Doruk Eczanesi,2026-03-06 18:10:29,Healthcare and medical services,4.4
Bisiklet Cafe,2026-03-16 00:55:51,Food and beverages,4.7
,2026-03-13 15:05:08,Other and unspecified,
Yeni Gözde Pişirim Fırını,2026-03-08 00:59:38,Food and beverages,4.3
Yalova,2026-02-15 10:59:53,"Landmarks, addresses and geography",
Mersin Limanı,2026-03-16 17:50:23,"Nature, parks and outdoor places",0.0
Umutun Yeri Kanyon Çorba,2026-03-05 19:34:08,Food and beverages,4.1
Hasan Uğurlu Baraj Gölü,2026-03-02 14:09:18,"Utilities, security and maintenance services",
Punta Pacifica,2026-03-09 20:36:58,Government and municipal services,
Lüks Mersin,2026-03-16 14:48:40,Transportation and logistics,
Kapalı çarşı ve taşhan derneği - Katad,2026-03-03 06:40:40,"Nature, parks and outdoor places",
Adana Şehir Eğitim ve Araştırma Hastanesi,2026-03-09 16:54:40,Healthcare and medical services,3.2
Monaliza Plaza,2026-03-09 18:06:04,Real estate and business properties,
Busu Art Coffee. co,2026-03-16 14:47:34,Food and beverages,4.3
Mersin Pakevim Temizlik,2026-03-08 17:15:45,"Utilities, security and maintenance services",4.6
Mersin İl Emniyet Müdürlüğü,2026-03-09 11:16:42,"Landmarks, addresses and geography",
Palm City Alışveriş Merkezi,2026-03-14 05:42:14,Retail and trade,4.3
İstanbul Sabiha Gökçen Uluslararası Havalimanı,2026-03-13 18:44:45,"Nature, parks and outdoor places",4.1
Çopuroğlu Baklava,2026-03-15 11:13:26,Food and beverages,4.1
Erdinç Eczanesi,2026-03-07 11:12:22,Healthcare and medical services,4.2
Özgür Çocuk Parkı,2026-03-14 20:37:18,"Culture, arts and entertainment",4.1
Isparta Merkez,2026-02-15 10:57:16,"Nature, parks and outdoor places",
Tarsus 1. Noterliği,2026-03-14 07:29:16,Real estate and business properties,4.4
Novada Erdemli,2026-03-11 12:04:29,Retail and trade,4.0
,2026-03-08 14:05:53,Other and unspecified,
GSStore,2026-03-04 13:07:01,Sports and active recreation,3.9
Yaran Consulting,2026-03-12 16:49:33,Finance and professional services,5.0
Şahin Özbilen Mah.,2026-03-04 15:15:15,Government and municipal services,
İmparator Photography,2026-03-08 14:44:15,"Utilities, security and maintenance services",4.9
Mersin Şehir Eğitim ve Araştırma Hastanesi,2026-02-16 18:42:47,Healthcare and medical services,4.0
Vodafone,2026-03-03 10:24:42,"IT, telecommunications and electronics",4.0
Tarsu Alışveriş Merkezi,2026-03-07 04:38:47,Retail and trade,4.1
Evrim Studio Pilates,2026-03-04 20:33:13,"Beauty, personal care and wellness",
Yeşilovacık Mah.,2026-03-05 18:01:55,"Landmarks, addresses and geography",
,2026-03-05 07:41:22,Other and unspecified,
Altaylılar Mah.,2026-02-18 17:16:01,Government and municipal services,
Düriye Eczanesi,2026-03-07 11:09:42,Healthcare and medical services,
Söğütözü Yaylası Mut,2026-03-17 19:16:44,"Tourism, lodging and travel",
Çamlıca Tepesi,2026-03-13 15:50:59,"Culture, arts and entertainment",5.0
Arbel Bulgur,2026-03-07 08:40:17,"Manufacturing, industry and equipment",4.5
Özel Su Hastanesi,2026-03-08 04:51:13,Healthcare and medical services,4.0
Stirka.com,2026-03-16 16:30:18,Retail and trade,5.0
Helvacı Ali,2026-03-08 17:00:18,Food and beverages,4.4
Dinara,2026-02-16 18:20:12,Food and beverages,4.8
Yıldız Teknik Üniversitesi,2026-03-07 11:40:18,Education and training,4.8
,2026-03-01 23:12:26,Other and unspecified,
Mersin İdman Yurdu Meydanı,2026-03-06 20:03:02,"Nature, parks and outdoor places",4.3
Ayaş Mah.,2026-03-15 13:22:07,Government and municipal services,
,2026-03-04 18:18:57,Other and unspecified,
