org_name,time,category,org_rating
,2026-03-07 00:10:46,Other and unspecified,
Keskin Sok.,2026-03-11 11:42:05,"Landmarks, addresses and geography",
Pasto Cafe,2026-02-16 19:40:27,Food and beverages,4.3
,2026-02-23 22:17:36,Other and unspecified,
,2026-02-21 09:22:44,Other and unspecified,
,2026-02-26 21:28:55,Other and unspecified,
,2026-02-27 17:31:26,Other and unspecified,
Trabzon,2026-03-15 17:39:01,"Landmarks, addresses and geography",
İlgi Eczanesi,2026-03-07 11:39:49,Healthcare and medical services,3.2
Yavuz Gıda Sanayi,2026-03-08 20:43:12,Food and beverages,4.4
"Fatih Cad., No:89",2026-03-13 07:17:01,Agriculture,
Moda Tekstil Bursa,2026-02-14 03:23:11,"Manufacturing, industry and equipment",
Bilim-Açı Özel Öğretim Kursu,2026-03-06 16:44:14,Education and training,3.9
Tirebolu 42 Restaurant,2026-02-16 19:33:50,Food and beverages,4.1
,2026-03-01 23:43:52,Other and unspecified,
Piraziz Mesleki Ve Teknik Anadolu Lisesi,2026-03-08 14:21:53,Agriculture,
Bulancak Devlet Hastanesi,2026-03-14 16:23:51,Healthcare and medical services,3.3
Bim,2026-02-23 20:50:14,Food and beverages,
,2026-03-11 09:42:17,Other and unspecified,
Bulancak,2026-03-03 20:50:15,"Landmarks, addresses and geography",
Gökçe Kuyumculuk,2026-03-03 13:22:27,Retail and trade,4.2
Petrol Ofisi,2026-03-02 20:21:20,"Automotive, motorcycles and vehicles",
Aydın Market Et ve Tavuk,2026-02-23 13:35:59,Food and beverages,
Paşakonağı Yaylası,2026-03-07 07:42:07,"Landmarks, addresses and geography",
Hazar Tekstil Makinaları,2026-03-09 17:35:32,"Manufacturing, industry and equipment",4.2
Koçak Gold,2026-02-21 05:38:58,Retail and trade,
Jardins du Trocadéro,2026-02-22 07:15:45,"Culture, arts and entertainment",4.4
,2026-02-23 20:45:17,Other and unspecified,
Giresun,2026-03-14 09:22:06,"Landmarks, addresses and geography",
Çay Pazarı,2026-03-12 05:27:13,Food and beverages,4.8
Efendi,2026-03-17 17:05:19,Food and beverages,4.2
Üsküp Simit Poğaça,2026-03-03 17:02:42,Food and beverages,4.6
Cemre Çiçekçilik ve Fidancılık - Keşan,2026-03-08 07:29:34,"Nature, parks and outdoor places",
Divan Kitabevi,2026-02-18 15:50:54,Retail and trade,
Helvacı Yakub Efendi Ankara,2026-03-01 13:47:00,Food and beverages,4.3
M Store Kitap Kırtasiye,2026-02-18 16:45:56,Retail and trade,3.7
,2026-03-16 23:16:36,Other and unspecified,
Can Akengin Sanat Galerisi,2026-03-12 17:46:25,"Nature, parks and outdoor places",4.2
Savur Öğretmenevi,2026-03-12 18:35:26,"Construction, renovation and interior",0.0
Gazipaşa İlkokulu,2026-02-19 12:34:18,Education and training,
Apaydın Kuyumculuk,2026-03-10 16:06:00,Retail and trade,
Furkan Eczanesi,2026-02-24 20:20:26,Healthcare and medical services,
Keskin Sok.,2026-03-11 11:41:25,"Landmarks, addresses and geography",
,2026-03-07 00:31:31,Other and unspecified,
Kardeşler Pide Lahmacun,2026-02-19 14:25:53,Food and beverages,
Auto Master Clean 2,2026-03-15 23:10:23,"Automotive, motorcycles and vehicles",4.5
Öğretmenevi ve Akşam Sanat Okulu,2026-03-12 18:17:36,"Tourism, lodging and travel",0.0
"Ocak Sok., No:20",2026-03-10 16:07:10,Agriculture,
Uğur Lokantası,2026-03-08 20:40:17,Food and beverages,
Sigma Fitness Stüdio,2026-03-06 23:32:56,Sports and active recreation,
Hanımeli ev yemekleri,2026-03-08 20:38:59,Food and beverages,
Fatih Cad.,2026-03-04 19:58:13,"Landmarks, addresses and geography",
Big Bros Cafe,2026-03-07 12:06:29,Food and beverages,4.7
Avanos,2026-02-27 08:13:06,"Landmarks, addresses and geography",
Bayramşah Köyü,2026-03-03 06:13:05,Government and municipal services,
Rteu Kapalı Spor Salonu,2026-03-06 23:31:09,Sports and active recreation,
Yapı İnşaat,2026-03-06 17:02:46,"Construction, renovation and interior",
İnci Pastahanesi,2026-03-03 16:40:43,Food and beverages,4.3
Giresun Merkez ,2026-02-26 21:27:45,"Nature, parks and outdoor places",
,2026-03-02 09:15:15,Other and unspecified,
Aydeniz 28 Buharlı Oto Kuaförü,2026-02-15 06:10:53,"Automotive, motorcycles and vehicles",4.2
Aktay Ekmek Fırını,2026-03-03 21:27:41,Food and beverages,
Crotone,2026-03-11 15:58:50,Food and beverages,4.1
Bahçelievler Devlet Hastanesi,2026-03-01 11:39:54,Healthcare and medical services,2.8
Duru Apart & Pansiyon,2026-02-14 18:36:59,"Tourism, lodging and travel",
Coşkun Oto Kuaför,2026-02-20 08:46:11,"Automotive, motorcycles and vehicles",
Ii,2026-03-17 10:00:13,Government and municipal services,
Atatürk İlkokulu,2026-02-16 14:26:23,Education and training,
Batlama Sanayi Sitesi,2026-02-22 15:18:46,Government and municipal services,
Charge & Go Charging Station,2026-02-23 20:48:58,"Automotive, motorcycles and vehicles",
Helvacı Yakub Efendi Ankara,2026-03-01 13:47:40,Food and beverages,4.3
,2026-03-08 09:48:19,Other and unspecified,
Gözde Sok.,2026-03-02 10:45:00,"Landmarks, addresses and geography",
Keskin Sok.,2026-03-11 11:40:11,"Landmarks, addresses and geography",
İstanbul,2026-03-03 16:34:14,"Landmarks, addresses and geography",
Kızılay Metro İstasyonu,2026-02-22 10:26:24,"Nature, parks and outdoor places",
Ceylanpınar Öğretmenevi Ve Akşam Sanat Okulu,2026-03-12 19:20:09,"Tourism, lodging and travel",3.6
Teknosa,2026-02-26 23:02:18,"IT, telecommunications and electronics",3.9
Çıtlakkale Mah.,2026-03-08 09:03:30,Government and municipal services,
Sultan Sofrası,2026-03-02 21:30:01,Food and beverages,3.9
,2026-02-14 12:16:57,Other and unspecified,
Nebioğlu Avm,2026-02-21 06:44:01,Retail and trade,4.4
Labranda Mares Marmaris,2026-03-11 11:46:07,"Tourism, lodging and travel",4.4
M Store Kitap Kırtasiye,2026-02-18 16:46:49,Retail and trade,3.7
Şebinkarahisar Devlet Hastanesi,2026-02-13 21:25:30,Healthcare and medical services,3.6
Somuncu,2026-03-08 08:49:02,Food and beverages,
Gün Bakery,2026-03-03 16:39:35,Food and beverages,4.3
İstanbul Sehayat İlkadım Samsun,2026-03-07 12:24:02,Transportation and logistics,
Aybars Oto Yıkama - Otopark,2026-02-15 06:11:23,"Automotive, motorcycles and vehicles",
İkram Pide,2026-02-19 14:13:54,Food and beverages,4.1
Ministry of Health Giresun University Obstetrics and Pediatric Diseases Training and Research Hospital,2026-03-05 10:09:15,Healthcare and medical services,
Golden Sand Caravan Hotel,2026-02-17 18:20:54,"Tourism, lodging and travel",4.0
