org_name,time,category,org_rating
Yıldız Eczanesi,2026-03-07 10:29:30,Healthcare and medical services,5.0
Usta Dönerci,2026-03-13 16:47:43,Food and beverages,4.1
Sanat Kavurma Kahvaltı,2026-02-19 07:02:04,Food and beverages,4.7
Empire State Binası,2026-02-17 22:41:19,"Nature, parks and outdoor places",5.0
Orc Estetik ve Plastik Cerrahi Kliniği,2026-03-04 07:01:18,Finance and professional services,4.9
Yandex,2026-02-21 16:49:33,"IT, telecommunications and electronics",5.0
Yücel Lokantası,2026-03-15 17:59:29,Food and beverages,4.4
Pınarbaşı Mah.,2026-03-15 14:47:43,Government and municipal services,
Batman Merkez ,2026-02-28 07:04:06,"Nature, parks and outdoor places",
Kisi,2026-03-11 23:06:05,"Landmarks, addresses and geography",
Yaşar Elektronik,2026-03-15 14:45:05,"IT, telecommunications and electronics",
Batman Diş Hastanesi,2026-03-16 08:26:35,Healthcare and medical services,2.8
,2026-02-21 09:03:49,Other and unspecified,
Ağrı,2026-02-18 15:23:59,"Landmarks, addresses and geography",
Kocabaylar Kebap Salonu,2026-02-28 21:36:28,Food and beverages,4.5
Batman Otogarı,2026-03-12 02:21:53,"Landmarks, addresses and geography",3.9
Ekrem Usta Çayyolu,2026-03-11 01:46:21,Food and beverages,4.3
Necip Fazıl Ortaokulu,2026-03-09 21:56:01,Education and training,
Çömçe Et Lokantası,2026-02-14 02:24:18,Food and beverages,4.3
Batman Belediyesi,2026-03-03 07:29:00,Government and municipal services,
,2026-02-22 16:22:18,Other and unspecified,
Kayapınar Kaymakamlığı,2026-02-28 18:02:44,Government and municipal services,0.0
Turan Eczanesi,2026-03-15 10:36:44,Healthcare and medical services,
Ankara,2026-02-15 02:43:09,"Landmarks, addresses and geography",
Berat VIP PlayStation,2026-03-04 17:13:54,"Culture, arts and entertainment",4.3
Armada Teras Restaurant,2026-02-28 13:55:24,Food and beverages,4.5
Arıköy Mah.,2026-03-15 13:03:19,Government and municipal services,
Eataly,2026-03-13 23:24:58,Food and beverages,4.2
Ahmet aýyly,2026-03-14 12:24:40,"Landmarks, addresses and geography",
Polis Lojmanı,2026-02-13 21:24:26,"Landmarks, addresses and geography",
Sanko Park Alışveriş Merkezi,2026-02-14 07:19:03,Retail and trade,4.3
Lise Cad. (Sanat Sok.),2026-03-03 15:52:08,"Landmarks, addresses and geography",
Akşehir,2026-02-15 15:22:15,"Landmarks, addresses and geography",
,2026-02-21 16:48:44,Other and unspecified,
Marshall,2026-02-28 07:05:04,"Manufacturing, industry and equipment",4.3
Dent Estetik Ağız ve Diş Polikinliği,2026-02-17 11:02:13,Healthcare and medical services,
İstanbul,2026-03-15 19:10:57,"Landmarks, addresses and geography",
Kordon,2026-02-15 18:11:30,"Nature, parks and outdoor places",
,2026-03-08 09:40:10,Other and unspecified,
