org_name,time,category,org_rating
Uşak,2026-02-26 19:23:53,"Landmarks, addresses and geography",
Suudi Arabistan Milli Müzesi,2026-02-19 12:25:44,"Nature, parks and outdoor places",5.0
Bozüyük Ceza İnfaz Kurumu Zeki Bayrak Sosyal Tesisleri,2026-02-20 14:56:56,Food and beverages,4.5
Necmi Kadıoğlu Cad.,2026-02-28 17:20:20,"Landmarks, addresses and geography",
Türkiye Cumhuriyeti Sosyal Güvenlik Kurumu,2026-02-27 13:54:26,Government and municipal services,0.0
2k Emlak & Oto Alım-Satım,2026-03-07 08:34:09,Real estate and business properties,
Nautilus SPA Beauty,2026-02-24 04:18:58,"Beauty, personal care and wellness",5.0
Beşyüzevler Sitesi,2026-03-05 09:37:56,Government and municipal services,
Cıngılli Restoran,2026-02-14 08:18:34,Food and beverages,4.7
Bozkuş Köyü,2026-03-15 14:50:13,"Landmarks, addresses and geography",
,2026-03-06 15:29:54,Other and unspecified,
Tırtatlı Küme Evler,2026-02-22 22:46:35,"Landmarks, addresses and geography",
Voleybol time,2026-03-08 12:02:12,Sports and active recreation,
Dericiler Sok.,2026-03-10 16:19:24,"Landmarks, addresses and geography",
Eskişehir Voleybol Spor Kulübü,2026-03-08 12:04:47,Sports and active recreation,
Malhun Hatun İlkokulu,2026-02-28 15:47:49,Education and training,
Malhun Hatun İlkokulu,2026-02-28 15:48:34,Education and training,
,2026-03-04 20:04:29,Other and unspecified,
"Hükümet Cad., No:7",2026-02-15 17:12:55,Agriculture,
Bursa İnegöl Devlet Hastanesi,2026-03-17 19:59:24,Healthcare and medical services,3.3
Malhun Hatun İlkokulu,2026-02-28 15:49:32,Education and training,
Iskenderun Tren Istasyonu,2026-03-07 08:55:54,"Nature, parks and outdoor places",0.0
Cirit Sok.,2026-03-10 06:59:45,"Landmarks, addresses and geography",
Köfteci Metin,2026-03-03 08:49:25,Food and beverages,4.9
Asmeze,2026-03-07 08:51:59,Food and beverages,4.9
Balçıkhisar Mah.,2026-03-10 06:55:53,Government and municipal services,
Kartal Hafriyat Bilecik,2026-02-20 20:27:10,"Construction, renovation and interior",4.6
Hobi Self Servis Oto Yıkama,2026-02-23 19:00:15,"Automotive, motorcycles and vehicles",1.9
Migros,2026-02-22 18:22:22,Food and beverages,4.2
Karabük Şehir Parkı,2026-02-15 10:37:12,"Nature, parks and outdoor places",
,2026-03-07 08:52:41,Other and unspecified,
Bozüyük,2026-03-07 00:09:32,"Landmarks, addresses and geography",
Melike Döner,2026-03-14 15:05:37,Food and beverages,4.2
Karabük Kent Ormanı,2026-02-15 10:37:43,"Nature, parks and outdoor places",
Konsolpark,2026-03-14 19:31:05,Food and beverages,4.7
,2026-02-24 04:18:14,Other and unspecified,
Iskenderun Tren Istasyonu,2026-03-07 08:53:24,"Nature, parks and outdoor places",0.0
,2026-03-10 06:57:37,Other and unspecified,
Taşev Sanat ve Şarap Evi,2026-03-05 13:22:12,Food and beverages,4.7
Esenler Otogarı,2026-03-01 04:20:16,"Landmarks, addresses and geography",3.8
Grand Hotel Başaran,2026-03-02 20:51:56,"Tourism, lodging and travel",4.7
İDO Yalova Deniz Otobüsü İskelesi,2026-03-01 04:22:05,"Nature, parks and outdoor places",0.0
Bilecik Adalet Sarayı,2026-03-12 18:09:14,Government and municipal services,0.0
Necmi Kadıoğlu Cad.,2026-02-28 17:20:32,"Landmarks, addresses and geography",
Akbük Koyu,2026-03-06 22:52:59,"Utilities, security and maintenance services",
Bozüyük,2026-02-22 03:35:35,"Landmarks, addresses and geography",
Şehir Lokantası,2026-02-18 19:42:24,Food and beverages,4.8
,2026-03-04 20:04:12,Other and unspecified,
Bozüyük,2026-03-07 00:10:00,"Landmarks, addresses and geography",
Angara Pastanesi,2026-03-14 08:28:20,Other and unspecified,
Malhun Hatun İlkokulu,2026-02-28 15:48:02,Education and training,
,2026-03-01 05:42:20,Other and unspecified,
Bozüyük Belediyesi,2026-02-22 18:23:18,Government and municipal services,0.0
