org_name,time,category,org_rating
Türkmeşen Köyü,2026-03-03 16:57:26,Government and municipal services,
Hakan Besicilik,2026-03-07 17:02:58,Agriculture,
Sarıkamış Devlet Hastanesi,2026-02-19 18:01:54,Healthcare and medical services,
Amsterdam Central Station,2026-02-26 17:11:25,"Nature, parks and outdoor places",0.0
Kars,2026-03-07 07:53:44,"Landmarks, addresses and geography",
Arpaçay Saffet Eczanesi,2026-03-09 15:07:21,Healthcare and medical services,
Menya Shono,2026-02-22 17:54:25,Food and beverages,
Amade Reklam,2026-02-19 00:37:11,"Nature, parks and outdoor places",
Sultan Alparslan Külliyesi,2026-02-22 17:19:16,"Culture, arts and entertainment",
El Anbar,2026-02-21 19:57:39,Government and municipal services,
Suk Vakif Çarşısı,2026-03-04 17:56:16,Retail and trade,5.0
Manzara Restaurant Söğüt,2026-03-03 22:10:09,Food and beverages,4.5
Ardahan,2026-02-16 20:29:21,"Landmarks, addresses and geography",
Nolu Aile Sağlığı Merkezi,2026-02-20 10:29:24,Government and municipal services,
,2026-03-13 17:02:09,Other and unspecified,
Kars Müzesi,2026-03-06 07:09:45,"Nature, parks and outdoor places",4.7
Kars Halk Eğitim Merkezi ve Akşam Sanat Okulu,2026-02-20 17:26:54,Education and training,3.7
Türk Hava Yolları İnsan Kaynakları Değerlendirme Merkezi,2026-03-12 21:32:20,Real estate and business properties,4.4
Kopenhag Havalimanı,2026-02-26 17:09:09,"Nature, parks and outdoor places",5.0
Kars Merkez ,2026-03-16 00:16:46,"Nature, parks and outdoor places",
Kars Kalesi,2026-03-08 10:23:34,"Nature, parks and outdoor places",4.6
Selçuk Ticaret,2026-03-13 18:02:12,Food and beverages,
Paulmark,2026-02-22 02:48:04,Retail and trade,
75. Yıl Cumhuriyet Ortaokulu,2026-03-12 14:53:51,Education and training,
,2026-03-16 19:59:11,Other and unspecified,
Lokanta Bahar Edremit,2026-02-17 17:09:05,Food and beverages,5.0
Şehitler Mah.,2026-03-05 19:16:03,Government and municipal services,
Kastamonu Araç 15 Nolu İğdir Aile Sağlığı Merkezi,2026-02-20 10:40:15,Healthcare and medical services,4.1
Yıldız alışveriş merkezi,2026-03-03 19:37:21,Retail and trade,
Nolu Aile Sağlığı Merkezi,2026-02-20 10:34:55,Government and municipal services,
Fethiye Cami,2026-03-17 01:39:59,Religion and community organizations,4.9
Çiçek Evi,2026-02-14 16:54:56,"Nature, parks and outdoor places",4.6
,2026-03-16 00:17:00,Other and unspecified,
Trabzon Şehir Müzesi,2026-03-08 04:58:11,"Nature, parks and outdoor places",4.8
Sultan Eczanesi,2026-03-17 14:59:07,Healthcare and medical services,
Bizim Iğdır,2026-03-08 11:30:12,Transportation and logistics,
