org_name,time,category,org_rating
Çatak Mah.,2026-03-16 17:55:42,Government and municipal services,
LC Waikiki Türkiye,2026-03-17 11:32:21,Retail and trade,4.3
Tacikistan Devlet Tıp Üniversitesi,2026-03-13 08:55:43,Education and training,4.9
Diyadin Belediyesi,2026-03-12 17:52:05,Government and municipal services,
Çukurova Üniversitesi,2026-02-16 08:28:11,Education and training,4.5
Doğubayazıt Futbol Kulübü,2026-03-03 18:30:15,Sports and active recreation,
Eczane Sultanahmet,2026-02-21 14:21:05,Healthcare and medical services,4.9
"Kaskaval Sok., No:23",2026-03-10 21:17:17,Agriculture,
Kabak Koyu,2026-02-15 20:15:13,"Nature, parks and outdoor places",4.2
Yukarıyoldüzü Köyü,2026-02-22 08:48:57,"Landmarks, addresses and geography",
Yerkoy İlçe Stadyumu,2026-03-05 17:54:44,Sports and active recreation,3.7
Köprülü Kanyon Milli Parkı,2026-02-17 20:23:51,"Culture, arts and entertainment",5.0
Fırat Bisiklet,2026-03-11 17:11:23,"Automotive, motorcycles and vehicles",4.7
Small,2026-02-23 21:58:47,Food and beverages,5.0
Gözaydın Köyü,2026-03-08 15:55:21,Government and municipal services,
Migros,2026-03-05 14:30:09,Food and beverages,
Doğubayazıt İlçe Milli Eğitim Müdürlüğü,2026-03-16 17:37:47,Government and municipal services,0.0
Migros,2026-03-05 14:29:56,Food and beverages,
Akasya Sitesi,2026-03-05 13:54:30,Government and municipal services,
LC Waikiki Türkiye,2026-03-17 11:35:07,Retail and trade,4.3
Beyzade,2026-02-14 15:16:56,Food and beverages,
Patnos,2026-02-27 16:31:21,"Landmarks, addresses and geography",
Rahat,2026-03-13 16:49:08,Food and beverages,4.4
Bursa Uludağ Üniversitesi,2026-02-14 07:25:51,Education and training,4.2
Mimar Sinan Anadolu Lisesi,2026-03-06 08:40:53,Education and training,0.0
Ağrı Merkez ,2026-02-15 12:16:19,"Nature, parks and outdoor places",
"İvedik Cad., No:33",2026-03-14 01:44:47,"Landmarks, addresses and geography",
Vodafone,2026-02-28 00:28:47,"IT, telecommunications and electronics",
Tutunamayanlar kitabevi & cafe,2026-02-26 20:36:20,Food and beverages,4.7
Legion Audio,2026-03-15 07:52:23,Retail and trade,5.0
Lozan Mah.,2026-03-03 00:37:41,Government and municipal services,
Beyzade veysi usta,2026-02-14 15:17:27,Food and beverages,
Lozan Mah.,2026-03-03 00:39:38,Government and municipal services,
Mad Parfumeur,2026-02-15 10:35:52,"Beauty, personal care and wellness",3.3
Alpaslan Mahalle Muhtarlığı,2026-03-14 01:45:18,Religion and community organizations,
Status Medgroup,2026-03-01 09:30:42,Healthcare and medical services,4.9
Gürbulak Köyü,2026-02-26 21:02:21,"Landmarks, addresses and geography",
Ptt,2026-03-01 09:30:25,"Landmarks, addresses and geography",1.2
,2026-03-10 02:32:22,Other and unspecified,
Şifa Eczanesi,2026-03-14 10:38:56,Healthcare and medical services,
Saat Kulesi,2026-03-02 18:57:56,"Nature, parks and outdoor places",
Baker Tarım Sivas Şubesi,2026-03-16 15:21:42,Agriculture,4.1
Uzman Bakış Eğitim Kurumları,2026-03-14 21:35:54,Education and training,5.0
LC Waikiki Türkiye,2026-03-17 11:36:25,Retail and trade,4.3
Santra Halı Saha,2026-03-05 17:54:09,Sports and active recreation,
,2026-03-11 18:14:05,Other and unspecified,
Namık Kemal Üniversitesi,2026-03-11 17:48:47,Education and training,4.4
Mollasüleyman Köyü,2026-02-27 13:52:25,"Landmarks, addresses and geography",
Şaban Güzeler Ortaöğretim Erkek Öğrenci Yurdu,2026-02-14 07:25:21,"Construction, renovation and interior",0.0
Tutku Dünyası,2026-03-17 11:31:28,Retail and trade,
,2026-03-11 18:15:34,Other and unspecified,
