org_name,time,category,org_rating
Tcdd Kule Restaurant,2026-03-06 13:51:20,Food and beverages,4.3
Ankara Şehirlerarası Terminal İşletmesi,2026-03-14 02:52:43,"Landmarks, addresses and geography",4.0
Şehit Gökhan Çakır Anadolu Lisesi,2026-02-27 12:58:39,Agriculture,0.0
Sur Balık Restaurant Çankaya,2026-02-17 17:56:09,Food and beverages,4.9
Hard detailing Kırıkkale,2026-03-16 21:04:22,"Automotive, motorcycles and vehicles",4.2
"Can Sok., No:4E",2026-03-10 01:07:08,Agriculture,
,2026-03-16 20:53:49,Other and unspecified,
Ankara Etlik Şehir Hastanesi,2026-02-14 14:14:03,Healthcare and medical services,4.3
Renault Mais ,2026-02-23 16:18:02,"Automotive, motorcycles and vehicles",4.4
Kırıkkale Atatürk Anadolu Lisesi,2026-02-15 18:22:07,Agriculture,0.0
Pamukkale Travertenleri,2026-03-04 13:06:06,"Nature, parks and outdoor places",4.7
Özgür Oto Kuaför,2026-03-09 05:24:00,"Automotive, motorcycles and vehicles",3.4
,2026-02-15 14:31:26,Other and unspecified,
,2026-03-11 06:36:04,Other and unspecified,
İstanbul,2026-02-14 18:20:28,"Landmarks, addresses and geography",
Kırıkkale Merkez,2026-02-23 02:53:21,"Nature, parks and outdoor places",
Köfteci Yusuf,2026-03-15 12:45:38,Food and beverages,0.0
Sümela Manastırı,2026-03-04 13:04:05,"Nature, parks and outdoor places",4.3
Kırıkale Silah Müzesi,2026-03-09 18:42:08,"Nature, parks and outdoor places",
Köfteci Yusuf,2026-03-15 12:45:00,Food and beverages,4.7
Yaprak Dönercisi,2026-02-14 05:36:20,Food and beverages,3.9
Tesan Elektrik,2026-03-05 14:15:26,"Manufacturing, industry and equipment",4.3
Kuytu Meze & Balık,2026-02-14 05:35:43,Food and beverages,3.8
Ergenekon Cad.,2026-02-14 22:07:41,"Landmarks, addresses and geography",
Sosyal Güvenlik Kurumu Kırıkkale İl Müdürlüğü,2026-02-27 07:13:04,Government and municipal services,
Arabam.com Oto Ekspertiz Kırıkkale,2026-02-23 16:16:44,"Automotive, motorcycles and vehicles",
Cigerci Bahri,2026-02-21 07:55:49,Food and beverages,4.4
Selami Baba Türbesi,2026-02-21 22:55:23,"Nature, parks and outdoor places",4.9
Ankara Şehirlerarası Terminal İşletmesi,2026-03-14 02:52:08,"Landmarks, addresses and geography",4.0
Yeni Kale Özel Güvenlik Eğitim Kurumu,2026-03-03 21:20:03,"Utilities, security and maintenance services",5.0
,2026-02-14 09:54:07,Other and unspecified,
Mir ceramiki,2026-03-03 21:03:32,"Construction, renovation and interior",4.8
Uzungöl Mah.,2026-03-04 13:01:43,Government and municipal services,
Kırıkkale,2026-03-04 16:51:13,"Landmarks, addresses and geography",
Karadavut Motors,2026-02-27 19:06:06,"Automotive, motorcycles and vehicles",4.3
Kırıkkale Osman Gazi Anadolu Lisesi,2026-02-24 17:32:05,Agriculture,0.0
Shell & Turcas Petrol,2026-02-20 20:50:18,"Automotive, motorcycles and vehicles",4.3
Kırıkkale Tuncel Man Mercedes Yedek Parça Özel Tamir Bakım Ve Fren Servisi,2026-02-22 00:23:47,"Automotive, motorcycles and vehicles",4.0
Sevgi Kitabevi,2026-02-15 14:49:41,Retail and trade,
Alioğulları İnşaat ve Dekorasyon,2026-03-03 21:03:56,Food and beverages,
Kırıkkale Belediyesi,2026-02-27 07:11:29,Government and municipal services,0.0
Kırıkkale,2026-02-27 07:10:37,"Landmarks, addresses and geography",
Akşehir,2026-03-05 23:00:27,"Landmarks, addresses and geography",
Sülayman Dağı,2026-03-04 13:03:18,"Nature, parks and outdoor places",5.0
Bodrum,2026-02-14 18:19:27,"Landmarks, addresses and geography",
,2026-03-08 14:09:30,Other and unspecified,
