org_name,time,category,org_rating
Mosebacke Hostel,2026-02-15 23:02:44,"Tourism, lodging and travel",
Özel Medikar Hastanesi,2026-02-19 16:32:47,Healthcare and medical services,4.0
Ankara - Afyon Karayolu,2026-03-13 19:56:38,"Landmarks, addresses and geography",
Atatürk İmam Hatip Ortaokulu,2026-03-01 21:50:57,Education and training,
Apex Motors,2026-03-13 04:14:53,"Automotive, motorcycles and vehicles",1.0
Kdz. Ereğli Şehirlerarası ,2026-02-20 11:22:14,"Landmarks, addresses and geography",3.2
,2026-02-20 04:01:25,Other and unspecified,
Dolmabahçe Sarayı,2026-02-28 09:11:26,"Nature, parks and outdoor places",4.9
Belediye Sineması,2026-02-14 09:44:26,"Culture, arts and entertainment",
,2026-03-06 10:09:40,Other and unspecified,
Devrek Anadolu İmam Hatip Lisesi,2026-03-04 06:14:49,Agriculture,
Gökgöl Mağarası,2026-03-15 20:47:17,"Nature, parks and outdoor places",5.0
Kılıç Rent a Car,2026-03-10 18:51:26,"Automotive, motorcycles and vehicles",4.8
Cumalıkızık Mah.,2026-03-07 01:25:37,Government and municipal services,
Fish House,2026-02-23 03:31:23,Food and beverages,4.8
Vatan Bilgisayar,2026-03-13 08:54:17,"IT, telecommunications and electronics",4.2
Zonguldak,2026-02-13 22:27:47,"Landmarks, addresses and geography",
Atatürk İmam Hatip Ortaokulu,2026-03-01 21:23:17,Education and training,
,2026-02-15 07:33:36,Other and unspecified,
Gümeli Beldesi,2026-03-09 06:11:39,Government and municipal services,
Zonguldak,2026-03-13 20:17:26,"Landmarks, addresses and geography",
,2026-03-12 13:15:50,Other and unspecified,
Anıtkabir,2026-02-17 20:31:50,"Nature, parks and outdoor places",5.0
Meşhur Pideci Hasan Kuru,2026-02-14 11:05:59,Food and beverages,4.3
Çaycuma,2026-02-21 11:33:05,"Landmarks, addresses and geography",
Hadımköy Mah.,2026-03-11 18:25:37,Government and municipal services,
Türkali Plajı,2026-03-12 03:04:27,"Nature, parks and outdoor places",0.0
Zonguldak Anadolu İmam Hatip Lisesi,2026-03-06 10:10:19,Agriculture,
,2026-02-13 21:19:22,Other and unspecified,
Harmankaya Şelaleleri Tabiat Parkı,2026-02-16 21:49:50,"Nature, parks and outdoor places",
Ereğli,2026-03-07 05:37:09,"Landmarks, addresses and geography",
Zonguldak,2026-03-03 21:56:56,"Landmarks, addresses and geography",
İBB Kültür AŞ Dijital Deneyim Müzesi,2026-02-18 17:24:07,"Nature, parks and outdoor places",4.3
