org_name,time,category,org_rating
Tcdd,2026-03-15 09:11:36,"Nature, parks and outdoor places",0.0
,2026-03-11 00:28:21,Other and unspecified,
Eğirdir (Eğridir),2026-02-19 19:30:22,"Landmarks, addresses and geography",
,2026-02-14 08:57:13,Other and unspecified,
Ferah Kebap Salonu,2026-02-15 08:48:46,Food and beverages,4.3
Ankara,2026-02-17 11:59:02,"Landmarks, addresses and geography",
Yalvaç Müzesi,2026-02-21 21:34:59,"Nature, parks and outdoor places",4.9
,2026-03-09 18:06:28,Other and unspecified,
,2026-02-28 14:13:14,Other and unspecified,
Kumsal Yol Yardım Kurtarıcı Çekici Şarkikaraağaç Isparta,2026-02-26 18:13:36,"Utilities, security and maintenance services",0.0
Valilik Otoparkı,2026-02-28 01:18:11,"Nature, parks and outdoor places",
Kütahya Afyon Karayolu 35. km Moruklu Mevkii Pusan Köyü Cıvarı Küme Evler,2026-03-05 10:31:55,"Landmarks, addresses and geography",
Arıkaya Kuyumcu,2026-03-04 22:22:08,Retail and trade,4.4
Özbayat Mah.,2026-02-22 10:35:33,Government and municipal services,
Çetince Köyü,2026-02-22 10:39:14,"Landmarks, addresses and geography",
,2026-03-08 20:33:22,Other and unspecified,
Özbayat Mah.,2026-02-22 10:34:56,Government and municipal services,
Detay Elektronik,2026-03-07 10:20:10,"Utilities, security and maintenance services",3.7
,2026-02-23 18:55:26,Other and unspecified,
Mürşide Ermumcu Mesleki Ve Teknik Anadolu Lisesi,2026-03-03 13:27:21,Education and training,3.4
İğdir Köyü,2026-02-19 19:30:15,"Landmarks, addresses and geography",
Isparta Halil Hamit Paşa İl Halk Kütüphanesi,2026-03-14 16:50:56,Government and municipal services,3.9
Albayrak Emlak & İnşaat,2026-02-23 19:01:34,Real estate and business properties,4.6
Şehit Ali İhsan Kalmaz Anadolu Lisesi,2026-02-28 14:13:27,Agriculture,0.0
Akdeniz Hamamı Sağlık Kompleksi,2026-03-17 16:39:58,"Beauty, personal care and wellness",4.3
Isparta,2026-03-01 17:48:15,"Landmarks, addresses and geography",
Eğirdir Gölü,2026-03-13 21:35:52,"Utilities, security and maintenance services",
Isparta Merkez,2026-03-05 10:32:56,"Nature, parks and outdoor places",
Özbayat Mah.,2026-02-22 10:37:38,Government and municipal services,
Firdevs Bey Cami,2026-03-13 16:45:27,Religion and community organizations,4.8
Kızıldağ Milli Parkı,2026-03-05 17:02:33,"Nature, parks and outdoor places",0.0
,2026-03-07 10:22:11,Other and unspecified,
"4165. Sok., No:2",2026-03-07 11:13:13,Agriculture,
Kızıldağ Milli Parkı,2026-03-05 17:02:10,"Nature, parks and outdoor places",0.0
Devin Cafe Bakery,2026-03-13 23:21:33,Food and beverages,
Nazlı Pide Kebap Salonu,2026-02-15 07:43:27,Food and beverages,4.6
Gazi Mah.,2026-03-08 20:36:51,Government and municipal services,
Isparta Şehir Hastanesi,2026-03-01 17:49:52,Healthcare and medical services,4.0
Kozan,2026-03-08 15:14:20,"Landmarks, addresses and geography",
İnan Ticaret,2026-03-08 17:07:57,"Beauty, personal care and wellness",4.2
Deniz Butik Pasta,2026-02-28 11:19:02,Food and beverages,4.8
Dalaman Devlet Hastanesi,2026-03-12 03:11:22,Healthcare and medical services,2.1
Altın Kanatlar,2026-03-14 20:33:37,Agriculture,4.6
Kayseri,2026-03-05 22:25:56,"Landmarks, addresses and geography",
Şen market,2026-03-12 03:13:25,Food and beverages,4.4
Akmanlar Pide,2026-02-17 19:48:29,Food and beverages,4.4
Kâğıthane,2026-03-02 17:41:15,"Nature, parks and outdoor places",0.0
Tarihi Akın Pasajı,2026-03-14 12:50:08,"Culture, arts and entertainment",4.3
Batum Havalimanı,2026-03-09 18:06:57,"Nature, parks and outdoor places",4.9
Devin Cafe Bakery,2026-03-13 23:18:21,Food and beverages,
Cam-Saş,2026-02-27 09:08:37,"Manufacturing, industry and equipment",4.4
,2026-03-04 20:20:58,Other and unspecified,
Isparta Anadolu Lisesi,2026-03-14 14:48:25,Agriculture,0.0
Kosgeb,2026-02-28 18:23:27,Government and municipal services,
Isparta Halk Eğitimi Merkezi,2026-03-11 16:26:34,Education and training,
Karaman Tren Garı,2026-03-08 13:40:14,"Nature, parks and outdoor places",0.0
Çağrı Car Detaılıng,2026-03-08 17:45:36,"Automotive, motorcycles and vehicles",4.8
Süs-Tek Çiçekçilik ve Peyzaj,2026-02-22 02:49:51,"Nature, parks and outdoor places",5.0
Beylikova Tarıma Dayalı İhtisas Besi Organize Sanayi Bölgesi,2026-03-11 00:28:51,Agriculture,
Özel Isparta Bilim İlkokulu,2026-03-11 16:27:56,Education and training,
Bafa Gölü,2026-02-28 14:25:40,"Utilities, security and maintenance services",
Ferah Kebap Salonu,2026-02-17 09:49:11,Food and beverages,4.3
Isparta Halk Eğitimi Merkezi,2026-03-11 16:27:01,Education and training,
Devin Otel,2026-03-13 23:10:57,"Tourism, lodging and travel",4.5
Dalaman Devlet Hastanesi,2026-03-12 03:11:44,Healthcare and medical services,2.1
Mais Motorlu Araçlar,2026-02-27 07:04:44,"Automotive, motorcycles and vehicles",4.8
Yalçın Sitesi,2026-02-22 10:38:34,Government and municipal services,
1001 Evler Ekmek ve Unlu Mamülleri,2026-02-21 11:42:57,Food and beverages,4.2
Akdeniz Hamamı,2026-03-17 16:39:33,"Beauty, personal care and wellness",
Üçler Otomotiv Peugeot Citroen Servisi,2026-03-13 11:58:36,"Automotive, motorcycles and vehicles",4.4
Kahve Sokağı,2026-03-04 20:21:43,Food and beverages,0.0
,2026-02-26 14:29:42,Other and unspecified,
,2026-03-07 10:32:42,Other and unspecified,
Dalaman Devlet Hastanesi,2026-03-12 03:12:24,Healthcare and medical services,2.1
Vestel Ekspres Isparta Meydan Avm Kurumsal Satış Mağazası,2026-03-13 23:00:10,Retail and trade,5.0
Clap,2026-03-05 16:40:49,Food and beverages,4.7
Acar Etli Pide,2026-02-15 07:50:03,Food and beverages,4.5
Valide-i Atik Mah.,2026-02-23 19:08:22,Government and municipal services,
,2026-03-03 15:37:13,Other and unspecified,
Eğirdir Gölü,2026-03-14 20:53:25,"Utilities, security and maintenance services",
Ferah Kebap Salonu,2026-03-13 08:32:50,Food and beverages,4.3
Isparta Halil Hamit Paşa İl Halk Kütüphanesi,2026-03-14 16:57:21,Government and municipal services,3.9
Doğan Otomotiv,2026-03-07 06:08:12,"Automotive, motorcycles and vehicles",
