org_name,time,category,org_rating
Ankara Etnografya Müzesi,2026-03-17 09:47:31,"Nature, parks and outdoor places",5.0
Zümrüt Kuyumcu,2026-03-03 15:48:26,Retail and trade,4.1
Altınpark,2026-02-23 13:00:37,"Culture, arts and entertainment",4.8
Terminal Taksi,2026-03-16 20:44:25,Transportation and logistics,0.0
Çelikler,2026-02-28 00:44:58,"Construction, renovation and interior",
Anadolu Medeniyetleri Müzesi,2026-03-17 10:24:07,"Nature, parks and outdoor places",5.0
Taşev Sanat ve Şarap Evi,2026-03-05 11:54:00,Food and beverages,4.7
Yanık Ayak Türbesi,2026-03-10 09:20:58,Religion and community organizations,0.0
Akkaya Hamamı,2026-03-10 08:57:39,"Nature, parks and outdoor places",4.2
Elaiussa Sebaste Antik Kenti,2026-02-15 08:43:36,"Nature, parks and outdoor places",4.3
Şahin Kardeşler,2026-03-06 22:28:27,"Automotive, motorcycles and vehicles",
Hayrettin Kuyumculuk,2026-03-12 12:05:57,Retail and trade,4.5
Karabük Şehirlerarası Otobüs Terminali,2026-03-16 20:54:28,"Landmarks, addresses and geography",1.4
Zinciriye Medresesi,2026-03-06 01:40:13,"Nature, parks and outdoor places",4.3
Onel Alışveriş Merkezi,2026-03-17 10:29:28,Retail and trade,2.1
Halı Market,2026-02-21 19:27:11,Retail and trade,4.9
Anadolu Medeniyetleri Müzesi,2026-03-17 10:22:06,"Nature, parks and outdoor places",5.0
Karabük Merkez ,2026-02-19 01:49:06,"Nature, parks and outdoor places",
Halı Market,2026-02-27 21:17:47,Retail and trade,4.9
Anıtkabir,2026-03-17 10:27:17,"Nature, parks and outdoor places",5.0
SafranTat,2026-02-14 20:43:47,Food and beverages,4.4
Karabük Yaşam Aile Sağlığı Merkezi,2026-02-23 08:57:58,Religion and community organizations,
DeFacto,2026-02-16 19:15:45,Retail and trade,4.2
Safranbolu,2026-02-16 12:26:23,"Landmarks, addresses and geography",
,2026-02-19 01:52:30,Other and unspecified,
Şehit Alican Öztürk İmam Hatip Ortaokulu,2026-02-22 20:39:56,Education and training,
,2026-02-19 01:53:40,Other and unspecified,
1983 Beyoğlu Çikolata Kahve,2026-02-27 14:42:54,Food and beverages,
,2026-03-10 21:24:30,Other and unspecified,
Yılmaz İnşaat Otomotiv,2026-03-09 12:29:23,"Manufacturing, industry and equipment",4.2
Kaşmir Halı,2026-02-27 21:18:13,Retail and trade,
Eski Safranbolu Çarşısı,2026-02-26 13:51:52,"Nature, parks and outdoor places",4.9
Safranbolu,2026-02-18 18:38:28,"Landmarks, addresses and geography",
Biksan Sanayi Sitesi,2026-02-27 16:24:38,Government and municipal services,
Kıran Mevkii,2026-02-27 21:08:34,"Landmarks, addresses and geography",
Anıtkabir,2026-03-17 09:42:37,"Nature, parks and outdoor places",5.0
Muğla E Tipi Kapalı Ceza İnfaz Kurumu,2026-03-08 18:25:18,Education and training,0.0
Eskipazar Belediyesi,2026-03-10 08:58:15,Government and municipal services,0.0
Hacettepe Üniversitesi Biyoçeşitlilik Müzesi,2026-03-17 10:58:07,"Nature, parks and outdoor places",5.0
,2026-02-27 00:17:40,Other and unspecified,
Sed,2026-02-26 19:53:36,"Beauty, personal care and wellness",4.3
Anıtkabir,2026-03-17 09:45:01,"Nature, parks and outdoor places",5.0
Karabük,2026-02-18 18:39:47,"Landmarks, addresses and geography",
D&R,2026-03-17 10:39:14,Retail and trade,3.0
Anadolu Otoyolu (İstanbul - Ankara Otoyolu),2026-03-14 20:01:25,"Landmarks, addresses and geography",
,2026-03-08 18:17:02,Other and unspecified,
Dream Gym,2026-02-21 19:56:22,Sports and active recreation,4.9
Yılmaz İnşaat Otomotiv,2026-03-09 12:28:53,"Manufacturing, industry and equipment",4.2
,2026-03-16 20:55:22,Other and unspecified,
Safran Park Avm,2026-02-27 21:19:33,Retail and trade,4.1
"Sadri Artunç Cad., No:86",2026-03-07 14:16:59,Agriculture,
Anadolu Otoyolu (İstanbul - Ankara Otoyolu),2026-03-14 19:58:55,"Landmarks, addresses and geography",
Anadolu Medeniyetleri Müzesi,2026-03-17 10:20:50,"Nature, parks and outdoor places",5.0
Amasya Park AVM,2026-02-16 19:16:10,Retail and trade,3.5
Kapalı Semt Pazarı,2026-02-15 08:42:56,Food and beverages,4.1
Arya Halı Sarayı,2026-02-21 19:27:32,Retail and trade,4.4
Arya Halı Sarayı,2026-02-21 19:28:47,Retail and trade,4.4
Halı Market,2026-02-21 19:25:57,Retail and trade,4.9
Bartın,2026-02-16 17:11:12,"Landmarks, addresses and geography",
,2026-02-16 17:06:10,Other and unspecified,
Alaaddin Cami,2026-03-08 17:44:00,Religion and community organizations,4.7
,2026-03-06 13:34:34,Other and unspecified,
,2026-02-21 08:03:51,Other and unspecified,
,2026-03-16 08:07:51,Other and unspecified,
Karabük Küme Evler,2026-03-14 20:00:02,"Landmarks, addresses and geography",
Anadolu Medeniyetleri Müzesi,2026-03-17 10:25:48,"Nature, parks and outdoor places",5.0
,2026-02-27 21:17:01,Other and unspecified,
Anadolu Medeniyetleri Müzesi,2026-03-17 10:23:06,"Nature, parks and outdoor places",5.0
Hayrettin Kuyumculuk,2026-03-07 04:43:23,Retail and trade,4.5
Karabük Şehirlerarası Otobüs Terminali,2026-03-16 20:55:46,"Landmarks, addresses and geography",1.4
