org_name,time,category,org_rating
Guess,2026-02-27 21:01:20,Retail and trade,5.0
Petrol Ofisi,2026-03-04 23:21:56,"Automotive, motorcycles and vehicles",4.3
"Said Nursi Cad., No:4",2026-02-22 16:06:03,Agriculture,
Tekerek Mah.,2026-02-28 06:36:03,Government and municipal services,
Adana Karataş Sahili,2026-03-03 07:08:32,"Nature, parks and outdoor places",
,2026-03-05 21:57:44,Other and unspecified,
Necip Fazıl Kısakürek Kültür Merkezi,2026-03-05 18:44:07,"Culture, arts and entertainment",4.3
Şimşek Eczanesi,2026-02-24 11:38:51,Healthcare and medical services,4.8
Öz Kır Plas. & Züc. Toptan Satış Mağazası,2026-03-12 05:44:42,Retail and trade,
,2026-02-15 07:40:17,Other and unspecified,
Küçüktatlar Deniz Feneri Ortaokulu,2026-02-26 08:22:44,Education and training,
Hacı Özbek Cami,2026-02-18 16:14:53,Religion and community organizations,4.7
Çakmak Prefabrik,2026-02-16 17:58:39,"Construction, renovation and interior",3.1
Malatya,2026-03-14 12:50:38,"Landmarks, addresses and geography",
Kahramanmaraş Kalesi,2026-03-15 19:17:27,"Nature, parks and outdoor places",4.3
,2026-03-05 21:48:11,Other and unspecified,
Pazarcık,2026-03-13 14:43:34,"Landmarks, addresses and geography",
Kahramanmaraş,2026-03-09 10:34:33,"Landmarks, addresses and geography",
VakıfBank,2026-03-17 10:22:32,Agriculture,2.1
Boğazkale,2026-02-21 14:39:50,"Landmarks, addresses and geography",
Kahramanmaraş,2026-03-03 08:24:07,"Landmarks, addresses and geography",
Louvre Müzesi,2026-03-06 01:40:53,"Nature, parks and outdoor places",5.0
Hacı Milcan Et Lokantasi,2026-03-09 15:02:49,Food and beverages,4.7
Büyüknacar Merkez Mah.,2026-03-05 08:20:20,Government and municipal services,
Dumlupınar Şehit Haşim Yenigül İlkokulu,2026-02-16 09:42:46,Education and training,0.0
Dulkadiroğlu,2026-03-09 10:02:04,"Nature, parks and outdoor places",
Tuğba,2026-03-11 09:25:25,Retail and trade,
Mualla Premıum Chocalate,2026-03-08 08:28:25,Food and beverages,5.0
,2026-03-01 05:28:22,Other and unspecified,
Kahramanmaraş devlet hastanesi,2026-03-12 23:41:05,Healthcare and medical services,3.2
Çıldır Gölü,2026-03-09 23:12:10,"Utilities, security and maintenance services",
Foto Zen,2026-03-17 19:20:42,"Utilities, security and maintenance services",
Şehit Ahmet Gülbahar Ortaokulu,2026-03-11 21:52:11,Education and training,
Bada Sahil Plajı,2026-03-04 01:16:51,"Nature, parks and outdoor places",0.0
Kepçe Kamyon,2026-02-19 00:30:38,"Construction, renovation and interior",
Sena Park Plastik,2026-03-07 09:23:26,"Manufacturing, industry and equipment",4.5
Ramazan Göçer Hair Artist,2026-03-15 06:48:44,"Beauty, personal care and wellness",
Niğde Hsn Otomotiv - Volkswagen Servis,2026-02-23 09:45:46,"Automotive, motorcycles and vehicles",5.0
Kahramanmaraş Vergi Dairesi Başkanlığı Aksu Vergi Dairesi Müdürlüğü,2026-03-10 11:21:04,Government and municipal services,
Kahramanmaraş Büyükşehir Belediyesi,2026-03-10 21:24:13,Government and municipal services,0.0
Elektron,2026-03-13 18:28:32,"Manufacturing, industry and equipment",4.8
,2026-03-10 21:12:02,Other and unspecified,
Kipaş Tekstil,2026-03-11 23:18:20,"Manufacturing, industry and equipment",4.2
Yıldız Kırtasiye,2026-03-01 05:27:36,"Nature, parks and outdoor places",
Martı Kitapevi Kırtasiye,2026-03-08 09:01:22,"Nature, parks and outdoor places",4.3
CoffeeMan,2026-02-22 00:43:21,Food and beverages,5.0
Metrofis Kırtasiye,2026-03-01 05:28:17,"Nature, parks and outdoor places",4.4
,2026-03-10 21:14:17,Other and unspecified,
Malik Ejder İmam Hatip Ortaokulu,2026-02-14 23:10:02,Education and training,
Pazarcık,2026-02-16 15:10:43,"Landmarks, addresses and geography",
Smetana,2026-02-22 00:44:56,Food and beverages,4.8
Aselplast Ambalaj ve Tekstil Ürünleri San,2026-03-07 09:28:35,"Manufacturing, industry and equipment",
Adıyaman Müzesi,2026-02-15 13:57:20,"Nature, parks and outdoor places",2.7
Haca Motors,2026-03-09 10:27:12,"Automotive, motorcycles and vehicles",3.8
Kahramanmaraş Vergi dairesi,2026-03-10 11:19:38,Real estate and business properties,0.0
Gazi Paşa Mah.,2026-02-21 14:36:07,Government and municipal services,
Sütçü İmam Üniversitesi,2026-03-16 17:08:42,Education and training,4.2
Alaybeyoğlu 1972 Restaurant,2026-02-14 06:23:21,Food and beverages,2.5
Derekışla Mah. (Derekışla Köyü),2026-03-13 18:29:26,"Landmarks, addresses and geography",
,2026-03-11 15:20:25,Other and unspecified,
Ceyhan Köprüsü,2026-03-07 09:26:42,"Landmarks, addresses and geography",
Yahya Kemal İlkokulu,2026-02-14 23:08:58,Education and training,0.0
İlmeçler Hafriyat,2026-02-19 00:34:22,"Construction, renovation and interior",
"Atatürk Cad., No:192",2026-02-21 13:55:14,Agriculture,
"Kuddusi Baba Blv., No:111A",2026-03-05 21:38:58,Agriculture,
,2026-02-23 08:56:25,Other and unspecified,
Kümbet Mah.,2026-03-09 10:03:00,Government and municipal services,
,2026-02-14 04:31:21,Other and unspecified,
Beni Yıka Oto Kuaförü,2026-02-21 12:58:13,"Automotive, motorcycles and vehicles",5.0
,2026-03-02 15:42:27,Other and unspecified,
Elit Body Fitness,2026-03-14 04:57:21,Sports and active recreation,4.9
Bulutoğlu Mah.,2026-03-03 08:14:37,Government and municipal services,
12 Şubat Mah.,2026-02-27 17:34:24,Government and municipal services,
Otoshops Alj Kartal,2026-02-21 18:37:36,"Automotive, motorcycles and vehicles",4.4
Kayseri,2026-02-27 01:44:15,"Landmarks, addresses and geography",
Orman İşletmesi Çınar Lojmanları,2026-02-28 00:35:03,Government and municipal services,
Ar-Te Gayrimenkul,2026-03-13 07:26:13,Real estate and business properties,
Muzipo Kids Niğde,2026-02-21 12:26:38,Sports and active recreation,4.3
Kapalı çarşı ve taşhan derneği - Katad,2026-02-15 13:56:09,"Nature, parks and outdoor places",
Saat Kulesi,2026-02-24 16:24:28,Transportation and logistics,
Ütopya Grup Li̇mi̇ted Şi̇rketi̇,2026-03-10 08:41:31,"Utilities, security and maintenance services",
Model House Bayan Kuaförü,2026-03-15 06:48:58,"Beauty, personal care and wellness",4.6
Efendioğlu Kebap ve Sucukları,2026-03-07 09:27:56,Food and beverages,4.2
Mans,2026-03-12 05:44:02,"Manufacturing, industry and equipment",4.4
Cecconi's,2026-03-02 19:10:40,Food and beverages,4.3
Ulu Cami,2026-02-15 16:09:08,Religion and community organizations,5.0
İncirli Mah.,2026-02-27 20:59:48,Government and municipal services,
Mezhdunarodnaya shkola tvorchestva Tatyany Sham Sotvori sebya,2026-03-15 20:26:14,Education and training,4.3
,2026-03-17 13:06:57,Other and unspecified,
Hunat 1,2026-03-01 05:29:03,Transportation and logistics,
Karaköy İskelesi,2026-03-10 15:42:39,Transportation and logistics,4.8
Saat ve Saat,2026-02-27 21:02:44,"Manufacturing, industry and equipment",
Mualla Premıum Chocalate,2026-03-10 22:55:12,Food and beverages,5.0
Elbistan Saray Halı Yıkama ve Temizlik,2026-02-16 19:05:04,"Utilities, security and maintenance services",
Pamukkale Travertenleri,2026-03-04 23:02:27,"Nature, parks and outdoor places",4.7
Royal Sky,2026-03-16 23:36:42,"Nature, parks and outdoor places",1.7
Battalhöyük Cami,2026-02-26 11:09:03,Religion and community organizations,4.6
Yunanistan,2026-02-24 06:58:11,Agriculture,
TOKİ Uşak Konutları,2026-03-14 05:35:19,Government and municipal services,
İran Klinikası,2026-03-02 19:08:39,Healthcare and medical services,4.2
Yaşam Park Niğde,2026-03-08 14:05:30,Retail and trade,2.4
Ali Sami Yen Spor Kompleksi Rams Park,2026-03-08 08:16:09,Sports and active recreation,4.9
Ziraat Bankası,2026-02-28 13:16:32,Agriculture,3.4
"Şeyh Adil Cad., No:40",2026-03-13 18:23:54,Agriculture,
Zen Garage,2026-03-03 08:18:17,"Automotive, motorcycles and vehicles",
Kemalbey İnşaat Emlak,2026-02-28 06:37:28,"Construction, renovation and interior",
,2026-03-05 21:55:07,Other and unspecified,
Casper-yakup Bilgisayar,2026-03-02 15:40:28,Retail and trade,
Kelkit,2026-02-16 15:46:58,"Landmarks, addresses and geography",
Seyr-i Merdin Cafe & Restaurant,2026-02-17 08:20:00,Food and beverages,4.3
Özsalaş Kebap,2026-03-03 05:25:53,Food and beverages,4.7
Gaziantep,2026-02-20 16:52:15,"Landmarks, addresses and geography",
,2026-03-17 17:14:10,Other and unspecified,
,2026-03-14 11:33:32,Other and unspecified,
Anayurt Caddesi,2026-02-27 11:15:41,Transportation and logistics,
Hacettepe Eczanesi,2026-03-01 18:18:43,Healthcare and medical services,4.0
"Hasan Basri Karslıoğlu Sok., No:19",2026-02-22 02:37:56,"Landmarks, addresses and geography",
Gerger Belediyesi,2026-03-07 05:23:38,Government and municipal services,
Eymen Temizlik Halı Yıkama,2026-03-13 18:46:46,"Utilities, security and maintenance services",0.0
Işık Üniversitesi Şile Kampüsü,2026-03-07 16:58:20,Education and training,4.2
Dacia Kemal Tepretoğulları,2026-02-21 18:36:19,"Automotive, motorcycles and vehicles",4.9
,2026-03-08 22:34:06,Other and unspecified,
Sultan Abdülhamid Raylı Sistemler Teknolojisi Mesleki ve Teknik Anadolu Lisesi,2026-03-10 04:35:07,Education and training,0.0
Gerger,2026-03-07 05:21:54,"Landmarks, addresses and geography",
