org_name,time,category,org_rating
Ceylan Karavil Park Alışveriş Merkezi,2026-03-14 08:54:11,Retail and trade,4.3
Bingöl Devlet Hastanesi,2026-03-12 21:15:00,Healthcare and medical services,2.1
Akdeniz Mah.,2026-03-05 14:22:11,Government and municipal services,
Meşhur Tavaci Recep Usta,2026-02-24 12:31:26,Food and beverages,4.3
,2026-03-14 08:58:57,Other and unspecified,
Konaklı Köyü,2026-02-20 19:31:46,Government and municipal services,
,2026-02-28 10:13:40,Other and unspecified,
,2026-03-13 01:42:17,Other and unspecified,
Boyner,2026-03-14 08:55:46,Retail and trade,
Mavi,2026-03-14 08:57:19,Retail and trade,3.5
Forum Diyarbakır Alışveriş Merkezi,2026-03-14 08:50:44,Retail and trade,4.3
ANKAmall,2026-03-14 09:00:47,Retail and trade,4.3
Gomou,2026-03-06 18:19:34,"Landmarks, addresses and geography",
Pobeda,2026-03-06 18:43:30,Real estate and business properties,4.8
Vadi 12 oto yıkama,2026-02-26 18:53:44,"Automotive, motorcycles and vehicles",
Göle,2026-03-12 19:52:32,"Landmarks, addresses and geography",
Forum Diyarbakır Alışveriş Merkezi,2026-03-14 08:55:19,Retail and trade,4.3
Yakutiye Medresesi,2026-03-08 08:49:10,"Nature, parks and outdoor places",4.7
ANKAmall,2026-03-14 09:01:11,Retail and trade,4.3
Mesleki Eğitim Merkezi,2026-03-05 10:56:33,Education and training,
ANKAmall,2026-03-14 09:00:04,Retail and trade,4.3
,2026-03-13 21:20:04,Other and unspecified,
Elazığ,2026-03-15 08:40:28,"Landmarks, addresses and geography",
Bangkok,2026-02-20 19:28:50,"Landmarks, addresses and geography",
Migros,2026-03-15 11:53:19,Food and beverages,3.9
ANKAmall,2026-03-14 09:00:21,Retail and trade,4.3
,2026-02-13 23:25:48,Other and unspecified,
,2026-03-14 08:59:44,Other and unspecified,
Bingöl Güncel TV,2026-03-14 16:59:44,"Culture, arts and entertainment",
Taha Kırtasiye,2026-02-27 11:14:51,"Nature, parks and outdoor places",4.3
Evin Restaurant,2026-02-19 15:35:25,Food and beverages,4.1
Bingöl,2026-02-13 21:34:13,"Landmarks, addresses and geography",
Havaş,2026-02-14 06:42:32,Transportation and logistics,3.7
Dönerci Hacı Baba,2026-02-20 17:55:03,Food and beverages,4.3
,2026-03-09 20:46:35,Other and unspecified,
Hatemoğlu Ceylan Karavil Park Avm,2026-03-14 08:59:28,Retail and trade,5.0
Ecrou,2026-03-14 08:56:54,Retail and trade,
Hatay Havalimanı,2026-02-14 06:41:25,"Nature, parks and outdoor places",4.1
Gökkuşağı Düğün ve Konferans Salonu,2026-02-27 18:59:10,"Construction, renovation and interior",3.0
Dürüm Cix,2026-02-20 17:55:32,Food and beverages,5.0
Bingöl Emniyet Müdürlüğü,2026-03-13 10:21:11,"Landmarks, addresses and geography",
Hamidoğlu Emlak ve İnşaat,2026-03-05 14:20:52,Real estate and business properties,5.0
Deniz Mah.,2026-03-05 14:24:51,Government and municipal services,
Harun Çay Evi,2026-02-19 15:36:34,Sports and active recreation,
Barman Kırtasiye,2026-02-27 11:11:13,"Nature, parks and outdoor places",3.9
,2026-02-15 12:40:13,Other and unspecified,
Dünya Fast Food Döner,2026-02-20 17:56:22,Food and beverages,
MNG Alışveriş ve Yaşam Merkezi,2026-02-14 20:51:29,Retail and trade,4.3
Güreltur Gürelbilet Gürel tur,2026-02-14 06:39:53,"Tourism, lodging and travel",4.0
Always 2001,2026-02-13 22:47:10,Food and beverages,4.0
Diego Garcia Atoll,2026-03-05 11:57:32,Other and unspecified,
Laleli Semti,2026-02-17 09:44:02,Other and unspecified,
Yason Kilisesi,2026-02-18 11:00:17,"Nature, parks and outdoor places",4.7
Erzurum Evleri Restaurant,2026-02-14 10:32:34,Food and beverages,4.4
Hancı Restaurant,2026-02-20 17:54:38,Food and beverages,3.8
Mb Azure Resort,2026-03-05 14:21:20,"Construction, renovation and interior",4.1
,2026-03-05 23:12:59,Other and unspecified,
Erzurum Evleri Restaurant,2026-02-24 13:22:27,Food and beverages,4.4
Sancaklı Konak-Dereygazan Mah.,2026-03-13 16:57:40,Government and municipal services,
Malatya Medine Turizm,2026-02-19 10:00:23,Transportation and logistics,0.0
Erzurum,2026-02-14 13:54:30,"Landmarks, addresses and geography",
Boyner,2026-03-14 08:56:18,Retail and trade,2.0
