org_name,time,category,org_rating
Özel Başkale Seçkin Sürücü Kursu,2026-02-15 10:34:03,"Automotive, motorcycles and vehicles",
Hatay,2026-02-24 04:47:50,"Nature, parks and outdoor places",0.0
Red Square,2026-03-01 20:21:00,"Nature, parks and outdoor places",5.0
,2026-02-18 15:10:14,Other and unspecified,
Xistore,2026-03-10 17:53:50,"IT, telecommunications and electronics",4.8
Rexcate Güzellik Ve Bakım Salonu,2026-03-09 01:54:35,"Beauty, personal care and wellness",
Öztaşdemir Otomotiv,2026-02-18 19:36:24,"Automotive, motorcycles and vehicles",2.8
Avis Van,2026-03-03 07:18:07,"Automotive, motorcycles and vehicles",4.2
Erbil Kalesi,2026-03-11 16:58:28,"Nature, parks and outdoor places",4.1
832/1 Polis Lojmanları Küme Evler,2026-03-01 18:03:55,"Landmarks, addresses and geography",
Adana Şehir Eğitim ve Araştırma Hastanesi,2026-02-21 04:06:13,Healthcare and medical services,3.2
Yüksekova Anadolu kitap ve kırtasiye,2026-03-10 16:52:46,"Nature, parks and outdoor places",4.7
Tarihi Uşak Evleri,2026-03-14 03:11:48,"Nature, parks and outdoor places",4.4
Hatay,2026-02-24 04:47:34,"Landmarks, addresses and geography",
Çeyza Avm,2026-02-22 18:53:22,Retail and trade,3.2
Beko,2026-03-08 07:35:40,Retail and trade,
Dizayn Oto Aksesuar Bitlis,2026-02-27 13:23:01,"Automotive, motorcycles and vehicles",4.7
Aksu Kırtasiye,2026-02-18 12:50:27,"Nature, parks and outdoor places",
Van Astsubay Ordu Evi,2026-02-21 04:08:32,Food and beverages,0.0
Diyarbakır Surları,2026-03-10 12:59:52,"Nature, parks and outdoor places",4.8
Antalya Şehirlerarası Otobüs Terminali,2026-02-22 20:57:11,"Landmarks, addresses and geography",3.9
Van Esnaf ve Sanatkarlar Odaları Birliği,2026-03-05 16:12:54,Government and municipal services,0.0
Nurevsan Turizm,2026-02-21 05:28:51,"Tourism, lodging and travel",
Hz. Veysel Karani Türbesi,2026-03-01 02:37:34,"Nature, parks and outdoor places",4.9
KumçatıTahin,2026-03-04 03:22:14,Food and beverages,
Berkay Döner - Yalçın Usta,2026-02-15 11:12:29,Food and beverages,
Akgün Eczanesi,2026-02-14 14:28:44,Healthcare and medical services,4.7
Çınaraltı Künefe Yusuf Usta'nın Yeri,2026-02-14 21:49:33,"Manufacturing, industry and equipment",
Taşköprü,2026-02-20 19:47:58,"Landmarks, addresses and geography",
Derya Kebap Salonu,2026-03-03 15:38:28,Food and beverages,3.9
Konya,2026-02-15 14:31:20,"Landmarks, addresses and geography",
Büyük Selimiye Cami,2026-03-08 17:55:41,Religion and community organizations,5.0
Gaziantep Büyükşehir Belediyesi Hayvanat Bahçesi,2026-03-11 02:09:35,"Nature, parks and outdoor places",4.3
Ван,2026-03-05 12:53:59,Food and beverages,4.3
Çeyza Avm,2026-02-22 18:52:22,Retail and trade,3.2
Karamel Bayan Kuaförü,2026-03-08 13:52:03,"Beauty, personal care and wellness",4.1
Avis Van,2026-03-11 17:10:58,"Automotive, motorcycles and vehicles",4.2
Kot Shredingera,2026-03-01 19:55:17,Food and beverages,5.0
Lamax Oto,2026-02-14 19:23:04,"Automotive, motorcycles and vehicles",4.2
Vangölü Turizm,2026-03-15 16:38:11,"Tourism, lodging and travel",3.7
Özel Sada Hastanesi,2026-03-15 15:54:26,Healthcare and medical services,4.5
Kasapoğlu Alısveris Merkezi,2026-02-28 15:52:44,Retail and trade,4.0
Erciş,2026-03-09 15:09:54,"Landmarks, addresses and geography",
05522634010 Rengarenk Halı Yıkama Van,2026-03-11 19:25:17,"Utilities, security and maintenance services",4.3
Payköy Mah.,2026-03-03 13:41:57,Government and municipal services,
Erzurum,2026-02-17 18:55:15,"Landmarks, addresses and geography",
Toki Anadolu Lisesi,2026-03-04 05:12:12,Agriculture,
Van M Tipi Kapalı Cezaevi,2026-03-03 08:45:04,Education and training,
Ertaşlar Otomotiv,2026-02-18 19:37:12,"Automotive, motorcycles and vehicles",3.8
Sakarya Büyükşehir Terminali,2026-03-01 22:39:01,"Landmarks, addresses and geography",4.0
Tarsus Şehit Halil Özdemir Fen Lisesi,2026-02-26 06:31:04,Education and training,0.0
Toki Anadolu Lisesi,2026-03-04 05:12:44,Agriculture,
Sirin atolye,2026-03-01 18:20:25,Religion and community organizations,
Armada Güzellik Salonu,2026-02-28 11:23:06,"Beauty, personal care and wellness",4.9
Şile Devlet Hastanesi,2026-03-15 15:56:41,Healthcare and medical services,2.3
Şişli Camii,2026-02-23 03:11:00,Religion and community organizations,4.7
Moskova Kremlini,2026-03-01 19:39:29,"Nature, parks and outdoor places",5.0
Tuanan Kafe Okey,2026-02-28 18:17:20,Food and beverages,
Hacıoğlu Mevlana Kebap Salonu,2026-03-13 11:00:48,Food and beverages,3.9
Bim,2026-02-27 17:24:44,Food and beverages,
,2026-03-15 15:55:11,Other and unspecified,
CGFactory,2026-03-14 01:11:21,"Culture, arts and entertainment",4.4
Sıhke Cad.,2026-03-02 07:11:22,"Landmarks, addresses and geography",
Celsac Metal,2026-03-12 18:54:15,"Manufacturing, industry and equipment",
Protem Temizlik ve Endüstriyel Ekipmanlar Van,2026-03-07 14:15:09,"Manufacturing, industry and equipment",
Hüsrevpaşa İlkokulu,2026-02-26 16:08:19,Education and training,0.0
İshak Paşa Sarayı,2026-03-08 17:56:25,"Nature, parks and outdoor places",5.0
Seyyah Oto Yıkama,2026-03-07 11:36:59,"Automotive, motorcycles and vehicles",
Tuşba Türkiye Odalar Ve Borsalar Birliği Fen Lisesi,2026-02-28 18:29:03,Agriculture,
Tatvan,2026-02-15 20:30:10,"Landmarks, addresses and geography",
İpekyol,2026-03-08 10:35:59,Retail and trade,
Yüksekova Anadolu kitap ve kırtasiye,2026-02-26 14:47:21,"Nature, parks and outdoor places",4.7
Navşar Lokantası,2026-02-24 19:11:28,Food and beverages,4.0
Van Eğitim ve Araştırma Hastanesi,2026-02-28 09:20:21,Healthcare and medical services,1.6
Düzce Belediyesi Ek Hizmet Binası Konuralp,2026-03-14 05:16:50,Government and municipal services,0.0
Antalya Arkeoloji Müzesi,2026-03-11 02:12:06,"Nature, parks and outdoor places",5.0
LastikPark,2026-03-04 20:55:39,"Automotive, motorcycles and vehicles",
Troia Antik Kenti,2026-02-20 19:46:25,"Nature, parks and outdoor places",4.4
Güvercinada Kalesi,2026-02-20 19:46:49,"Nature, parks and outdoor places",4.7
Sürmeli 2. Sok.,2026-03-05 16:15:29,"Landmarks, addresses and geography",
Tulmaç Ticaret,2026-03-17 07:13:35,Food and beverages,
,2026-03-09 18:45:49,Other and unspecified,
Beko,2026-03-07 13:01:46,Retail and trade,
Prefabrik Yapı,2026-02-26 21:14:23,"Construction, renovation and interior",
Şehri-Van Kebap Döner İskender,2026-02-22 11:34:02,Food and beverages,4.1
