org_name,time,category,org_rating
Ankara - Niğde Otoyolu,2026-02-20 10:13:18,"Landmarks, addresses and geography",
Özel Gülağaç Mert Sürücü Kursu,2026-03-07 13:38:59,"Automotive, motorcycles and vehicles",
Panorama Camping,2026-03-11 07:23:49,"Nature, parks and outdoor places",4.9
Terzi Çağrı,2026-02-23 11:50:25,Finance and professional services,5.0
Selim yediemin oto kurtarma oto park hizmetleri,2026-03-15 11:24:23,"Utilities, security and maintenance services",
,2026-03-08 19:22:01,Other and unspecified,
Stradivarius,2026-03-08 10:06:18,Retail and trade,3.5
Nevşehir Otogarı,2026-02-28 22:37:03,"Landmarks, addresses and geography",4.1
Göreme Döner,2026-02-21 09:58:18,Food and beverages,4.4
Nora City Alışveriş Merkezi,2026-03-08 10:04:25,Retail and trade,3.9
Kapadokya Kibele Cafe Restaurant,2026-03-03 23:57:03,Food and beverages,4.7
Ankara 21. İcra Müdürlüğü,2026-03-17 12:20:29,Government and municipal services,
Nevşehir Otogarı,2026-03-07 05:56:28,"Landmarks, addresses and geography",4.1
Rahibeler ve Rahipler Manastırı,2026-02-14 17:28:08,"Nature, parks and outdoor places",4.3
Kayseri Bilim Merkezi,2026-03-17 19:29:22,"Manufacturing, industry and equipment",0.0
Yaşam Park Niğde,2026-03-08 13:45:05,Retail and trade,2.4
Ankara,2026-03-14 09:02:39,"Landmarks, addresses and geography",
Nevşehir İl Halk Kütüphanesi,2026-03-04 22:29:02,Government and municipal services,2.5
,2026-03-13 12:56:42,Other and unspecified,
Diyarbakır,2026-03-03 20:24:27,"Landmarks, addresses and geography",
İzmir,2026-03-08 17:16:14,"Landmarks, addresses and geography",
Insider Travel Göreme,2026-03-10 11:54:29,"Nature, parks and outdoor places",4.2
Revithia,2026-03-07 06:26:53,Food and beverages,5.0
Aravan Evi Restaurant,2026-03-07 06:24:57,Food and beverages,4.7
,2026-02-14 18:59:47,Other and unspecified,
Çiçekçilik,2026-03-17 14:39:27,"Nature, parks and outdoor places",
Duckstar's,2026-02-15 17:17:44,Religion and community organizations,4.9
Nevşehir İl Halk Kütüphanesi,2026-02-21 08:15:14,Government and municipal services,2.5
Şefaatli,2026-03-15 16:01:56,"Landmarks, addresses and geography",
Somuncu Baba,2026-02-23 16:20:51,Food and beverages,4.1
Konya Büyükşehir Belediyesi Şehirlerarası Otobüs Terminali,2026-03-06 07:53:42,"Landmarks, addresses and geography",4.2
Zara,2026-03-08 10:05:45,Retail and trade,1.3
Nevşehir İl Halk Kütüphanesi,2026-02-21 08:28:36,Government and municipal services,2.5
Nevşehir İl Halk Kütüphanesi,2026-02-21 08:16:46,Government and municipal services,2.5
Çiçekçilik,2026-03-17 14:37:54,"Nature, parks and outdoor places",
,2026-02-16 00:47:40,Other and unspecified,
Selim yediemin oto kurtarma oto park hizmetleri,2026-03-15 11:23:29,"Utilities, security and maintenance services",
Tasarım Çömlek Atölyesi & Design Pottery Workshop,2026-03-04 22:28:08,"Construction, renovation and interior",5.0
Aksaray Merkez ,2026-03-07 13:38:12,"Nature, parks and outdoor places",
Türkiye Cumhuriyeti Devlet Demiryolları,2026-03-05 21:23:38,"Nature, parks and outdoor places",0.0
Beşsa Aktaş Tarım Çiftliği,2026-02-17 15:00:06,Agriculture,
Ayvalı Köyü,2026-03-07 06:25:53,"Landmarks, addresses and geography",
LC Waikiki Türkiye,2026-03-15 16:02:24,Retail and trade,4.4
Zara,2026-03-08 10:07:27,Retail and trade,1.3
Zara,2026-03-08 10:06:31,Retail and trade,
Kadirli Adliye Sarayı,2026-03-02 04:13:29,Government and municipal services,0.0
Nev Mekan Cafe Restaurant Kütüphane,2026-02-28 21:25:18,Food and beverages,4.0
Revithia,2026-03-07 06:26:32,Food and beverages,5.0
Istanbul Kır Pidesi,2026-02-21 08:30:18,Food and beverages,5.0
,2026-03-04 17:11:05,Other and unspecified,
Star Rent A Car,2026-02-15 20:58:16,Transportation and logistics,4.9
Şok,2026-03-05 13:22:09,Food and beverages,3.9
Beşsa Aktaş Tarım Çiftliği,2026-02-17 15:00:32,Agriculture,
Nevşehir İl Halk Kütüphanesi,2026-02-21 08:15:53,Government and municipal services,2.5
Oto Altun Yedek Parça,2026-03-16 20:33:09,"Automotive, motorcycles and vehicles",4.5
Panorama Camping,2026-03-11 07:22:49,"Nature, parks and outdoor places",4.9
Lale Saray Restaurant,2026-02-28 22:24:25,Food and beverages,4.0
Öz Altınoluk Pide Lahmacun,2026-02-15 20:56:45,Food and beverages,4.0
Pizza 7,2026-02-20 06:18:28,Food and beverages,4.6
Maçan Otogaz,2026-02-17 20:15:40,"Utilities, security and maintenance services",5.0
