org_name,time,category,org_rating
,2026-03-01 16:49:34,Other and unspecified,
Ankara Yıldırım Beyazıt Üniversitesi Çubuk Yerleşkesi,2026-03-01 16:56:40,Education and training,3.8
Kahtaport Alışveriş Merkezi,2026-03-05 02:39:49,Retail and trade,3.9
Salon Ayna,2026-03-12 16:45:16,"Beauty, personal care and wellness",4.2
Eruh,2026-03-15 21:23:20,"Landmarks, addresses and geography",
Yani,2026-03-05 02:40:36,"Tourism, lodging and travel",4.7
,2026-03-06 10:09:20,Other and unspecified,
Kizildağ Motor,2026-02-17 21:07:34,"Automotive, motorcycles and vehicles",4.3
Okay Market,2026-03-17 03:14:11,Food and beverages,4.2
8. Sok.,2026-03-09 17:41:21,"Landmarks, addresses and geography",
Gito Yaylası,2026-03-17 18:43:40,"Landmarks, addresses and geography",
Adıgüzel ticaret,2026-03-17 09:35:34,Retail and trade,
Joy joy,2026-03-08 12:04:37,"Nature, parks and outdoor places",4.4
Kurtalan,2026-03-10 22:46:07,"Landmarks, addresses and geography",
GaziPaşa Star Hotel & Apart,2026-03-09 00:19:48,"Tourism, lodging and travel",4.1
Afetevleri Mahalle Muhtarlığı,2026-03-07 18:45:49,Religion and community organizations,
Mualla,2026-03-07 07:13:09,Food and beverages,4.4
Rahmi M. Koç Müzesi,2026-03-06 23:07:18,"Nature, parks and outdoor places",5.0
Adıyaman Tatlı Salonu,2026-03-07 07:18:50,"Manufacturing, industry and equipment",4.8
Ankara Yıldırım Beyazıt Üniversitesi Çubuk Yerleşkesi,2026-03-01 16:55:47,Education and training,3.8
Yediiklim Kpss Kursu Kpss Öabt Dgs Memurluk,2026-02-14 12:53:32,Education and training,4.0
Ege Bar,2026-03-10 22:05:55,Food and beverages,
Göbeklitepe,2026-02-15 18:09:11,"Construction, renovation and interior",4.9
Adıyaman Tatlı Salonu,2026-03-07 07:17:58,"Manufacturing, industry and equipment",4.8
Yayıklı Köyü,2026-02-28 06:43:12,"Landmarks, addresses and geography",
Aksa Cami,2026-02-14 13:51:55,Religion and community organizations,
Hz. Veysel Karani Türbesi,2026-02-15 20:41:33,"Nature, parks and outdoor places",4.9
Adıyaman Sofrası,2026-02-14 01:22:57,Food and beverages,4.9
,2026-02-22 15:43:30,Other and unspecified,
Siirt,2026-03-16 12:44:05,"Landmarks, addresses and geography",
Adıyaman Merkez,2026-02-28 06:50:57,"Nature, parks and outdoor places",
Kurtalan,2026-02-28 06:40:21,"Landmarks, addresses and geography",
Yeşilçam Kahve Evi İbrahimli,2026-03-07 07:17:23,Food and beverages,4.3
Hz. Veysel Karani Türbesi,2026-02-19 13:44:29,"Nature, parks and outdoor places",4.9
Kurtalan,2026-03-10 22:47:56,"Landmarks, addresses and geography",
Mısır Çarşısı,2026-02-15 17:08:08,Retail and trade,4.5
Şeyh Müşerref Türbesi,2026-03-07 10:03:46,"Nature, parks and outdoor places",4.7
Nallıhan,2026-03-13 13:34:33,"Landmarks, addresses and geography",
Yayıklı Köyü,2026-02-28 06:48:18,"Landmarks, addresses and geography",
Lion Garage,2026-03-05 22:15:16,"Automotive, motorcycles and vehicles",
Derveze Gaz Krateri,2026-03-11 20:21:08,"Nature, parks and outdoor places",4.9
Ahlat,2026-03-03 17:49:34,"Landmarks, addresses and geography",
Siirt Saat Kulesi,2026-03-07 10:04:24,"Nature, parks and outdoor places",4.3
