org_name,time,category,org_rating
Tekno AS Teknoloji,2026-03-05 19:40:46,"Utilities, security and maintenance services",5.0
Tiga Hair Artist Lara,2026-02-21 16:35:38,Retail and trade,5.0
Öztürkler Kuyumculuk,2026-03-02 19:02:04,Retail and trade,4.4
Özel İstanbul Medipol Hastanesi Koşuyolu,2026-03-06 10:04:32,Healthcare and medical services,3.3
Başköy Köyü,2026-03-12 23:10:43,"Landmarks, addresses and geography",
194. Sok.,2026-02-14 20:16:52,"Landmarks, addresses and geography",
,2026-03-08 10:37:26,Other and unspecified,
Summer Park Business Center B Blok,2026-02-26 19:03:53,Real estate and business properties,4.2
Timeless,2026-03-12 22:46:38,Food and beverages,5.0
Sönmez Kitap & Kırtasiye,2026-02-18 18:22:43,"Nature, parks and outdoor places",4.2
Antalya,2026-03-17 14:14:40,"Landmarks, addresses and geography",
Tekin Kitap & Kırtasiye,2026-02-16 15:15:32,"Nature, parks and outdoor places",4.9
"Köseler Sok., No:80",2026-02-21 08:09:02,Agriculture,
Kardeşler Balıkçılık,2026-02-21 11:50:05,Food and beverages,
Muğla Sıtkı Koçman Üniversitesi,2026-03-15 10:41:26,Education and training,4.4
Konya Eğitim Ve Araştırma Hastanesi,2026-02-16 07:40:54,Healthcare and medical services,
,2026-03-10 16:39:01,Other and unspecified,
Tosmur Steak House,2026-03-10 13:57:45,Food and beverages,4.8
Akbaş Mah.,2026-02-22 21:12:59,Government and municipal services,
H&M,2026-03-17 16:55:47,Retail and trade,4.2
,2026-03-13 12:38:39,Other and unspecified,
Akdeniz University Finike Vocational School,2026-02-15 14:17:43,"Manufacturing, industry and equipment",0.0
Hakan karcı,2026-02-28 12:09:31,Retail and trade,
Enver Geçgel Kemer otobüs garajı 18 numaralı yazıhane,2026-03-15 12:49:56,Transportation and logistics,
Deniz Simit Fırını,2026-02-15 19:42:45,Food and beverages,3.7
Uzunburun Mah.,2026-02-27 19:25:21,Government and municipal services,
Ziyabey Yazma Eser Kütüphanesi,2026-02-22 11:55:14,Government and municipal services,4.5
Kleopatra Koyu (Cennet Koyu),2026-03-01 13:14:54,"Utilities, security and maintenance services",
,2026-03-15 17:45:07,Other and unspecified,
Opet,2026-03-05 19:00:38,"Automotive, motorcycles and vehicles",4.3
Starbucks,2026-03-06 07:43:34,Food and beverages,2.3
Pavilion № 26 Moscow Transport Museum,2026-02-21 13:30:23,"Construction, renovation and interior",4.4
Nişantaş Mah.,2026-02-16 07:48:06,Government and municipal services,
İzmit,2026-02-22 13:26:20,"Nature, parks and outdoor places",
Isparta Sütçüler Çandır Aile Sağlığı Merkezi,2026-02-19 14:49:49,"Beauty, personal care and wellness",
Özkaymak,2026-02-14 23:51:56,Transportation and logistics,
Feyza Baklavaları,2026-03-07 10:26:22,Food and beverages,
Astana-Karağandı Karayolu,2026-02-28 17:57:05,"Landmarks, addresses and geography",
Tasarım Çömlek Atölyesi & Design Pottery Workshop,2026-03-05 23:23:53,"Construction, renovation and interior",5.0
İshak Paşa Sarayı,2026-03-04 16:18:48,"Nature, parks and outdoor places",5.0
Ankara Bronz Alaşımları,2026-03-15 19:22:10,"Manufacturing, industry and equipment",4.0
Tol Tahin Değirmeni,2026-03-12 09:33:54,Retail and trade,4.9
Apple Store,2026-02-21 18:34:04,"IT, telecommunications and electronics",4.4
,2026-03-07 14:10:00,Other and unspecified,
Karataş Çiftliği,2026-03-02 17:14:08,Agriculture,
Meram Çıtır Simit,2026-02-16 07:43:22,Food and beverages,
Köprülü Kanyon Milli Parkı,2026-02-14 16:32:01,"Culture, arts and entertainment",5.0
Atlantis Kreş Anaokulu ve Gündüz Bakımevi,2026-03-15 19:38:27,"Nature, parks and outdoor places",4.4
1372. Sok.,2026-03-16 18:00:40,"Landmarks, addresses and geography",
Motor Yacht Bodrum - Yacht Rental Bodrum - Yacht Tour Bodrum - Bodrum Yacht Charter - Tekne Turu Bodrum - Bodrum Boat Tour,2026-02-14 08:32:59,"Nature, parks and outdoor places",5.0
Koçoğlu Bridgestone Lastik Antalya Lara,2026-03-06 13:47:08,"Automotive, motorcycles and vehicles",4.9
,2026-03-08 13:38:58,Other and unspecified,
Yılmaz Şiş Kebap,2026-02-19 13:16:41,Food and beverages,5.0
Başkent Üniversitesi Ankara Hastanesi,2026-03-06 10:00:49,Healthcare and medical services,3.7
"vulica M.R. Jafremava, No:19",2026-02-14 09:17:16,Agriculture,
Antalya Kepez Elektrikçi Ve Otomasyon Sistemleri Hascan Mobil Elektrikçi - Acil Elektrik - Varsak Elektrikçi,2026-03-07 21:19:10,"Utilities, security and maintenance services",4.4
Enberi,2026-02-26 19:03:14,Food and beverages,4.8
Olivia Gourmet Restaurant & Cafe Bar,2026-02-22 08:53:03,Food and beverages,4.7
5M Migros,2026-03-14 14:20:29,Retail and trade,4.4
Canpolat Kahvaltı Salonu,2026-03-13 18:26:52,Food and beverages,4.5
"2906. Sok., No:18",2026-03-09 19:26:52,"Landmarks, addresses and geography",
Ermitaj Müzesi,2026-02-15 08:23:48,"Nature, parks and outdoor places",5.0
"Köseler Sok., No:80",2026-02-21 08:08:23,"Landmarks, addresses and geography",
Mall of Antalya,2026-02-14 07:51:48,Retail and trade,4.4
Google,2026-02-28 14:56:33,"IT, telecommunications and electronics",4.4
Tual Mabeyin,2026-02-18 09:58:48,"Construction, renovation and interior",
Kargın Mah.,2026-03-08 23:15:21,"Landmarks, addresses and geography",
Yavuz Akvaryum,2026-02-21 11:50:20,"Beauty, personal care and wellness",4.4
Yeniköy Mah.,2026-02-15 14:54:37,Government and municipal services,
Palace Theatre,2026-02-19 09:49:02,"Culture, arts and entertainment",
Usre Restoran,2026-03-08 23:33:06,Food and beverages,4.5
Çomaklı Mah.,2026-03-14 23:11:04,Government and municipal services,
Pattaya Thai Massage,2026-03-04 13:14:11,"Beauty, personal care and wellness",4.9
Burmalı Mah.,2026-02-20 18:51:30,Government and municipal services,
