org_name,time,category,org_rating
Gaziantep Kalesi,2026-02-19 12:40:27,"Nature, parks and outdoor places",4.6
Ai,2026-02-14 09:11:18,"Tourism, lodging and travel",4.8
Ersoy Ayçelik,2026-03-05 14:00:07,Sports and active recreation,5.0
Tokat Hacamat,2026-03-07 14:25:12,Healthcare and medical services,
Ülker Karaman Fabrikası,2026-03-04 21:57:29,"Manufacturing, industry and equipment",4.3
,2026-02-22 19:19:38,Other and unspecified,
Paris,2026-03-10 15:00:26,"Landmarks, addresses and geography",
Burcu Eczanesi,2026-03-08 17:30:13,Healthcare and medical services,3.1
Афрейм Банный чан,2026-02-24 19:13:36,"Tourism, lodging and travel",4.3
Almus,2026-03-15 09:39:12,"Landmarks, addresses and geography",
,2026-02-24 15:34:59,Other and unspecified,
Halilbey Cami,2026-02-19 09:16:27,Religion and community organizations,4.4
Boyunpınar Köyü,2026-02-26 06:24:03,"Landmarks, addresses and geography",
Söngüt Köyü,2026-02-13 22:43:07,"Landmarks, addresses and geography",
Dik Sok.,2026-02-24 16:08:47,"Landmarks, addresses and geography",
Tokat Dedektör&karadeniz Dedektör,2026-02-26 06:41:00,"IT, telecommunications and electronics",4.2
İnek Alan Yaylası Küme Evler,2026-02-27 21:18:45,"Landmarks, addresses and geography",
Tokat Otogarı,2026-03-17 17:09:03,Transportation and logistics,4.4
İstanbul Üniversitesi Merkez Kampüsü,2026-03-14 16:59:29,Education and training,4.3
Sugarworld Yıldızhan Gıda,2026-03-10 18:46:58,Food and beverages,
Kocacık Köyü,2026-02-26 05:11:47,"Landmarks, addresses and geography",
Akbelen Yaylası,2026-02-26 06:17:29,"Nature, parks and outdoor places",
Sinop Emlak Dünyası,2026-02-24 16:10:07,Real estate and business properties,4.6
İstanbul Adalet Sarayı,2026-03-09 16:16:27,Government and municipal services,0.0
Ayvalık Antikacılar Çarşısı,2026-03-08 20:04:20,Retail and trade,4.3
Дым. pro,2026-03-01 02:57:41,Retail and trade,5.0
Tokat Kalesi,2026-03-06 21:17:57,"Nature, parks and outdoor places",4.3
Kocacık Köyü,2026-02-26 05:12:15,"Landmarks, addresses and geography",
Asmalı Konak Pide & Kebap,2026-03-05 15:55:35,Food and beverages,4.0
Tel Aviv,2026-03-15 19:38:04,"Landmarks, addresses and geography",
Tokat,2026-03-06 14:47:33,"Landmarks, addresses and geography",
Topalçam Millet Bahçesi,2026-03-13 15:11:56,"Culture, arts and entertainment",
Tokat İl Milli Eğitim Müdürlüğü,2026-02-16 15:32:57,Government and municipal services,0.0
100. Yıl Cad.,2026-02-14 09:26:31,"Landmarks, addresses and geography",
Adnan Çiçek Spor Tesisi,2026-03-06 14:55:26,Sports and active recreation,3.8
Çamlıbel Pide Otağı,2026-03-16 17:37:26,Food and beverages,5.0
Gerze Beşiktaş Parkı,2026-03-14 01:53:48,"Culture, arts and entertainment",0.0
Sanayi Gazi Osman Paşa Cami,2026-03-14 09:41:43,Religion and community organizations,
Yeşilvadi Halı Saha,2026-03-05 14:02:30,Sports and active recreation,0.0
Antalya Marina,2026-03-12 18:40:26,Sports and active recreation,0.0
Tümosan,2026-02-26 06:29:45,"Utilities, security and maintenance services",4.3
Restaurant Istanbul Tübingen,2026-02-17 18:09:59,Food and beverages,
Turhal Belediyesi,2026-03-12 18:19:49,Government and municipal services,0.0
Uçtu Spor Kulübü,2026-03-05 13:56:26,Sports and active recreation,4.2
Tüpraş Stadyumu,2026-02-22 12:46:02,Sports and active recreation,5.0
Futbol Sahası,2026-03-08 16:00:52,Sports and active recreation,
