org_name,time,category,org_rating
72 Merdiven Plajı,2026-03-15 19:17:47,"Nature, parks and outdoor places",0.0
Tufan Aydın Parkı,2026-03-12 05:10:53,"Culture, arts and entertainment",
Kocaeli Üniversitesi Umuttepe Merkez Yerleşkesi,2026-03-08 17:40:26,Education and training,2.3
Boyabat Büyük Camii,2026-03-12 05:44:44,Religion and community organizations,0.0
Anadolu Pirinç Fabrikası Tarım Ürünleri,2026-02-14 13:53:35,"Manufacturing, industry and equipment",
Amasya,2026-02-15 21:16:06,"Landmarks, addresses and geography",
Öz Kırtasiye,2026-03-07 03:13:54,"Nature, parks and outdoor places",4.6
My Passion,2026-03-03 22:14:25,Food and beverages,4.6
Eti Bakır,2026-03-02 05:26:57,"Manufacturing, industry and equipment",
Artvin,2026-02-14 08:30:11,"Landmarks, addresses and geography",
05-50,2026-03-09 13:16:23,"Landmarks, addresses and geography",
Göbeklitepe,2026-02-26 10:31:00,"Construction, renovation and interior",4.9
Starbucks,2026-02-14 07:57:47,Food and beverages,5.0
Yeşil Pideli Köfte,2026-02-15 14:35:51,Food and beverages,4.3
72 Merdiven Plajı,2026-03-15 19:18:27,"Nature, parks and outdoor places",0.0
Amasya,2026-03-02 16:50:08,"Landmarks, addresses and geography",
Suluova,2026-02-21 13:51:26,"Nature, parks and outdoor places",
Gebze Teknik Üniversitesi,2026-03-08 17:39:06,Education and training,3.2
Küçükağa Restaurant,2026-03-03 22:13:05,Food and beverages,4.9
454 Sayılı Karakaya Tarım Kredi Kooperatifi,2026-03-02 05:25:31,Agriculture,
1705 Sayılı Aslancık Tarım Kredi Kooperatifi,2026-02-18 21:00:20,Agriculture,
Suluova,2026-03-06 12:06:48,"Landmarks, addresses and geography",
Gümüşhacıköy,2026-02-28 03:41:20,"Landmarks, addresses and geography",
Моряк и Чайка,2026-03-03 10:36:07,Food and beverages,4.4
Konya,2026-03-15 00:20:50,"Landmarks, addresses and geography",
Iğdır Sokak,2026-02-14 19:10:07,Transportation and logistics,
,2026-03-06 05:10:58,Other and unspecified,
Merzifon Otogarı,2026-02-16 20:11:53,"Landmarks, addresses and geography",3.3
Ford Özel Servis,2026-03-16 05:33:56,"Automotive, motorcycles and vehicles",
,2026-02-27 17:33:59,Other and unspecified,
Çivi Köyü,2026-03-14 21:46:24,"Landmarks, addresses and geography",
Küçükkuyu Beldesi,2026-03-14 17:26:03,Government and municipal services,
Central Park,2026-02-24 13:30:29,"Culture, arts and entertainment",4.8
Yıldız Hamamı,2026-02-21 10:06:20,"Beauty, personal care and wellness",4.8
,2026-03-14 20:19:29,Other and unspecified,
Adapar Petrol Otomotiv,2026-02-24 18:24:17,"Automotive, motorcycles and vehicles",
Ses Turizm,2026-03-13 17:32:24,Transportation and logistics,
Saray Halı Yıkama Merkezi,2026-02-14 09:36:00,"Utilities, security and maintenance services",4.8
