org_name,time,category,org_rating
Yeni Vali Konağı Sok.,2026-03-10 16:32:29,"Landmarks, addresses and geography",
Tepe Nautilus Alışveriş Merkezi,2026-02-23 18:41:30,Retail and trade,4.1
Foto hayat Niğde,2026-02-14 16:47:41,Finance and professional services,
Bor Belediyesi,2026-03-14 05:29:33,Government and municipal services,
Necip Fazıl Kısakürek İlkokulu,2026-03-10 15:25:18,Education and training,
Niğde,2026-03-09 16:33:47,"Landmarks, addresses and geography",
,2026-02-17 15:37:34,Other and unspecified,
Niğde Lunaparkı,2026-02-28 12:03:57,"Culture, arts and entertainment",3.5
Ekinox Gayrimenkul Niğde,2026-02-23 16:56:39,Real estate and business properties,4.4
Kardelen Market,2026-03-01 12:22:53,Food and beverages,3.8
Zümrüt Bayan Kuaför Salonu,2026-02-14 16:30:36,"Beauty, personal care and wellness",
Hayat Terzihanesi,2026-03-17 04:46:49,Finance and professional services,4.7
Erzurum Otogarı,2026-03-07 09:17:53,"Landmarks, addresses and geography",2.6
Hacı Zekiye Arslan Anadolu Lisesi,2026-03-05 14:09:23,Agriculture,0.0
Sazlıca Beldesi,2026-03-06 09:33:04,"Landmarks, addresses and geography",
İzmir,2026-03-09 16:33:23,"Landmarks, addresses and geography",
Efes Antik Kenti,2026-03-01 04:10:41,"Nature, parks and outdoor places",5.0
Niğde Belediyesi,2026-02-22 14:01:56,Government and municipal services,0.0
Niğde Kreş Pusula Çocuk Akademisi,2026-03-06 13:13:50,"Nature, parks and outdoor places",4.6
Eyvan Kebap,2026-03-01 11:53:26,Food and beverages,4.1
,2026-03-07 18:42:27,Other and unspecified,
Sazlıca Beldesi,2026-03-06 09:33:47,"Landmarks, addresses and geography",
Aktaş Beldesi,2026-02-15 11:16:04,"Landmarks, addresses and geography",
Varuna Gezgin Cafe - Istanbul,2026-02-27 20:15:35,Food and beverages,4.7
,2026-03-05 17:33:49,Other and unspecified,
Bosch Fren Sistemleri,2026-03-14 15:17:15,"Manufacturing, industry and equipment",4.2
Nilüfer,2026-03-01 12:05:02,"Nature, parks and outdoor places",
,2026-03-01 12:23:44,Other and unspecified,
Salon Nişantaşı,2026-03-13 13:24:19,"Beauty, personal care and wellness",4.3
İpek Sok.,2026-03-14 14:24:21,"Landmarks, addresses and geography",
Okay 1969 Tarihi Yayladağı Lokumcusu,2026-02-14 08:04:56,Food and beverages,4.6
Niğde Belediyesi Kültür Merkezi,2026-03-08 09:52:58,"Culture, arts and entertainment",3.7
VIP Tabela Reklam,2026-02-18 11:07:34,"Construction, renovation and interior",
Yurtiçi Kargo,2026-03-11 11:32:41,Transportation and logistics,3.8
Cumhuriyet Anaokulu,2026-02-17 20:43:09,"Nature, parks and outdoor places",
İnova Hastanesi,2026-03-03 15:29:35,Healthcare and medical services,3.1
Arçelik Yetkili Servis,2026-03-11 13:00:14,Retail and trade,4.2
Kozan,2026-03-11 16:39:48,"Landmarks, addresses and geography",
,2026-02-24 16:31:44,Other and unspecified,
Mimar Sinan Sok.,2026-03-10 15:58:42,"Landmarks, addresses and geography",
Dörtyol,2026-02-17 20:04:45,"Landmarks, addresses and geography",
Niğde,2026-02-28 05:17:32,"Landmarks, addresses and geography",
,2026-03-11 17:06:25,Other and unspecified,
Kamil Koç,2026-02-23 18:19:07,Transportation and logistics,2.1
Koza Park,2026-03-04 14:46:11,"Culture, arts and entertainment",
Sefa Demir & Alüminyum Ticareti,2026-02-14 05:24:59,"Construction, renovation and interior",
,2026-03-01 12:23:06,Other and unspecified,
"Doktor Sami Yağız Cad., No:73",2026-02-14 08:44:57,"Landmarks, addresses and geography",
,2026-02-23 00:35:53,Other and unspecified,
Yavuz Sultan Selim Anadolu Lisesi,2026-03-01 12:25:31,Agriculture,
Ihlara Vadisi,2026-03-01 04:11:57,"Nature, parks and outdoor places",5.0
Çarşım Avm,2026-02-23 18:43:59,Retail and trade,4.1
Hayat Terzihanesi,2026-03-11 04:44:52,Finance and professional services,4.7
Niğde Halk Eğitim Merkezi,2026-03-02 18:39:27,Education and training,4.1
Final Kreş Gündüz Bakım Evi,2026-03-06 13:21:18,Healthcare and medical services,
Modern Çiçek,2026-03-10 23:15:52,"Nature, parks and outdoor places",
Kurşunlu Şelalesi,2026-03-09 19:15:36,"Nature, parks and outdoor places",4.6
,2026-02-22 20:22:53,Other and unspecified,
Binevler 3. Sok.,2026-03-05 14:33:39,"Landmarks, addresses and geography",
Kemerhisar,2026-03-07 09:53:55,"Landmarks, addresses and geography",
Aqua Florya,2026-03-08 20:31:03,Retail and trade,4.4
Kocasinan,2026-02-15 11:19:33,"Nature, parks and outdoor places",
Tabal Gastronomi Evi,2026-02-21 09:25:44,Food and beverages,4.5
Çiftehan Termal Otel,2026-03-07 09:18:51,"Tourism, lodging and travel",3.7
Meram Baglari,2026-03-10 13:55:44,"Culture, arts and entertainment",
Efes Antik Kenti,2026-03-01 04:09:36,"Nature, parks and outdoor places",5.0
Çayır Sok.,2026-03-12 12:51:59,"Landmarks, addresses and geography",
Niğde Merkez,2026-03-01 12:24:12,"Nature, parks and outdoor places",
Yavuz Sultan Selim Anadolu Lisesi,2026-03-01 12:25:44,Agriculture,
Kozzy,2026-02-23 18:43:34,Retail and trade,4.1
Hayat Terzihanesi,2026-03-11 04:43:33,Finance and professional services,4.7
,2026-02-22 20:24:49,Other and unspecified,
,2026-03-06 16:51:43,Other and unspecified,
Erciyes Üniversitesi Merkez Yerleşkesi,2026-03-14 13:31:57,Education and training,
Niğde Kalesi,2026-03-01 04:11:14,"Nature, parks and outdoor places",4.3
Uğur Okulları,2026-03-06 18:32:58,Education and training,0.0
Yıkamacı Mustafa,2026-02-22 12:10:03,"Automotive, motorcycles and vehicles",
Niğde Kız Öğrenci Yurdu,2026-03-01 12:24:52,"Construction, renovation and interior",0.0
Çelikbuyduran Kamp Alanı,2026-02-26 09:57:31,"Nature, parks and outdoor places",4.6
Caddebostan Büyük Kulüp İskelesi,2026-03-02 10:28:44,Sports and active recreation,0.0
Anıtkabir,2026-02-17 19:25:18,"Nature, parks and outdoor places",5.0
Baydur Ekmek Fabrikası,2026-03-05 14:08:22,Food and beverages,
Kahramanmaraş,2026-02-15 12:33:56,"Landmarks, addresses and geography",
Kardelen Market,2026-03-01 12:22:03,Food and beverages,3.8
Balhasan Mah.,2026-03-11 20:38:56,Government and municipal services,
Kızıldeniz Oto,2026-03-02 14:03:14,"Automotive, motorcycles and vehicles",4.3
Niğde Belediyesi Mandilmos Mesire Alanı,2026-02-14 18:38:28,"Nature, parks and outdoor places",4.1
Arena Playstation Niğde,2026-02-28 12:05:12,"Culture, arts and entertainment",3.8
Zehra'nın Mutfağı,2026-02-27 19:45:55,Food and beverages,4.9
Bitkiden Yöresel,2026-02-18 01:16:10,Food and beverages,4.1
Tepe Nautilus Alışveriş Merkezi,2026-02-23 18:42:42,Retail and trade,4.1
Ova Lahmacun,2026-03-09 10:54:03,Food and beverages,4.2
Arena Playstation Niğde,2026-02-28 12:04:26,"Culture, arts and entertainment",3.8
Göbeklitepe,2026-02-15 13:49:59,"Construction, renovation and interior",4.9
Niğde İkinci El Eşya,2026-03-10 08:55:09,Retail and trade,
Alay Beldesi,2026-02-14 05:23:20,"Landmarks, addresses and geography",
