org_name,time,category,org_rating
Konya Büyükşehir Belediye Stadyumu,2026-02-21 15:09:14,Sports and active recreation,4.9
Mevlana Müzesi,2026-02-14 05:55:18,"Nature, parks and outdoor places",5.0
Türkmen Mobilya Mağza,2026-03-07 21:43:35,Retail and trade,
Konya İl Halk Kütüphanesi,2026-02-16 14:29:16,Government and municipal services,3.3
Tarzım Avize Aydınlatma,2026-02-22 02:50:51,Retail and trade,4.4
Liva Güzellik Salonu,2026-02-16 14:06:26,"Beauty, personal care and wellness",4.9
Sinerjim Spor Merkezi,2026-03-08 11:25:41,Sports and active recreation,4.2
Şemsi Tebrizi Camii ve Türbesi,2026-02-28 12:14:33,Religion and community organizations,4.9
Adana - Şanlıurfa Otoyolu Ceyhan Bağlantı Yolu,2026-02-27 10:50:46,"Landmarks, addresses and geography",
Patara Antik Kenti,2026-02-27 00:50:59,"Nature, parks and outdoor places",4.8
Hepad Terk Edilmişlerin Pati Bahçesi,2026-02-27 21:20:11,"Nature, parks and outdoor places",5.0
Meram İlçe Emniyet Müdürlüğü,2026-03-11 15:20:42,Government and municipal services,0.0
Zafer Meydanı,2026-02-15 15:49:07,"Landmarks, addresses and geography",
,2026-02-21 06:25:44,Other and unspecified,
Budget ,2026-03-14 17:45:45,"Automotive, motorcycles and vehicles",4.5
Kayacık Huzur Bahçesi,2026-03-09 21:22:47,Sports and active recreation,4.5
,2026-02-23 23:33:07,Other and unspecified,
Köfteci Eyüp Şahin,2026-03-07 09:05:49,Food and beverages,0.0
Meram,2026-02-14 19:04:53,"Nature, parks and outdoor places",
Kızılay Meydanı,2026-02-15 17:38:24,"Nature, parks and outdoor places",
Sumat,2026-03-08 20:33:16,"Utilities, security and maintenance services",
Migros Jet,2026-02-19 08:07:53,Food and beverages,2.6
Cemo Etliekmek,2026-02-21 20:54:24,Food and beverages,4.2
Selçuk Üniversitesi Tıp Fakültesi Hastanesi,2026-02-15 16:21:57,Healthcare and medical services,2.6
,2026-02-16 18:31:11,Other and unspecified,
Anadolu Ajansı İzmir Bölge Müdürlüğü,2026-03-06 09:54:27,Government and municipal services,
Hoca Ahmet Yesevi Ortaokulu,2026-02-16 04:50:06,Education and training,0.0
Gökbük Mah.,2026-02-17 10:24:52,Government and municipal services,
,2026-03-04 19:02:25,Other and unspecified,
Bilkom,2026-02-16 14:30:39,Government and municipal services,4.2
Poçan,2026-03-05 16:22:39,Retail and trade,5.0
,2026-03-15 06:16:42,Other and unspecified,
Asil Panjur,2026-02-22 15:23:13,Real estate and business properties,4.3
Kapu Cami,2026-03-14 13:48:22,Religion and community organizations,5.0
Konya Büyükşehir Belediyesi Şehirlerarası Otobüs Terminali,2026-03-03 02:58:11,"Landmarks, addresses and geography",4.2
Yeni Tepe Etli Ekmek,2026-03-08 10:19:04,Food and beverages,4.5
Temel Reis Balık Ekmek Restaurant,2026-03-08 11:09:27,Food and beverages,3.3
Last Et Veteriner Kliniği,2026-02-15 20:46:03,Healthcare and medical services,5.0
Kayseri Sofrası Börek & Mantı,2026-02-16 09:51:12,Food and beverages,3.0
Komagene,2026-03-03 20:14:25,Food and beverages,4.2
Konya Balon Organizasyon,2026-02-15 12:51:19,Food and beverages,4.3
Uglistuff. kz,2026-03-07 04:01:59,Retail and trade,5.0
Nuuksio National Park,2026-02-15 13:39:25,"Nature, parks and outdoor places",
Akçakale Devlet Hastanesi,2026-03-05 11:34:15,Healthcare and medical services,2.5
Karatay,2026-03-02 08:25:27,"Nature, parks and outdoor places",
"Doka Çiftlik Mevki, No:56",2026-02-14 12:36:03,Agriculture,
Konya Şehir Hastanesi,2026-02-14 20:44:26,Healthcare and medical services,4.2
Fi Koç Kütüphane,2026-02-16 14:36:51,Government and municipal services,4.7
Mta Parkı,2026-03-07 04:46:22,"Culture, arts and entertainment",4.4
,2026-02-15 15:47:51,Other and unspecified,
Konya İl Halk Kütüphanesi,2026-02-14 20:30:52,Government and municipal services,3.3
VIP Auto Wash Center,2026-03-04 04:28:39,"Automotive, motorcycles and vehicles",
