org_name,time,category,org_rating
,2026-02-19 10:44:38,Other and unspecified,
Batman belediyesi,2026-03-15 18:24:58,Government and municipal services,
Kardeşler Otomotiv,2026-03-02 06:53:52,"Automotive, motorcycles and vehicles",4.8
Eğil,2026-02-23 14:17:15,"Landmarks, addresses and geography",
Ayder Yaylası,2026-03-02 11:08:07,Other and unspecified,
Zabıta,2026-03-16 13:26:30,Government and municipal services,
Muğla Adliyesi Ek Hizmet Binası,2026-02-14 19:54:15,Government and municipal services,0.0
Siverek dekorasyon & dekor dünyası,2026-02-18 05:44:24,"Construction, renovation and interior",4.4
Zirve Yapı,2026-02-25 22:00:39,"Construction, renovation and interior",
,2026-03-13 21:10:08,Other and unspecified,
Karaköprü,2026-03-13 14:26:24,"Nature, parks and outdoor places",
Opet,2026-02-23 22:45:09,"Automotive, motorcycles and vehicles",4.0
Golan Kaplıcası,2026-02-21 08:39:39,"Tourism, lodging and travel",4.0
San Marino,2026-02-17 18:44:26,"Landmarks, addresses and geography",
Akkuş Köyü,2026-03-08 17:17:56,Government and municipal services,
T1 (Kocaeli Tramvay Hattı),2026-03-07 16:11:46,"Landmarks, addresses and geography",
Adıyaman Organize Sanayi Bölgesi Bölge Müdürlüğü,2026-03-02 11:00:57,Government and municipal services,0.0
,2026-02-15 07:30:42,Other and unspecified,
,2026-03-04 13:22:21,Other and unspecified,
,2026-03-10 15:07:32,Other and unspecified,
Aksaray Meydanı,2026-03-14 09:20:39,"Landmarks, addresses and geography",
Salon Paris,2026-02-24 04:06:08,"Construction, renovation and interior",
Sonax Diyarbakır,2026-02-26 01:07:23,"Automotive, motorcycles and vehicles",
3 Nolu T Tipi Kapalı Cezaevi,2026-03-05 10:03:23,Education and training,
Derya Nar Lazer,2026-03-03 17:06:25,"Beauty, personal care and wellness",
Fatihpaşa Cami,2026-02-28 06:26:59,Religion and community organizations,5.0
Bağlar Polis Merkezi Amirliği,2026-02-23 16:18:12,"Landmarks, addresses and geography",
,2026-02-16 12:48:18,Other and unspecified,
Şemsi Bitlis Mah.,2026-02-25 21:08:26,Government and municipal services,
Mustafa Vedat Mutlu Ortaokulu,2026-03-11 20:24:45,Education and training,0.0
Polimax Oto Kuaför,2026-02-28 09:52:38,"Automotive, motorcycles and vehicles",4.1
Diyarbakir City Museum,2026-02-17 14:13:57,"Culture, arts and entertainment",4.4
Yargı Akademi,2026-03-06 07:24:59,Education and training,4.3
Pamukkale Travertenleri,2026-02-18 16:47:35,"Nature, parks and outdoor places",4.7
Çağdaş Ocakbaşı,2026-02-15 08:09:22,Food and beverages,
Mandala Yüzakı,2026-02-15 19:46:52,Food and beverages,4.1
Tobb Fen Lisesi,2026-03-01 12:22:51,Agriculture,
Hakan Eczanesi,2026-02-14 10:22:27,Healthcare and medical services,
Mevlana Müzesi,2026-02-28 22:33:51,"Nature, parks and outdoor places",5.0
BlaBlaCar bus,2026-03-06 12:32:56,Transportation and logistics,
Yağız İplik,2026-03-04 08:35:22,"Utilities, security and maintenance services",
Akkuş Köyü,2026-02-22 08:55:14,"Landmarks, addresses and geography",
Spomenik banu Josipu Jelačiću,2026-03-15 02:07:40,"Nature, parks and outdoor places",0.0
Kuaför Hamit Kaya,2026-03-01 13:35:20,Retail and trade,4.5
Alihansoy Plaza,2026-03-11 14:35:36,"Nature, parks and outdoor places",
,2026-02-17 12:19:11,Other and unspecified,
