org_name,time,category,org_rating
,2026-03-08 08:24:04,Other and unspecified,
Masal Park,2026-02-14 06:15:35,"Culture, arts and entertainment",4.1
Akmerkez Alışveriş Merkezi,2026-03-13 11:37:25,Retail and trade,4.3
,2026-03-15 17:02:40,Other and unspecified,
Serhat Et Ve Balık Restoran,2026-02-14 06:15:13,Food and beverages,4.2
Kamil Koç,2026-02-21 12:32:19,Transportation and logistics,
Öğretmenevi ve Akşam Sanat Okulu,2026-02-24 15:57:31,"Construction, renovation and interior",0.0
Sertuğ İletişim,2026-02-26 22:42:58,Retail and trade,
Sertuğ İletişim,2026-02-26 22:41:37,Retail and trade,
Getir,2026-03-13 11:44:48,Food and beverages,0.0
Uğur Yetkili Bayi-Pelin Ticaret,2026-02-24 20:56:53,Retail and trade,
,2026-03-08 06:00:00,Other and unspecified,
Mesçi Grup Gaziantep,2026-03-08 12:03:31,Food and beverages,
Sertuğ İletişim,2026-02-17 20:52:24,Retail and trade,
Kadirli Devlet Bahçeli Kültür Merkezi,2026-02-24 10:27:48,"Culture, arts and entertainment",
Sertuğ İletişim,2026-02-17 21:58:46,Retail and trade,
,2026-03-05 16:41:50,Other and unspecified,
Havamaş,2026-03-14 17:12:57,Transportation and logistics,
Fidan Medikal,2026-03-17 12:29:24,Healthcare and medical services,4.8
Şanlıurfa Cesur,2026-02-22 21:15:01,"Tourism, lodging and travel",2.6
Atatürk Parkı Kafeterya,2026-03-14 19:45:35,Food and beverages,4.1
Mucur Eczanesi,2026-03-08 11:55:11,Healthcare and medical services,
Sertuğ İletişim,2026-02-26 22:40:08,Retail and trade,
Adana Milli Emlak Müdürlüğü,2026-03-08 19:24:35,Government and municipal services,0.0
,2026-03-08 07:20:32,Other and unspecified,
Soulmate Coffee & Bakery Osmaniye,2026-03-09 13:10:02,Food and beverages,4.2
Osmaniye Korkut Ata Üniversitesi,2026-02-20 22:15:25,Education and training,4.3
,2026-03-08 19:24:12,Other and unspecified,
,2026-02-17 20:55:15,Other and unspecified,
Ünye Belediyesi,2026-03-14 19:11:54,"Culture, arts and entertainment",4.8
Bahar Hindi Entegre,2026-03-11 11:21:27,Food and beverages,
Sertuğ İletişim,2026-02-26 22:41:31,Retail and trade,
Düziçi,2026-03-09 13:43:07,"Landmarks, addresses and geography",
,2026-03-13 11:41:33,Other and unspecified,
,2026-03-07 15:55:52,Other and unspecified,
Sertuğ İletişim,2026-02-17 21:56:25,Retail and trade,
Doğar Oto Yıkama Yağlama Servisi,2026-02-20 11:32:45,"Automotive, motorcycles and vehicles",4.2
Bakırköy,2026-03-14 12:12:00,"Nature, parks and outdoor places",
Faturamatik,2026-02-24 20:56:19,Finance and professional services,
Kasap Celal,2026-03-03 09:30:54,Food and beverages,4.3
Otopratik,2026-03-03 17:12:36,"Automotive, motorcycles and vehicles",3.7
Profilo Yetkili Satıcısı,2026-02-26 22:42:30,Retail and trade,
Düziçi,2026-03-11 16:34:33,"Landmarks, addresses and geography",
Şarlak Şelalesi,2026-03-04 13:59:09,"Nature, parks and outdoor places",
Karatay Medrese,2026-02-15 15:12:15,"Nature, parks and outdoor places",4.3
,2026-02-17 22:23:36,Other and unspecified,
Ala Cami,2026-02-24 10:28:37,Religion and community organizations,4.4
,2026-02-28 09:52:18,Other and unspecified,
Mucur Eczanesi,2026-03-08 11:56:08,Healthcare and medical services,
Bağdadi Restoran,2026-03-14 10:42:35,Food and beverages,4.2
Kadirli,2026-03-04 13:36:36,"Landmarks, addresses and geography",
Kocatepe Ulu Cami,2026-02-15 15:12:51,Religion and community organizations,4.9
,2026-03-12 21:59:01,Other and unspecified,
Bizim Emlak,2026-03-13 18:59:33,Real estate and business properties,5.0
Çamlica Mah Camii,2026-03-16 19:41:47,Religion and community organizations,
,2026-03-16 04:32:57,Other and unspecified,
Neva Gold Plus Kıyıboyu,2026-03-07 15:06:41,Real estate and business properties,
Galaktos Restomarket,2026-03-11 15:10:28,Food and beverages,5.0
Ankara Üniversitesi Vehbi Koç Öğrenci Yurdu,2026-03-03 08:23:34,"Construction, renovation and interior",0.0
Konya,2026-02-15 15:11:01,"Landmarks, addresses and geography",
,2026-03-04 01:23:24,Other and unspecified,
