org_name,time,category,org_rating
Karaman,2026-02-23 08:42:57,"Landmarks, addresses and geography",
Migros Sanalmarket,2026-03-07 11:54:22,Food and beverages,4.0
,2026-02-16 19:41:05,Other and unspecified,
Batu Oto Kuaför,2026-03-03 23:12:18,"Automotive, motorcycles and vehicles",
Karaman Otobüs Terminali,2026-02-22 09:30:40,"Landmarks, addresses and geography",3.7
Tugay Emlak,2026-03-16 09:55:22,Real estate and business properties,
Karatay Belediyesi Halk Ekmek Fabrikası,2026-03-02 07:28:07,Food and beverages,4.2
,2026-02-27 03:34:54,Other and unspecified,
Karadağlı Restaurant,2026-03-17 14:47:01,Food and beverages,4.0
Gaziantep Buyükşehir Belediyesi Şehirlerarasi Otobüs Terminali,2026-03-03 15:23:23,"Landmarks, addresses and geography",2.5
Park Karaman,2026-02-28 13:38:14,Retail and trade,3.8
Karaman Hastane Taksi,2026-03-03 04:20:23,Transportation and logistics,0.0
Uysal Gıda Manav,2026-02-15 20:04:51,Food and beverages,
Manisa,2026-03-01 07:29:08,"Landmarks, addresses and geography",
CarrefourSA,2026-03-04 14:11:37,Food and beverages,
Saraybosna,2026-03-01 03:14:39,"Landmarks, addresses and geography",
Gaziantep Havaş,2026-03-03 15:22:24,Transportation and logistics,4.0
Migros Sanalmarket,2026-03-07 09:50:21,Food and beverages,4.0
Zemzem restorant pöç tandır,2026-03-17 14:48:23,Food and beverages,5.0
Işıldar Boru,2026-03-10 08:00:42,"Manufacturing, industry and equipment",4.6
Gaziantep Havaş,2026-03-03 15:24:58,Transportation and logistics,4.0
Çağın Oyuncak Dünyası,2026-03-14 17:16:13,Food and beverages,3.8
Zemzem restorant pöç tandır,2026-02-14 09:48:57,Food and beverages,
Cizre Nuh Mardin,2026-03-01 19:57:51,"Tourism, lodging and travel",
Araboğlu Cami,2026-02-21 19:17:29,Religion and community organizations,4.7
Ankara YHT Garı,2026-03-07 19:31:31,"Nature, parks and outdoor places",0.0
Cafe Roma,2026-02-21 19:19:32,Food and beverages,4.8
,2026-02-24 09:09:28,Other and unspecified,
Stone Co Coffee,2026-03-16 08:22:17,Food and beverages,4.8
Fevziçakmak Mah.,2026-03-02 07:24:14,Government and municipal services,
İzkon Civata,2026-03-08 07:15:46,"Manufacturing, industry and equipment",
İnegöl,2026-03-17 16:14:04,"Landmarks, addresses and geography",
Pokeball. org.ua,2026-03-14 17:18:41,"Utilities, security and maintenance services",
,2026-02-15 13:49:59,Other and unspecified,
Gaziantep Havaş,2026-03-03 15:24:12,Transportation and logistics,4.0
,2026-02-22 09:31:57,Other and unspecified,
Karaman Otobüs Terminali,2026-03-07 19:30:36,"Landmarks, addresses and geography",3.7
Tugay Emlak,2026-02-20 22:02:11,Real estate and business properties,
Mutlu Mekatronik,2026-03-03 06:48:18,"Automotive, motorcycles and vehicles",4.1
Tuzla,2026-03-01 03:20:33,"Landmarks, addresses and geography",
Karamandan.com,2026-02-17 19:38:24,"IT, telecommunications and electronics",
Çakır Efe Gayrimenkul,2026-03-15 13:14:24,Real estate and business properties,
Çanakkale Merkez ,2026-02-22 09:51:38,"Nature, parks and outdoor places",
,2026-02-28 02:37:31,Other and unspecified,
Elmayurdu Köyü,2026-02-22 07:51:27,"Landmarks, addresses and geography",
Tugay Emlak,2026-02-20 22:05:19,Real estate and business properties,
Yeşil Kanyon,2026-03-08 14:26:45,"Nature, parks and outdoor places",5.0
Sıla Eczanesi,2026-03-15 19:12:22,Healthcare and medical services,
235. Sok.,2026-03-05 05:02:53,"Landmarks, addresses and geography",
Akdem Alabalık Tesisleri,2026-03-01 20:02:21,Food and beverages,4.8
Karaman M Tipi Cezaevi,2026-03-03 09:14:47,Education and training,
Elmayurdu Köyü,2026-02-22 07:54:27,"Landmarks, addresses and geography",
Pia Yapı Center,2026-03-01 15:49:17,Food and beverages,4.3
Selim Demir Tel Ve Çivi Sanayi,2026-03-08 07:19:16,"Manufacturing, industry and equipment",
Fevziçakmak Mah.,2026-03-02 07:24:38,Government and municipal services,
Karadağlı Restaurant,2026-03-15 11:58:30,Food and beverages,4.0
İstanbul,2026-03-08 18:39:46,"Landmarks, addresses and geography",
Van Beek Art Supplies,2026-03-03 18:14:37,"Manufacturing, industry and equipment",
Zemzem restorant pöç tandır,2026-02-18 00:21:42,Food and beverages,5.0
Karaman,2026-03-01 19:56:53,"Landmarks, addresses and geography",
,2026-02-27 08:56:50,Other and unspecified,
Van Beek Art Supplies,2026-03-03 18:18:30,"Manufacturing, industry and equipment",
