org_name,time,category,org_rating
Bursa Yıldırım Askerlik Şubesi,2026-02-23 10:57:58,Government and municipal services,0.0
Mahal Restaurant,2026-03-08 07:24:51,Food and beverages,4.2
Maliye Bakanlığı Bursa Defterdarlığı,2026-02-20 07:17:30,Government and municipal services,
,2026-02-17 10:54:27,Other and unspecified,
,2026-03-06 10:02:06,Other and unspecified,
İstanbul,2026-02-27 20:32:07,"Landmarks, addresses and geography",
,2026-03-10 10:42:32,Other and unspecified,
Ulu Cami,2026-02-14 10:46:13,Religion and community organizations,5.0
Setkon Çelik Kapı,2026-03-01 09:34:51,"Construction, renovation and interior",4.0
Kulp,2026-02-15 17:14:16,"Landmarks, addresses and geography",
Coats Türkiye,2026-02-15 19:26:54,"Manufacturing, industry and equipment",4.2
,2026-02-14 16:41:13,Other and unspecified,
Gazi Orhanbey Cami,2026-03-16 11:05:14,Religion and community organizations,3.9
Ulubatlıhasan İlkokulu,2026-02-27 08:47:16,Education and training,
,2026-03-12 05:02:05,Other and unspecified,
Kocaeli Stadium,2026-02-24 11:33:08,Sports and active recreation,4.7
,2026-02-24 10:57:34,Other and unspecified,
Kadıköy Mah.,2026-03-05 07:56:08,Government and municipal services,
Çeyza Avm,2026-03-11 15:41:23,Retail and trade,3.3
Quick Step,2026-02-15 19:58:11,"Construction, renovation and interior",5.0
,2026-02-26 19:04:28,Other and unspecified,
Gerede Şehirlerarası Otobüs Terminali,2026-03-05 16:37:46,"Landmarks, addresses and geography",1.8
,2026-02-18 10:57:39,Other and unspecified,
Uludağ Tepesi 2542 m,2026-03-08 15:52:23,"Nature, parks and outdoor places",0.0
Mümine Şeremet Uyumayan Kütüphanesi,2026-02-24 16:33:03,Government and municipal services,4.2
3.Düzgün Sok.,2026-03-11 07:16:46,"Landmarks, addresses and geography",
S. S. 280 Sayılı Mustafakemalpaşa Yağlı Tohumlar Tarım Satış Kooperatifi,2026-02-27 15:43:55,Food and beverages,
,2026-03-12 12:34:30,Other and unspecified,
Ayder Yaylası,2026-03-10 17:28:54,Other and unspecified,
Balıkesir,2026-02-26 03:44:57,"Landmarks, addresses and geography",
Gaziantep,2026-02-15 11:59:26,"Landmarks, addresses and geography",
Has Giyim,2026-03-02 22:46:29,Retail and trade,4.4
Çetinel src,2026-02-24 15:05:00,"Automotive, motorcycles and vehicles",
Barbaros Mah.,2026-02-15 13:33:19,Government and municipal services,
Bursa Uluslararası ve Şehirlerarası Otobüs Terminali,2026-03-15 14:19:10,"Landmarks, addresses and geography",4.2
Tümbüldek Kaplıcaları,2026-02-15 07:46:04,Healthcare and medical services,4.0
Mersin Marina,2026-03-03 09:44:50,Food and beverages,
Bursa İnegöl Devlet Hastanesi,2026-03-10 19:46:32,Healthcare and medical services,3.3
,2026-02-22 05:42:31,Other and unspecified,
,2026-03-05 19:22:25,Other and unspecified,
Barış Parkı,2026-03-13 10:53:20,"Culture, arts and entertainment",4.2
Bandırma,2026-02-22 14:27:54,"Landmarks, addresses and geography",
3 Lezzet Mantı Cafe,2026-03-16 08:06:22,Food and beverages,5.0
Gemlik Fotoğrafçılık,2026-02-28 21:30:13,"Utilities, security and maintenance services",
Uludağ Self Servis Oto Yıkama,2026-02-22 16:50:52,"Automotive, motorcycles and vehicles",4.0
Bakü,2026-03-11 10:00:16,"Landmarks, addresses and geography",
Daviva Hospital,2026-02-19 14:30:03,Healthcare and medical services,
