org_name,time,category,org_rating
,2026-02-28 20:22:54,Other and unspecified,
Mabel Gayrimenkul Ünye,2026-03-08 10:30:54,Real estate and business properties,4.7
Ordu Altınordu İlçe Sağlık Müdürlüğü,2026-03-11 09:52:17,Government and municipal services,
Akçakale,2026-03-02 13:36:59,"Landmarks, addresses and geography",
Buhara Aile Çay Bahçesi,2026-02-19 13:43:09,Food and beverages,
Bim,2026-02-18 20:58:00,Food and beverages,3.4
Medical Park Ordu,2026-03-12 14:03:59,Healthcare and medical services,3.5
Mudo,2026-03-01 15:23:34,Retail and trade,4.2
Ordu İl Müftülüğü,2026-03-02 10:14:23,Government and municipal services,0.0
Seçen Hayvancılık Keçi Çiftliği,2026-03-11 12:00:55,Agriculture,4.5
Mecidiyeköy Mah.,2026-02-20 06:51:58,Government and municipal services,
VIP Transfer,2026-03-09 06:52:07,"Tourism, lodging and travel",
Hazine Çocuk Oyun Atölyesi,2026-03-17 08:22:28,"Nature, parks and outdoor places",
İstanbul,2026-02-23 15:43:25,"Landmarks, addresses and geography",
Hilton Garden Inn Ankara Cankaya,2026-02-22 04:18:57,"Tourism, lodging and travel",4.4
Şirin Pazar Alanı,2026-03-07 12:09:31,Food and beverages,4.2
Beren Oto Yıkama,2026-02-18 11:05:43,"Automotive, motorcycles and vehicles",
Ünye,2026-03-17 20:47:07,"Landmarks, addresses and geography",
Esenler Otogarı,2026-03-15 00:39:18,"Landmarks, addresses and geography",3.8
Yurtiçi Kargo,2026-03-09 07:04:32,Transportation and logistics,3.9
Oğmaca Mah.,2026-02-22 06:19:21,Government and municipal services,
Ondokuz Mayis Üniversitesi Rektörlüğü,2026-02-26 21:26:29,Education and training,4.5
,2026-03-03 16:47:35,Other and unspecified,
Ercan Havalimanı,2026-03-11 13:15:56,"Nature, parks and outdoor places",5.0
Bizim Lokanta Sırık Kebabı,2026-02-19 13:43:46,Food and beverages,4.4
Divriği,2026-03-12 10:56:13,"Landmarks, addresses and geography",
Giresun,2026-03-01 11:34:20,"Landmarks, addresses and geography",
T. C. Gazi Üniversitesi,2026-03-05 20:34:18,Education and training,
Dona bakeshop & Cafe,2026-02-23 09:28:48,Food and beverages,5.0
Ordu İl Müftülüğü,2026-03-02 05:30:22,Government and municipal services,0.0
Çamarası Mah.,2026-03-04 18:13:14,Government and municipal services,
Bayramlı Mah.,2026-02-22 16:34:10,Government and municipal services,
,2026-03-04 18:13:40,Other and unspecified,
İstanbul Anadolu İl Ambulans Servisi Başhekimliği,2026-03-05 00:16:25,Government and municipal services,
Kuzey Ege Otoyolu (Menemen - Aliağa - Çandarlı Otoyolu),2026-03-09 12:02:40,"Landmarks, addresses and geography",
Fatsa Termal & SPA Otel,2026-03-17 07:39:53,"Tourism, lodging and travel",4.6
Yeniköy Mah.,2026-03-01 11:34:56,Government and municipal services,
Hass Ocakbaşı,2026-02-14 08:58:28,Food and beverages,4.4
Paris,2026-03-03 16:28:51,"Landmarks, addresses and geography",
İlküvez Mah.,2026-03-09 02:27:07,Government and municipal services,
Medicana Hastanesi Nükleer Tıp,2026-03-07 22:17:46,Healthcare and medical services,
Emir Sok.,2026-03-13 07:49:11,"Landmarks, addresses and geography",
Ordu Ağız ve Diş Sağlığı Merkezi,2026-03-10 12:33:56,Healthcare and medical services,2.7
Çocuk Parkı,2026-03-05 09:28:43,"Culture, arts and entertainment",0.0
,2026-03-11 05:01:19,Other and unspecified,
Komili Zeytinyağı,2026-03-04 17:53:43,Food and beverages,3.4
Kayapınar Köyü,2026-02-20 12:12:28,"Landmarks, addresses and geography",
Ordu İl Sağlık Müdürlüğü,2026-03-11 09:47:36,Healthcare and medical services,
İstanbul Üniversitesi Merkez Kampüsü,2026-03-05 20:18:04,Education and training,4.1
Ünye 1 Nolu Acil Sağlık Hizmetleri İstasyonu,2026-03-16 07:15:20,Education and training,
Boztepe Mah.,2026-03-06 19:45:59,Government and municipal services,
Batum,2026-02-14 19:20:47,"Landmarks, addresses and geography",
Cumartesi Pazarı,2026-03-07 12:06:51,"Culture, arts and entertainment",
İran,2026-03-12 17:15:30,Agriculture,
Fatih Sultan Mehmet Köprüsü,2026-03-06 19:27:46,"Landmarks, addresses and geography",
Nicole Restoran,2026-03-07 20:03:20,Food and beverages,4.7
Ordu,2026-03-17 20:48:23,"Landmarks, addresses and geography",
Ümit Oto Elektrik,2026-03-08 06:09:56,"Automotive, motorcycles and vehicles",
Ondokuz Mayis Üniversitesi Rektörlüğü,2026-02-26 21:27:23,Education and training,4.5
Ordu,2026-02-20 19:59:11,"Landmarks, addresses and geography",
Çakırtepe Mesleki Ve Teknik Anadolu Lisesi,2026-02-15 17:18:02,Agriculture,
