org_name,time,category,org_rating
Dilek Kuaför,2026-03-14 18:13:22,"Beauty, personal care and wellness",
Eminönü Semti,2026-03-04 05:33:53,Other and unspecified,
Bağbaşı Pide,2026-03-01 15:31:02,Food and beverages,
Maksimum Konutları,2026-03-17 15:27:53,"Construction, renovation and interior",4.3
Mercan Akvaryum Pet market,2026-02-17 14:31:22,"Nature, parks and outdoor places",4.8
Atatürk Meydanı (Konak Meydanı),2026-02-14 08:32:00,"Landmarks, addresses and geography",
"Atatürk Blv., No:2A",2026-03-03 21:12:35,Agriculture,
Ceylan Garage Oto Yıkama-estetik,2026-02-21 08:45:10,"Automotive, motorcycles and vehicles",4.9
Denizli D Tipi Kapalı Ceza İnfaz Kurumu,2026-03-12 04:35:53,Education and training,
Denizli,2026-03-12 09:34:07,"Landmarks, addresses and geography",
,2026-02-15 18:50:03,Other and unspecified,
Sarayköy İlçe Nüfus Müdürlüğü,2026-02-26 07:45:44,Government and municipal services,0.0
,2026-03-05 13:35:40,Other and unspecified,
Rüstempaşa Mah.,2026-02-16 15:19:35,Government and municipal services,
"3107. Sok., No:14",2026-03-10 07:33:17,"Landmarks, addresses and geography",
Çobanoğlu Düğün&Davet,2026-02-14 14:17:09,"Construction, renovation and interior",
Kafe Kedi,2026-03-17 05:12:05,Food and beverages,4.8
,2026-02-22 13:20:39,Other and unspecified,
Yarışlı Gölü,2026-02-19 20:13:23,"Utilities, security and maintenance services",
Elit Petshop,2026-03-17 12:17:00,"Beauty, personal care and wellness",4.2
Kocabaş Mah.,2026-03-09 18:10:54,Government and municipal services,
Beyefendi Erkek Kuaförü,2026-03-14 18:22:59,"Beauty, personal care and wellness",
Flirtshop.kz,2026-02-22 10:54:28,"Beauty, personal care and wellness",5.0
Promyshlenno-ekonomichesky tekhnikum Moskovskoy oblasti Krasnoznamensky filial,2026-02-27 08:20:25,"Manufacturing, industry and equipment",4.0
Epilepsy Center,2026-02-27 23:53:33,Healthcare and medical services,4.9
Lider bayan kuaförü,2026-03-15 08:56:27,"Beauty, personal care and wellness",
,2026-03-10 20:16:07,Other and unspecified,
,2026-03-01 08:17:34,Other and unspecified,
Kardeş Oto Kuaför,2026-02-18 19:45:18,"Automotive, motorcycles and vehicles",4.1
"Hastane Cad., No:1",2026-02-22 10:59:58,Agriculture,
