org_name,time,category,org_rating
Beştepe Mah.,2026-02-20 17:34:06,Government and municipal services,
Abdullah Dalyancı,2026-03-12 14:51:50,Retail and trade,4.2
Yapı Kredi,2026-03-17 16:31:47,"Utilities, security and maintenance services",
Sürat Kargo,2026-02-21 16:42:38,"Utilities, security and maintenance services",2.2
,2026-02-21 19:39:29,Other and unspecified,
AutoClub Vişnelik Oto Yıkama,2026-03-11 07:35:26,"Automotive, motorcycles and vehicles",4.1
Bursa Çekirge Polis Evi,2026-03-11 05:13:33,"Tourism, lodging and travel",4.4
Eskişehir Şehir Hastanesi,2026-02-16 13:10:17,Healthcare and medical services,3.6
Konya Orduevi,2026-02-19 08:40:13,"Tourism, lodging and travel",4.2
Eskişehir Şehir Hastanesi,2026-03-03 08:49:30,Healthcare and medical services,3.6
Rba Emlak,2026-03-08 09:42:18,Real estate and business properties,4.3
Eskişehir Çalışma ve İş Kurumu İl Müdürlüğü,2026-02-14 10:55:31,Government and municipal services,0.0
Parla Koltuk Yıkama,2026-03-08 09:21:28,"Utilities, security and maintenance services",5.0
Konya İl Jandarma Komutanlığı Misafirhanesi,2026-02-19 13:46:19,Government and municipal services,4.4
Yk Çöplü Köyü Cami,2026-03-10 20:06:05,Religion and community organizations,
6. Noterliği,2026-03-06 09:40:49,Real estate and business properties,4.4
,2026-02-28 05:08:22,Other and unspecified,
Eskişehir Şehirlerarası Otobüs Terminali,2026-03-13 03:53:50,"Landmarks, addresses and geography",3.9
,2026-02-22 10:18:26,Other and unspecified,
Ma-Fra Elite point,2026-03-05 04:37:43,"Automotive, motorcycles and vehicles",3.6
Ankara Büyükşehir Belediyesi Karataş Geçici Hayvan Bakımevi ve Rehabilitasyon Merkezi,2026-03-01 12:48:38,"Tourism, lodging and travel",2.8
Manolya Sok.,2026-03-06 01:05:44,"Landmarks, addresses and geography",
Demirci Mah.,2026-02-27 08:35:49,Government and municipal services,
Moscow Tesla Club,2026-02-28 18:40:29,"Automotive, motorcycles and vehicles",4.5
Çarşı Balık,2026-02-25 21:33:16,Food and beverages,
Esenler Cad.,2026-03-03 20:16:00,"Landmarks, addresses and geography",
Atatürk Bul.,2026-02-27 09:53:23,"Landmarks, addresses and geography",
,2026-02-27 18:32:57,Other and unspecified,
Yargı Akademi,2026-02-28 16:44:47,Education and training,4.4
Halk Eğitimi Merkezi,2026-02-24 06:59:22,Education and training,
Karaca Sok.,2026-03-10 14:37:26,"Landmarks, addresses and geography",
Rossmann,2026-03-10 08:05:26,"Beauty, personal care and wellness",4.0
Dnc Hırdavat,2026-03-08 13:04:49,"Manufacturing, industry and equipment",
,2026-02-16 13:07:30,Other and unspecified,
Çakır 26 Oto Aksesuar,2026-03-12 13:17:16,"Automotive, motorcycles and vehicles",4.6
Kahve Ateşi,2026-03-13 17:12:51,Food and beverages,3.5
Elite Point Oto Yıkama,2026-03-05 04:36:22,"Automotive, motorcycles and vehicles",
Çarşı Balık Market,2026-02-25 21:34:56,Food and beverages,4.1
Brüksel Emirdağ Pide & Güveç,2026-03-14 12:15:47,Food and beverages,5.0
,2026-02-28 05:08:41,Other and unspecified,
Teho Restaurant,2026-03-01 13:27:02,Food and beverages,4.7
Glose Barbar,2026-03-12 14:53:15,Retail and trade,4.4
,2026-03-03 10:08:05,Other and unspecified,
Eskişehir Şehir Hastanesi,2026-03-03 12:49:23,Healthcare and medical services,3.6
Musaözü Karavan Park,2026-02-26 09:56:09,"Nature, parks and outdoor places",4.6
