org_name,time,category,org_rating
Tunay Gıda,2026-02-28 23:53:43,Food and beverages,4.2
,2026-03-02 00:29:03,Other and unspecified,
Fındıkzade Semti,2026-03-17 16:52:02,Other and unspecified,
Erzincan Hidrofor Satış Montaj Tamir: 05519375607,2026-03-13 20:39:02,"Manufacturing, industry and equipment",
Kuzguncuk Mah.,2026-03-17 17:25:24,Government and municipal services,
Erzincan Gençlik Hizmetleri Ve Spor İl Müdürlüğü Yüzme Havuzu,2026-03-13 10:55:46,"Nature, parks and outdoor places",4.2
Sefa Köfte Salonu,2026-03-10 12:20:09,Food and beverages,4.8
,2026-03-02 00:28:42,Other and unspecified,
Tercan Pülümür Otobüs Terminali,2026-03-11 19:07:10,Transportation and logistics,
Erzincan Terminali,2026-03-11 19:03:56,"Landmarks, addresses and geography",3.8
Erzincan Terminali,2026-03-01 16:58:54,"Landmarks, addresses and geography",3.8
Harşit Çayı,2026-02-18 11:56:37,"Utilities, security and maintenance services",
Minibüs Durağı,2026-03-11 19:03:29,Transportation and logistics,
Erzincan Terminali,2026-03-11 18:58:59,"Landmarks, addresses and geography",3.8
Mersel Emlak - Erzincan Emlak Gayrimenkul,2026-02-17 13:29:20,Real estate and business properties,5.0
Trabzon,2026-02-24 09:06:27,"Landmarks, addresses and geography",
Ooze Venue,2026-03-16 17:10:20,"Construction, renovation and interior",3.7
Özge Eczanesi,2026-03-17 08:36:23,Healthcare and medical services,4.4
Yeni̇çeri̇ Ti̇caret,2026-02-14 11:22:43,"Manufacturing, industry and equipment",
Erzincan Belediyesi Hayvan Barınağı,2026-03-10 10:40:02,"Beauty, personal care and wellness",
Tercan Pülümür Otobüs Terminali,2026-03-11 19:08:16,Transportation and logistics,
,2026-03-13 01:52:49,Other and unspecified,
,2026-03-02 00:27:37,Other and unspecified,
Capadocia Restaurant,2026-02-22 06:19:11,Food and beverages,4.8
Atatürk Kongre ve Etnografya Müzesi,2026-03-01 09:15:44,"Nature, parks and outdoor places",5.0
Ekşisu Mesire Alanı,2026-03-11 19:01:06,"Culture, arts and entertainment",4.7
Kemaliye Karanlık Kanyon,2026-02-26 12:42:19,"Nature, parks and outdoor places",5.0
Erzincan Milli Eğitim Müdürlüğü,2026-03-05 14:05:28,Government and municipal services,0.0
Barbaros Mah.,2026-03-07 12:45:39,Government and municipal services,
Kemah Soguk Sular Yüksel Oktay,2026-02-20 05:30:23,Food and beverages,3.9
Erzincan Mütfülüğü Karaağaç Erkek Yatılı Kuran Kursu,2026-03-08 07:30:36,Religion and community organizations,
Bizim Tavukçuluk 2,2026-02-14 15:38:47,Retail and trade,
Erzİncan Su Tesisatçısı: 05519375607,2026-03-14 16:56:20,"Utilities, security and maintenance services",
Ekşisu Mesire Alanı,2026-03-11 19:00:22,"Culture, arts and entertainment",4.7
Erzincan Türkoğlu Su Tesisatı,2026-03-15 20:00:15,"Utilities, security and maintenance services",
Yaprak Ciğer,2026-03-03 12:57:23,Food and beverages,4.3
Erzincan Hidrofor Satış Montaj Tamir: 05519375607,2026-03-15 19:58:11,"Manufacturing, industry and equipment",
Üzümlü Avm,2026-02-14 11:22:05,Retail and trade,
,2026-02-28 22:41:17,Other and unspecified,
,2026-03-13 01:48:56,Other and unspecified,
İstanbul,2026-02-20 18:38:30,"Landmarks, addresses and geography",
Hıdırnebi Yaylası,2026-02-26 09:11:37,Other and unspecified,
Erzincan Adliyesi,2026-03-11 19:01:55,Government and municipal services,0.0
Bağlarbaşı Semti,2026-03-17 17:10:20,Other and unspecified,
Piri Sami Mah.,2026-03-08 07:25:42,Government and municipal services,
Barbaros Mah.,2026-03-07 12:29:18,Government and municipal services,
Migros Sanalmarket,2026-02-14 15:39:49,Food and beverages,3.9
Erzincan Terminali,2026-03-01 16:59:28,"Landmarks, addresses and geography",3.8
İshak Paşa Sarayı,2026-03-12 19:32:55,"Nature, parks and outdoor places",5.0
Erzincan,2026-02-27 11:51:40,"Landmarks, addresses and geography",
Erzincan Hidrofor Satış Montaj Tamir: 05519375607,2026-03-14 19:56:46,"Manufacturing, industry and equipment",
Rize,2026-03-13 01:50:21,"Landmarks, addresses and geography",
Büyük Çarşı,2026-03-10 20:14:01,Real estate and business properties,
Tüvtürk Bingöl Merkez Araç Muayene İstasyonu,2026-03-09 04:47:55,"Automotive, motorcycles and vehicles",2.7
Cunda Cafe,2026-03-01 12:28:23,Food and beverages,4.9
İstinye Konakları,2026-03-17 17:29:22,Government and municipal services,4.1
,2026-03-05 20:02:06,Other and unspecified,
A. 101,2026-02-14 15:42:09,Food and beverages,2.8
,2026-03-05 23:44:37,Other and unspecified,
