org_name,time,category,org_rating
Marina İskele,2026-03-07 05:50:32,Food and beverages,4.4
Çarşamba Çayı,2026-03-06 18:15:55,"Utilities, security and maintenance services",
Tarihi Meram Çay Bahçesi,2026-03-07 12:38:45,Food and beverages,3.9
Ankara Kalesi,2026-03-08 19:38:28,"Nature, parks and outdoor places",4.4
Aztec,2026-03-07 05:50:11,Food and beverages,4.5
Fransızın Yeri & Derism Antik Cafe Mekan,2026-03-07 05:55:49,Food and beverages,4.5
Green Canyon,2026-03-01 15:14:01,Food and beverages,4.9
Balıklı Mah.,2026-02-26 19:58:26,Government and municipal services,
Zembul Yöresel Restoran Kafe,2026-03-01 18:32:11,Food and beverages,4.6
Şehit Polis Kenan Ardıç İlk Okulu,2026-03-08 11:41:54,Education and training,
Reyna Premium Lounge,2026-02-26 09:35:05,Food and beverages,3.9
,2026-03-17 19:40:44,Other and unspecified,
Marina İskele,2026-03-07 05:51:23,Food and beverages,4.4
Trostberg,2026-03-14 22:24:05,"Landmarks, addresses and geography",
Cumhuriyet Mah.,2026-03-08 11:42:54,Government and municipal services,
Balıklı Mah.,2026-02-26 20:06:06,Government and municipal services,
Siirt Diyar Seyahat,2026-03-17 15:25:59,Transportation and logistics,2.5
Teleferik İstasyonu,2026-03-17 19:42:58,"Manufacturing, industry and equipment",4.5
Sur Balık Restaurant Çankaya,2026-03-08 19:37:47,Food and beverages,4.9
Wickede,2026-03-14 22:24:37,"Landmarks, addresses and geography",
