org_name,time,category,org_rating
Edemen Et ve Et Ürünleri,2026-03-03 22:21:33,Food and beverages,4.4
Liman Lokantası,2026-03-08 02:55:46,Food and beverages,4.3
Calisco Kuvars Yüzeyler,2026-03-16 14:46:14,"Manufacturing, industry and equipment",4.3
Çırağan Sarayı,2026-02-15 22:49:03,"Nature, parks and outdoor places",5.0
Şen Köylü Süt Ürünleri,2026-02-22 20:04:27,Retail and trade,
Powerhouse,2026-03-09 09:21:15,Food and beverages,4.8
Lokanta Emek,2026-03-17 13:35:37,Food and beverages,3.7
Dimora Gold Hotel,2026-02-14 00:56:43,"Tourism, lodging and travel",4.5
,2026-03-01 05:14:03,Other and unspecified,
,2026-03-02 08:52:09,Other and unspecified,
Yeni Bahar Restoran Cafe,2026-03-01 05:38:10,Food and beverages,
Çınar Kebap Salonu,2026-03-15 09:05:52,Food and beverages,0.0
,2026-02-15 18:10:57,Other and unspecified,
Çözüm Koleji,2026-02-14 09:14:42,Education and training,0.0
Trendyol Kaçkar Şube,2026-02-19 08:40:18,"Manufacturing, industry and equipment",
Powerhouse,2026-03-09 09:20:10,Food and beverages,4.8
Köroğlu Veteriner Kliniği,2026-03-16 06:24:17,Healthcare and medical services,4.8
Sinop Müzesi,2026-02-27 17:10:24,"Nature, parks and outdoor places",2.8
Atmaca SM,2026-03-01 15:44:05,Sports and active recreation,
İşler,2026-02-15 07:49:19,Retail and trade,4.1
Nalia Cafe&Restaurant,2026-02-15 13:41:16,Food and beverages,5.0
Abu Su Ürünleri Çiftliği ve Lokantası,2026-02-14 13:40:05,Food and beverages,4.8
Pazar Noterliği,2026-03-16 06:42:06,Government and municipal services,
Red Square,2026-03-09 09:15:05,"Nature, parks and outdoor places",5.0
Terazidere Mah.,2026-03-04 16:45:49,Government and municipal services,
EsteGomen Güzellik Merkezi,2026-02-27 05:41:51,Other and unspecified,
Rize Gençlik Merkezi,2026-03-01 10:15:03,Religion and community organizations,0.0
Öğretmenevi Ve Akşam Sanat Okulu,2026-03-12 12:13:27,"Construction, renovation and interior",0.0
Viya Balık,2026-03-10 02:11:26,Food and beverages,
Arnavutluk,2026-02-21 21:40:37,Agriculture,
A 101,2026-02-14 18:07:58,Food and beverages,
Karakoç Mah.,2026-03-01 07:22:35,Government and municipal services,
