org_name,time,category,org_rating
,2026-03-03 15:57:09,Other and unspecified,
Tatgör Köftecisi,2026-03-06 12:48:55,Food and beverages,4.9
Boulevard René-Lévesque O,2026-02-19 16:59:41,"Landmarks, addresses and geography",
Meram,2026-03-06 14:53:18,"Nature, parks and outdoor places",
Hema Endüstri,2026-03-04 19:47:01,"Manufacturing, industry and equipment",4.3
Başakşehir Çam ve Sakura Şehir Hastanesi,2026-02-28 05:25:06,Healthcare and medical services,4.5
Çorlu Bilim Sanat Merkezi,2026-03-01 20:13:41,Education and training,4.1
Meşhur Köfteci Abdi Özcan,2026-03-10 16:03:25,Food and beverages,4.5
Sumela Monastery,2026-02-14 12:24:52,"Nature, parks and outdoor places",
Sümko Sitesi,2026-02-15 21:43:45,Government and municipal services,
Eda demir,2026-03-16 04:23:52,"Beauty, personal care and wellness",4.9
Öz Uzunköprülü Köfteci Hamit,2026-03-03 20:48:31,Food and beverages,4.8
Çorlu Cankurtaran Kilisesi,2026-03-14 20:12:12,Religion and community organizations,
Çerkezköy,2026-03-13 19:44:47,"Landmarks, addresses and geography",
,2026-03-07 13:32:23,Other and unspecified,
Köşkdere Toyota Plaza,2026-03-01 22:40:10,"Automotive, motorcycles and vehicles",4.8
,2026-02-14 12:22:17,Other and unspecified,
Chobani Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,2026-02-26 17:10:30,Sports and active recreation,4.9
Yandex,2026-03-14 14:58:47,"IT, telecommunications and electronics",5.0
Eda demir,2026-03-06 12:54:47,"Beauty, personal care and wellness",4.9
Altınova Park,2026-03-12 18:09:14,"Nature, parks and outdoor places",0.0
Öztürk Kokoreç,2026-03-09 20:03:47,Food and beverages,4.3
Ümraniye Belediyesi,2026-02-15 13:56:13,Government and municipal services,0.0
8. Sok.,2026-03-12 12:24:45,"Landmarks, addresses and geography",
Kızılpınar Gültepe Mah.,2026-02-15 17:47:18,Government and municipal services,
Karayolları Çorlu Otoyol Bakım İşletme Şefliği,2026-03-03 18:55:44,Government and municipal services,
Arnavutluk,2026-02-21 07:45:59,Agriculture,
,2026-03-01 15:06:33,Other and unspecified,
Uzunköprü,2026-02-21 19:35:07,"Landmarks, addresses and geography",
Çorlu,2026-03-06 13:27:37,"Landmarks, addresses and geography",
Çerkezköy Nakliyeci - Yük Taşımacılığı - Lojistik Hizmetleri,2026-03-13 12:18:52,Transportation and logistics,4.9
,2026-03-01 19:49:53,Other and unspecified,
Konfesyon Tokaylar Sitil,2026-03-02 10:18:09,Finance and professional services,
Taksim Meydanı,2026-03-11 18:29:47,"Landmarks, addresses and geography",
İzmir,2026-03-08 17:07:17,"Landmarks, addresses and geography",
Sofya,2026-03-06 16:22:05,"Landmarks, addresses and geography",
Kuzey Marmara Otoyolu,2026-03-11 02:45:25,"Landmarks, addresses and geography",
Fatih Mah.,2026-03-13 13:32:02,Government and municipal services,
,2026-02-22 09:06:55,Other and unspecified,
Çorlu İlçe Halk Kütüphanesi,2026-03-14 20:05:36,Government and municipal services,4.2
Tekira Alışveriş Merkezi,2026-03-07 10:57:58,Retail and trade,4.2
Cemil Usta,2026-02-14 12:16:48,Food and beverages,4.1
Akoğlu Meşrubat,2026-03-10 16:03:52,Food and beverages,4.2
İrmet Hastanesi,2026-03-15 08:40:17,Healthcare and medical services,4.6
Esarj,2026-02-21 12:00:30,"Automotive, motorcycles and vehicles",
Doğan Eczanesi,2026-03-12 08:09:08,Healthcare and medical services,
Turist Otel Ankara,2026-02-20 01:20:50,"Tourism, lodging and travel",3.3
Mezesedef,2026-03-14 14:29:00,Food and beverages,4.5
Arçelik,2026-03-05 11:02:14,Retail and trade,4.0
Parla event organizasyon,2026-03-04 20:55:41,Religion and community organizations,4.6
,2026-02-19 13:56:40,Other and unspecified,
,2026-02-22 12:15:30,Other and unspecified,
EGL Antrepo,2026-03-15 18:13:19,"Utilities, security and maintenance services",3.5
Bilgin Çay Kazanları,2026-03-05 05:35:52,"Manufacturing, industry and equipment",
Cebo Madrid Restaurant,2026-03-16 13:57:17,Food and beverages,
Zeytinburnu,2026-02-20 15:11:10,"Nature, parks and outdoor places",
,2026-03-04 19:15:38,Other and unspecified,
,2026-03-13 19:01:14,Other and unspecified,
Köşem Erkek Kuaförü,2026-03-05 22:03:29,Retail and trade,5.0
Gazi Süleyman Paşa Mah.,2026-03-07 21:05:28,Government and municipal services,
Şma Pastaneleri,2026-03-01 14:21:37,Other and unspecified,4.3
Piramit İplik,2026-03-04 20:16:39,"Manufacturing, industry and equipment",
Bahçelievler Mah.,2026-03-12 12:29:10,Government and municipal services,
Çerkezköy Tulumba Toptan ve Parakende Tulumba İmalatı,2026-03-16 09:31:30,Food and beverages,
Başaralı Cad.,2026-03-06 14:59:36,"Landmarks, addresses and geography",
Filiz Unlu Mamülleri & Pastanesi,2026-03-09 19:10:39,Food and beverages,4.2
Rüstem Paşa Cami,2026-02-14 16:24:19,Religion and community organizations,4.9
Çerkezköy İstasyonu,2026-02-17 07:40:32,"Nature, parks and outdoor places",0.0
Çanakkale Truva Turizm,2026-03-09 19:39:46,Transportation and logistics,
Galata Kulesi,2026-02-14 21:22:07,"Nature, parks and outdoor places",4.9
EatFord Pizzeria,2026-03-17 06:32:38,Food and beverages,4.1
İspark - Karaköy Meydan,2026-02-14 21:22:49,"Nature, parks and outdoor places",0.0
"Asmalı, Marmara",2026-02-16 16:08:56,"Nature, parks and outdoor places",0.0
Koçak Farma,2026-03-04 20:11:12,Healthcare and medical services,2.2
Kap'tan Ev Yemekleri,2026-02-16 04:23:02,Food and beverages,4.8
Çerkezköy Kent Ormanı,2026-02-21 15:45:15,"Culture, arts and entertainment",4.9
