org_name,time,category,org_rating
File Gıda,2026-02-23 16:43:19,Retail and trade,
Söğütlüçeşme Marmaray İstasyonu,2026-03-08 19:54:01,"Nature, parks and outdoor places",0.0
Migros,2026-02-18 16:53:12,Food and beverages,3.9
Wes Hotel,2026-03-06 13:00:18,"Tourism, lodging and travel",4.0
Uludağ Milli Parkı,2026-02-17 14:53:58,"Nature, parks and outdoor places",
,2026-03-06 09:38:45,Other and unspecified,
41 Burda,2026-03-16 07:47:20,Retail and trade,4.2
Balyanoz Koyu,2026-02-26 17:01:26,"Nature, parks and outdoor places",
Gölcük Eczanesi,2026-03-01 08:44:26,Healthcare and medical services,3.7
Negmar feribot,2026-03-17 01:25:05,Transportation and logistics,4.3
Asya Nakliyat,2026-03-13 08:57:19,Transportation and logistics,
Kosmos-kran,2026-02-27 22:26:03,"Manufacturing, industry and equipment",3.7
Derince Kız Anadolu İmam Hatip Lisesi,2026-03-10 09:58:11,Agriculture,
,2026-03-04 11:41:11,Other and unspecified,
Belle Vie Davet Evi,2026-02-14 15:20:13,Religion and community organizations,
Söğütlü Çeşme Mah.,2026-03-11 05:45:36,Government and municipal services,
,2026-02-23 01:00:37,Other and unspecified,
Tayaş Gıda Sanayi,2026-02-17 07:17:58,Food and beverages,4.2
Latanya Park Resort,2026-03-14 03:57:53,"Tourism, lodging and travel",4.2
Aşağı Eğlence Mah.,2026-03-01 18:23:59,Government and municipal services,
Beylikdağı,2026-03-12 20:10:53,"Nature, parks and outdoor places",
Kocaeli Üniversitesi Yahya Kaptan Myo,2026-03-03 08:40:56,Agriculture,4.1
İzmit Kocaeli Otogarı,2026-02-26 15:52:08,"Landmarks, addresses and geography",4.0
Kadıköy Parkı,2026-03-08 13:28:55,"Culture, arts and entertainment",4.7
"Gülbahar Cad., No:2",2026-03-08 16:20:49,"Landmarks, addresses and geography",
Küçükyalı park,2026-03-07 17:26:41,"Culture, arts and entertainment",
Kargokar Sultanbeyli Şubesi,2026-03-13 10:21:37,"Utilities, security and maintenance services",4.2
Körfez,2026-02-14 18:51:05,"Landmarks, addresses and geography",
Sırasöğütler Mah.,2026-03-10 15:02:31,Government and municipal services,
Orhan Camii,2026-02-26 18:42:38,Religion and community organizations,5.0
Kazım Karabekir Muhtarlığı,2026-03-10 09:11:20,Transportation and logistics,
Başak Büfe,2026-03-17 04:43:44,Retail and trade,4.2
Zeytinburnu Buz Adası,2026-03-06 18:39:52,"Nature, parks and outdoor places",4.3
Bahçeşehir Üniversitesi Beşiktaş Güney Kampüsü,2026-02-22 10:51:18,Education and training,4.2
Erhan. E Ses Kayıt Studyosu Balıkesir,2026-02-16 23:55:04,"Manufacturing, industry and equipment",4.8
Yeşilçam Vadisi,2026-03-13 11:28:33,Food and beverages,4.1
Masumiyet Müzesi,2026-02-27 13:06:41,"Nature, parks and outdoor places",5.0
Evka-2 Mah.,2026-02-15 20:55:57,Government and municipal services,
Erzurum Dans Ve Sanat Atölyesi,2026-03-14 23:41:16,Education and training,
Sanayi Mah.,2026-03-13 01:18:40,Government and municipal services,
Koca Seyit Anıtı,2026-03-01 14:25:15,"Nature, parks and outdoor places",5.0
,2026-02-22 13:43:09,Other and unspecified,
Starbucks Reserve Roastery,2026-02-24 19:30:58,Food and beverages,0.0
Afyon-otogar,2026-02-15 11:23:25,"Landmarks, addresses and geography",4.0
Turkcell,2026-02-28 13:43:23,Retail and trade,4.0
Kocaeli Universitesi Izmit Meslek Yuksekokulu,2026-03-03 08:40:03,"Manufacturing, industry and equipment",
,2026-02-18 19:47:59,Other and unspecified,
Kocaeli Üniversite Hastanesi,2026-02-13 22:42:49,Healthcare and medical services,4.3
Aydos Ormanı,2026-02-18 18:10:50,"Nature, parks and outdoor places",
A 101,2026-02-20 18:54:31,Food and beverages,3.9
İzmit Tren İstasyonu,2026-03-16 19:55:27,Transportation and logistics,
Tamsos Döner İzmit,2026-03-01 08:55:41,Food and beverages,4.8
Ovit Yaylası,2026-02-13 23:20:13,Other and unspecified,
Kılıç Oto Yıkama İzmit Kocaeli,2026-03-01 13:33:24,"Automotive, motorcycles and vehicles",4.0
İstanbul Nakliyeciler Sitesi Yönetimi,2026-02-26 10:09:18,Government and municipal services,
,2026-03-07 22:26:44,Other and unspecified,
Hoşgör Pastaneleri,2026-03-04 15:37:24,Food and beverages,4.2
Akdeniz Üniversitesi Atatürk Konferans Salonu,2026-02-17 15:51:11,Real estate and business properties,4.4
DenizBank İzmit Şubesi,2026-03-11 07:12:15,Agriculture,
Market Yandex Go,2026-02-24 08:54:34,Transportation and logistics,5.0
,2026-03-11 20:14:09,Other and unspecified,
Starbucks,2026-02-24 19:30:02,Food and beverages,4.0
Taksim,2026-02-27 14:48:50,Other and unspecified,
,2026-03-15 10:00:33,Other and unspecified,
Kocaeli Büyükşehir Belediyesi Ana Bina,2026-03-04 08:33:24,Government and municipal services,0.0
41 Burda,2026-03-08 19:52:22,Retail and trade,4.2
Güneşli Oto Yıkama,2026-02-20 19:30:23,"Automotive, motorcycles and vehicles",0.0
Istanbul Medikal Termal,2026-03-12 11:05:27,"Tourism, lodging and travel",4.0
Panella Plastik,2026-03-13 07:44:40,"Manufacturing, industry and equipment",
Ekomini,2026-03-11 12:02:02,Food and beverages,0.0
Esto Health Club,2026-02-14 19:58:42,Sports and active recreation,4.9
Gebze İstasyonu,2026-03-05 07:20:36,"Nature, parks and outdoor places",0.0
Tüvtürk Kocaeli Gebze Araç Muayene İstasyonu,2026-03-02 17:17:21,"Automotive, motorcycles and vehicles",2.5
Tamirhane Grup Otomotiv,2026-02-16 20:37:58,"Automotive, motorcycles and vehicles",4.8
Yarımca Eczanesi,2026-03-08 19:58:17,Healthcare and medical services,4.1
Darıca,2026-03-06 15:38:34,"Nature, parks and outdoor places",
Ayaz Garage İzmit Oto Yıkama – Pasta Cila – Cam Filmi,2026-03-16 09:10:26,"Automotive, motorcycles and vehicles",4.3
,2026-02-28 09:14:01,Other and unspecified,
Anıtkabir,2026-03-09 14:45:48,"Nature, parks and outdoor places",5.0
,2026-03-10 21:24:30,Other and unspecified,
İstanbul Sabiha Gökçen Uluslararası Havalimanı,2026-02-23 03:17:37,"Nature, parks and outdoor places",4.1
Mersin (Mersin Merkez),2026-02-26 07:51:31,"Landmarks, addresses and geography",
İzmit Kocaeli Otogarı,2026-02-14 19:48:17,"Landmarks, addresses and geography",4.0
Bulgaristan İstanbul Başkonsolosluğu,2026-02-17 11:10:03,Government and municipal services,0.0
,2026-03-17 06:47:15,Other and unspecified,
Kocaeli Büyükşehir Belediyesi Ana Bina,2026-02-21 20:26:18,Government and municipal services,0.0
Başiskele,2026-02-28 13:10:55,"Nature, parks and outdoor places",
Deniz Evler Mah.,2026-02-28 20:45:54,Government and municipal services,
İzmit Kocaeli Otogarı,2026-03-06 21:28:23,"Landmarks, addresses and geography",4.0
,2026-03-13 15:49:38,Other and unspecified,
,2026-02-19 09:04:24,Other and unspecified,
,2026-02-23 03:18:41,Other and unspecified,
Günay Restoran,2026-03-03 08:13:24,Food and beverages,4.4
,2026-02-14 07:38:12,Other and unspecified,
Muratpaşa İlçe Müftülüğü,2026-02-26 11:20:44,Religion and community organizations,0.0
Tamponcu Ali Usta - Galip Motorlu Araçlar,2026-02-28 12:33:26,"Manufacturing, industry and equipment",
Akyazı Yolu,2026-03-08 14:55:05,"Landmarks, addresses and geography",
Hisarönü Mangalbaşı,2026-03-04 21:44:23,Food and beverages,4.6
Gebze,2026-03-06 07:54:04,"Nature, parks and outdoor places",
Kardeşler Kokoreç Derince,2026-02-15 02:12:04,Food and beverages,
41 Burda,2026-03-08 19:53:52,Retail and trade,4.2
İzmit Kocaeli Otogarı,2026-03-04 13:20:12,"Landmarks, addresses and geography",4.0
,2026-03-13 15:12:16,Other and unspecified,
,2026-03-05 12:06:23,Other and unspecified,
Kartepe Kuyumculuk,2026-02-15 17:28:24,Retail and trade,2.5
Gizem Elektrik,2026-02-26 09:37:07,"Utilities, security and maintenance services",
Uts Uzman Teknik Servis - Makine Bahçesi,2026-02-26 21:47:36,"Manufacturing, industry and equipment",
Mehmet Akif Ersoy Camii,2026-03-02 16:53:51,Religion and community organizations,4.7
Gölcük Yolu Sahili,2026-02-16 17:39:00,"Nature, parks and outdoor places",
Marmaray Gebze İstasyonu,2026-03-08 19:55:55,"Nature, parks and outdoor places",0.0
Masumiyet Müzesi,2026-02-22 16:35:51,"Nature, parks and outdoor places",5.0
Kandıra Mka Bahçe Duvarları,2026-03-08 01:22:29,"Construction, renovation and interior",4.2
Darende,2026-02-16 16:15:02,"Landmarks, addresses and geography",
Bayan Masaj Salonu,2026-03-04 07:12:14,"Beauty, personal care and wellness",
Rize Artvin Havalimanı,2026-02-18 17:12:52,"Nature, parks and outdoor places",4.6
Admart,2026-03-09 06:25:23,"Manufacturing, industry and equipment",
Tüvtürk Kocaeli Gebze Araç Muayene İstasyonu,2026-03-02 17:17:09,"Automotive, motorcycles and vehicles",2.5
Maltepe,2026-02-14 08:37:28,"Nature, parks and outdoor places",
Yandex Türkiye,2026-02-14 06:30:19,"IT, telecommunications and electronics",4.4
İrem Sok.,2026-02-26 12:40:33,"Landmarks, addresses and geography",
Gül Kostüm,2026-03-10 10:36:38,Retail and trade,4.4
Man Truck & Bus Trade,2026-03-12 15:37:03,Transportation and logistics,4.2
Çayırova,2026-02-22 09:11:59,"Nature, parks and outdoor places",
,2026-02-14 21:02:08,Other and unspecified,
Aqua Florya,2026-03-08 20:31:39,Retail and trade,4.4
Çağdaşkent Meydan,2026-02-26 15:38:48,Transportation and logistics,
Bizim Bakkal,2026-02-21 16:40:19,Food and beverages,4.3
"Kanarya Sok., No:10",2026-02-20 11:09:13,Agriculture,
Cihan Hastanesi,2026-02-19 17:55:46,Healthcare and medical services,2.9
İzmit Kocaeli Otogarı,2026-02-24 12:53:06,"Landmarks, addresses and geography",4.0
Dehnepark,2026-02-27 21:26:31,"Culture, arts and entertainment",
,2026-02-24 13:04:53,Other and unspecified,
,2026-02-21 13:44:21,Other and unspecified,
Kocaeli Universitesi Izmit Meslek Yuksekokulu,2026-03-03 08:39:17,"Manufacturing, industry and equipment",
