org_name,time,category,org_rating
Takı Dünyası,2026-03-01 21:32:04,"Beauty, personal care and wellness",
,2026-02-14 10:43:32,Other and unspecified,
Tursan Plastik,2026-03-13 11:18:21,"Manufacturing, industry and equipment",
Kanat Dünyası,2026-02-16 14:16:16,Food and beverages,4.6
Ensar Erkek Kuaförü,2026-03-10 15:12:17,Retail and trade,4.8
Sampi,2026-03-05 12:44:49,Food and beverages,3.7
Sultanbeyli Ağız ve Diş Sağlığı Merkezi,2026-03-13 23:29:28,Healthcare and medical services,3.8
Dereköy Sınır Kapısı,2026-03-14 23:44:53,Other and unspecified,0.0
İstanbul İl Tarım ve Orman Müdürlüğü,2026-03-06 06:26:55,Government and municipal services,0.0
Aleyna Beauty Center,2026-03-07 18:38:23,"Beauty, personal care and wellness",4.8
,2026-02-17 16:28:58,Other and unspecified,
Fatih,2026-02-21 10:45:09,"Nature, parks and outdoor places",
Salon Kanka,2026-03-13 22:06:32,"Culture, arts and entertainment",
Mevlana Sabit Pazar Yeri,2026-02-14 13:41:51,Retail and trade,3.6
Hanoi,2026-02-14 14:31:29,"Landmarks, addresses and geography",
Tiflis Shota Rustaveli Havaalanı,2026-02-14 05:49:46,"Nature, parks and outdoor places",5.0
Çaycuma,2026-02-18 20:00:02,"Landmarks, addresses and geography",
Samsung,2026-03-08 10:12:17,"IT, telecommunications and electronics",4.6
Meşhur Dondurmacı İbrahim Usta,2026-03-08 16:45:37,Food and beverages,4.7
Ayselin Mutfağı,2026-02-22 09:42:16,Food and beverages,4.7
Topkapı Sarayı Müzesi,2026-02-24 10:03:28,"Nature, parks and outdoor places",5.0
Kuğu Pastanesi,2026-03-04 18:12:51,Food and beverages,4.3
İett Sitesi,2026-03-04 21:27:54,Government and municipal services,
,2026-02-13 23:03:13,Other and unspecified,
Kağıthane,2026-03-09 12:59:55,"Nature, parks and outdoor places",
Vodno,2026-03-14 15:59:28,Government and municipal services,
Harikalar Diyarı,2026-02-17 11:43:57,"Culture, arts and entertainment",4.5
"Daltaban Yokuşu (Daltaban Yokuşu Sok.), No:33C",2026-02-22 18:01:34,"Landmarks, addresses and geography",
Çınar Mah.,2026-03-12 20:46:46,Government and municipal services,
Beykoz Askerlik Şubesi,2026-03-09 19:24:20,"Landmarks, addresses and geography",
Yıldız Esans,2026-03-14 21:32:05,"Beauty, personal care and wellness",4.4
Karaköy Güllüoğlu,2026-02-23 17:55:51,Food and beverages,4.5
,2026-03-13 00:14:14,Other and unspecified,
Duatepe Mah.,2026-02-24 08:58:58,Government and municipal services,
,2026-02-19 02:53:44,Other and unspecified,
"Süreyyapaşa Göğüs Hastalıkları ve Göğüs Cerrahisi Eğitim ve Araştırma Hastanesi, B Blok",2026-03-04 13:08:51,Healthcare and medical services,
Büyük Beşiktaş Otopark,2026-02-21 08:21:53,"Nature, parks and outdoor places",0.0
