org_name,time,category,org_rating
"Nazım Hikmet Bul., No:83",2026-03-11 12:29:59,Agriculture,
Taksim Camii Otoparkı,2026-03-15 19:38:02,"Nature, parks and outdoor places",0.0
Bursa Kuzey Gişeleri,2026-03-14 15:00:49,Retail and trade,0.0
Cizgi rent a car Trabzon,2026-03-12 15:35:02,"Automotive, motorcycles and vehicles",4.8
Ayan Kardeşler Köftecisi,2026-03-06 09:09:56,Food and beverages,4.6
Galata Kulesi,2026-03-15 19:42:48,"Nature, parks and outdoor places",4.9
The End Lounge,2026-02-15 07:54:27,Food and beverages,5.0
Izbata Tavern,2026-03-06 11:24:20,Food and beverages,
Lüleburgaz,2026-03-02 16:37:07,"Landmarks, addresses and geography",
Ilgardere Köyü,2026-03-02 08:39:56,"Landmarks, addresses and geography",
Alpullu Eczanesi,2026-03-10 17:56:54,Healthcare and medical services,
Biricik Elektrik Elektronik,2026-03-05 08:22:48,"Utilities, security and maintenance services",
Krovelnycenter,2026-03-11 15:08:54,"Construction, renovation and interior",4.6
Garaj Taksi,2026-03-06 20:48:34,Transportation and logistics,
Kahraman Özel Servis,2026-02-28 18:53:05,"Automotive, motorcycles and vehicles",4.2
Tüvtürk Kırklareli Merkez Araç Muayene İstasyonu,2026-03-05 17:54:33,"Automotive, motorcycles and vehicles",4.0
Açelya Çiçekçilik,2026-03-08 09:32:47,"Nature, parks and outdoor places",
Bezmer Havaalanı,2026-03-06 16:49:37,Transportation and logistics,
Dimbil Restaurant,2026-03-07 05:48:29,Food and beverages,5.0
Migros Sanalmarket,2026-02-27 17:18:59,Food and beverages,3.8
İlhan Duman Avukatlık Ortaklığı,2026-02-26 12:51:52,Finance and professional services,
Taksim Camii Otoparkı,2026-03-15 19:38:57,"Nature, parks and outdoor places",0.0
Babaeski Belediyesi,2026-02-27 07:01:31,Government and municipal services,0.0
Pınar Tatlıcılık,2026-03-13 11:59:18,Food and beverages,4.4
Bodrum Kalesi - Sualtı Arkeoloji Müzesi,2026-03-09 19:34:31,"Nature, parks and outdoor places",4.9
İğneada Longoz Ormanları Milli Parkı,2026-03-06 09:18:11,"Nature, parks and outdoor places",4.0
,2026-02-27 17:19:32,Other and unspecified,
,2026-03-15 14:40:44,Other and unspecified,
Çarşamba Pazarı,2026-03-04 10:52:26,Retail and trade,0.0
Lüleburgaz Öğretmenevi ve Akşam Sanat Okulu,2026-03-05 14:24:08,"Tourism, lodging and travel",3.7
"2. Işıklı Sok., No:9",2026-03-11 15:06:35,Agriculture,
Tpm Proje ve Mühendislik,2026-02-26 22:28:51,"Manufacturing, industry and equipment",
Bolu Koru Hotels SPA & Convention,2026-03-07 11:15:22,"Tourism, lodging and travel",4.6
,2026-02-28 06:44:05,Other and unspecified,
Migros,2026-03-01 17:21:06,Food and beverages,4.2
Depo,2026-03-13 09:39:41,Food and beverages,5.0
Vize Kapalı Ceza İnfaz Kurumu,2026-03-14 02:49:47,Religion and community organizations,0.0
Dupnisa Mağarası,2026-03-12 07:04:44,"Nature, parks and outdoor places",4.9
British Time - Bahariye Şubesi,2026-03-03 12:14:35,Education and training,4.1
,2026-02-27 17:19:52,Other and unspecified,
