org_name,time,category,org_rating
Sancaklar Taksi Durağı,2026-02-14 15:54:08,Transportation and logistics,0.0
Haliliye Belediyesi Recep Tayyip Erdoğan Kültür Merkezi,2026-03-08 12:25:02,"Culture, arts and entertainment",4.2
Ondokuz Mayıs Üniversitesi Öğrenci Yaşam Merkezi,2026-02-24 09:56:20,Retail and trade,4.0
Nergis gizem güzellik salonu,2026-03-16 10:55:51,"Beauty, personal care and wellness",
Nissan - Yiğitvar Otomotiv,2026-03-13 01:58:12,"Automotive, motorcycles and vehicles",3.9
Güldemet Tuhafiye,2026-03-14 09:05:29,Retail and trade,
Çiğ köfteci Ömer Usta,2026-03-02 11:32:17,Food and beverages,3.9
,2026-03-10 15:12:07,Other and unspecified,
Dolphin İş Merkezi,2026-03-08 09:33:59,Retail and trade,3.9
Eskin Elektrik,2026-02-14 06:30:50,Retail and trade,4.5
Kazan,2026-02-15 10:00:28,"Landmarks, addresses and geography",
Double Zero Pizzeria,2026-03-03 16:43:08,Food and beverages,4.7
,2026-03-01 20:52:58,Other and unspecified,
Cendere Köprüsü,2026-02-19 17:38:34,"Landmarks, addresses and geography",
Plaj,2026-03-13 19:34:05,"Nature, parks and outdoor places",0.0
Ma Vie Kruvasan Evi,2026-02-15 16:44:23,Food and beverages,4.2
Bakırcılar Çarşısı,2026-02-14 15:46:24,Retail and trade,4.5
,2026-03-09 20:30:42,Other and unspecified,
Cevahir Han Restoran,2026-03-07 12:32:33,Food and beverages,4.6
Akdamar Ada İskelesi,2026-03-14 23:37:43,Sports and active recreation,0.0
Kastamonu - Ilgaz Dağı Milli Parkı,2026-02-27 14:28:31,"Culture, arts and entertainment",4.9
Urfa İsot Diyarı,2026-03-04 12:16:46,Food and beverages,
Chobani Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,2026-03-09 01:37:18,Sports and active recreation,4.9
Viranşehir,2026-03-09 19:04:40,"Landmarks, addresses and geography",
Haliliye,2026-03-11 14:36:13,"Nature, parks and outdoor places",
Arge Tarım Park,2026-03-13 20:22:19,Agriculture,
Yenice giyim,2026-03-10 07:39:45,Retail and trade,4.1
Gimnaziya im. Karla Orfa Mou,2026-03-10 22:18:04,Government and municipal services,4.5
Çemişgezek,2026-02-16 09:13:16,"Landmarks, addresses and geography",
Ahlat,2026-03-02 00:03:17,"Landmarks, addresses and geography",
Mehmet Akif Ersoy Mah.,2026-03-06 11:15:46,Government and municipal services,
2330. Sok.,2026-03-04 17:10:06,"Landmarks, addresses and geography",
Recep Tayyip Erdoğan Kültür ve Kongre Merkezi,2026-03-08 12:23:56,Real estate and business properties,4.7
Urfa Anadolu Lisesi,2026-03-14 06:08:11,Agriculture,0.0
