org_name,time,category,org_rating
Dayı Yeğen Dekorasyon - Dayı Yeğen Alçı Dekorasyon İnşaat San,2026-03-17 18:51:02,"Construction, renovation and interior",
Nevşehir,2026-02-14 16:07:18,"Landmarks, addresses and geography",
Elazığ,2026-03-06 11:42:40,"Landmarks, addresses and geography",
Taco Bar,2026-03-08 05:49:34,Food and beverages,
,2026-03-01 16:29:19,Other and unspecified,
Arguvan,2026-03-08 20:15:35,"Landmarks, addresses and geography",
Motolux Bemas Motors Elazığ,2026-03-15 15:02:40,"Automotive, motorcycles and vehicles",4.7
Okçular Köyü,2026-02-21 21:27:44,"Landmarks, addresses and geography",
Yht Ankara-eskısehır,2026-03-14 07:18:38,"Nature, parks and outdoor places",0.0
Motul Çalışkan Motosiklet,2026-03-15 09:27:30,"Automotive, motorcycles and vehicles",4.4
Ihlara Vadisi,2026-02-20 17:37:12,"Nature, parks and outdoor places",5.0
Ayder Cafeterya & Kahvaltı,2026-02-22 10:39:36,Food and beverages,4.1
Meşhur Tatlıcı Selo Usta,2026-02-28 17:25:46,"Manufacturing, industry and equipment",4.3
İkizce Mah.,2026-03-07 09:56:39,Government and municipal services,
Elazığ Kuru Temizleme,2026-02-25 21:06:14,"Utilities, security and maintenance services",
Hz. Veysel Karani Türbesi,2026-02-24 02:29:42,"Nature, parks and outdoor places",4.9
"Karayolları 8. Bölge Müdürlüğü, No:119",2026-03-02 15:55:39,Agriculture,
BikeMASTER,2026-03-11 19:54:04,"Automotive, motorcycles and vehicles",5.0
Cumhuriyet Sucukları,2026-02-28 08:09:01,Food and beverages,4.2
,2026-03-10 20:54:53,Other and unspecified,
Elazığ Merkez ,2026-02-24 06:22:36,"Nature, parks and outdoor places",
Birgi Köyü,2026-03-06 19:08:34,"Nature, parks and outdoor places",
Arslanlı Alçı,2026-03-12 18:13:25,"Manufacturing, industry and equipment",
Murat Hazır Beton,2026-03-12 18:15:40,"Manufacturing, industry and equipment",
ZES Elektrikli Araç Şarj İstasyonu,2026-02-15 07:06:10,"Automotive, motorcycles and vehicles",
Olgunlar Mah.,2026-03-04 16:13:52,Government and municipal services,
Kebapçı Fuat Usta,2026-02-14 07:28:24,Food and beverages,4.1
Topkapı T4 Tramvay Durağı,2026-03-08 14:12:03,"Nature, parks and outdoor places",0.0
Bmva Elektronik Sanayi ve Ticaret A.Ş.,2026-02-27 19:07:27,"Manufacturing, industry and equipment",2.0
Sütlüce Köyü,2026-02-22 17:44:14,"Landmarks, addresses and geography",
PepsiCo Tarsus Fabrika,2026-02-17 16:04:49,Food and beverages,4.1
Bim Mavi çarşı,2026-02-17 14:07:52,Retail and trade,
,2026-03-13 18:50:10,Other and unspecified,
Bi-Ki Bisiklet Kiralama,2026-03-08 10:59:52,Real estate and business properties,4.7
Elazığ Merkez ,2026-03-14 16:53:20,"Nature, parks and outdoor places",
Oltu Anadolu Lisesi,2026-02-19 10:50:38,Education and training,
Ünye Devlet Hastanesi,2026-02-23 13:45:03,Healthcare and medical services,4.0
