org_name,time,category,org_rating
,2026-02-22 06:41:22,Other and unspecified,
Sultan Sofrası Bt İskender,2026-03-06 21:47:02,Food and beverages,4.2
,2026-03-08 17:52:59,Other and unspecified,
Gaziantep Üniversitesi,2026-02-27 18:51:45,Education and training,4.4
,2026-02-26 15:52:52,Other and unspecified,
Şirinevler Sosyal Tesisi,2026-02-22 19:42:15,"Culture, arts and entertainment",
Hal-dem Temizlik,2026-03-03 00:37:42,"Utilities, security and maintenance services",
Bedriye Polat Güzellik Akademisi,2026-03-02 11:23:19,Education and training,4.3
Mustafa Yılmaz İlkokulu,2026-02-24 00:17:39,Education and training,
Uzungöl Dursun Ali İnan Müzesi,2026-03-07 11:27:05,"Nature, parks and outdoor places",3.5
Gaziantep Organize Sanayi Bölgesi Müdürlüğü,2026-03-05 04:38:07,Government and municipal services,0.0
Türkiye Emekli Astsubaylar Derneği,2026-02-16 13:49:04,Religion and community organizations,
Ayhan Giyim Gaziantep,2026-03-07 11:28:19,Retail and trade,
Gaziantep Havalimanı,2026-03-05 17:38:50,"Nature, parks and outdoor places",4.1
,2026-02-24 07:39:31,Other and unspecified,
Kebapçı Şükrü,2026-03-03 22:31:38,Food and beverages,4.7
Sanko Park Alışveriş Merkezi,2026-03-01 09:01:29,Retail and trade,4.3
Reyhan Restaurant,2026-03-08 17:48:41,Food and beverages,0.0
Atatürk Mah.,2026-03-07 06:35:41,Government and municipal services,
Yakar Eczanesi,2026-02-15 17:57:30,Healthcare and medical services,
"Saimbeyli Cad., No:5",2026-02-20 11:24:56,Agriculture,
Şükrübaba Cami,2026-02-16 07:22:39,Religion and community organizations,4.0
Kilis Otogar,2026-03-12 19:44:26,Transportation and logistics,3.0
Gaziantep Savunması Ve Kahramanlık Panorama Müzesi,2026-03-02 16:29:58,"Nature, parks and outdoor places",4.1
,2026-03-15 11:19:50,Other and unspecified,
Mardin Artuklu Üniversitesi Merkezi Araştırma Laboravutarı Uygulama Ve Araştırma Merkezi,2026-02-13 21:34:25,Education and training,
,2026-03-03 00:02:04,Other and unspecified,
Eyfel Kulesi,2026-03-01 06:22:07,"Nature, parks and outdoor places",5.0
Ptt,2026-03-12 08:29:23,"Landmarks, addresses and geography",1.8
İmam Çağdaş Kebap ve Baklava Salonu,2026-02-28 12:26:26,Food and beverages,4.1
Et-se Et Şükr-et,2026-03-08 10:41:47,Food and beverages,4.2
Aksu Veteriner Kliniği,2026-02-27 10:35:27,Healthcare and medical services,4.8
Palazzo Barberini,2026-02-14 11:24:25,"Construction, renovation and interior",4.5
Anadolu Evleri,2026-02-26 16:58:47,"Tourism, lodging and travel",4.7
La Table,2026-03-07 20:40:08,Government and municipal services,
Vivid Clinic,2026-03-17 09:23:21,Healthcare and medical services,5.0
,2026-02-17 12:19:16,Other and unspecified,
69004 Nolu Cad.,2026-02-22 19:38:53,"Landmarks, addresses and geography",
Birbiçer,2026-02-16 14:54:02,Food and beverages,4.2
Castle Old Town,2026-02-15 15:15:13,"Tourism, lodging and travel",4.1
Varda Köprüsü Orman Parkı,2026-03-09 11:57:46,"Culture, arts and entertainment",4.8
Hasan Doğan Spor Kompleksi,2026-03-06 12:43:12,Sports and active recreation,4.2
Sanko Park Alışveriş Merkezi,2026-02-18 06:46:11,Retail and trade,4.3
Şelale Plaza,2026-03-14 10:25:54,"Construction, renovation and interior",3.9
Pardesü Dünyası,2026-03-14 11:46:06,Retail and trade,4.0
,2026-02-21 16:48:02,Other and unspecified,
Kaya Kebap,2026-02-22 14:31:38,Food and beverages,5.0
Beyaz Saray Düğün Salonu,2026-02-22 10:28:55,"Construction, renovation and interior",0.0
"83022 Nolu Sok., No:25",2026-02-21 16:45:48,Agriculture,
İçişleri Bakanlığı,2026-03-03 18:35:50,"Landmarks, addresses and geography",3.5
Adonis Cafe,2026-02-23 17:57:11,Food and beverages,4.2
Kavaklık Mah.,2026-02-27 14:14:13,Government and municipal services,
Togg,2026-03-11 03:10:25,"Automotive, motorcycles and vehicles",
Hatay,2026-03-09 09:13:19,"Landmarks, addresses and geography",
Groggy Lounge,2026-02-24 09:20:21,Food and beverages,4.4
,2026-02-18 09:40:44,Other and unspecified,
,2026-02-18 21:11:04,Other and unspecified,
Servet Gayrimenkul,2026-02-15 19:35:36,Real estate and business properties,4.3
"83022 Nolu Sok., No:25",2026-02-21 16:37:04,Agriculture,
Gaziantep Teknopark,2026-02-22 09:49:44,"IT, telecommunications and electronics",4.3
Sport Line Z,2026-02-26 17:48:04,Sports and active recreation,5.0
Tüvtürk Gaziantep Merkez Araç Muayene İstasyonu,2026-02-27 21:07:42,"Automotive, motorcycles and vehicles",2.2
Kendin Pişir Kendin Ye,2026-02-14 07:03:50,Food and beverages,
"Yörük Cad. (Selanik Cad.), No:68",2026-03-08 06:05:45,Agriculture,
Dönerci Erdal,2026-02-26 23:50:04,Food and beverages,4.0
Şahinbey Millet Kütüphanesi,2026-03-13 13:30:01,Government and municipal services,3.5
Akademi Bilardo Salonu,2026-02-22 13:42:35,"Construction, renovation and interior",4.1
Bayazhan Restaurant,2026-03-13 06:34:36,Food and beverages,4.4
Evdiz Gaziantep Evden Eve Taşımacılık,2026-03-03 08:02:16,Transportation and logistics,5.0
,2026-03-08 06:49:18,Other and unspecified,
Yufkaci Ceudet Usta,2026-03-02 06:16:51,Food and beverages,
Göbeklitepe,2026-02-20 16:46:20,"Construction, renovation and interior",4.9
,2026-02-15 08:24:36,Other and unspecified,
25019 Nolu Sok.,2026-02-26 23:51:24,"Landmarks, addresses and geography",
Kahve Dünyası,2026-02-22 15:31:53,Food and beverages,4.3
İstanbul Sabiha Gökçen Uluslararası Havalimanı,2026-02-17 10:40:50,"Nature, parks and outdoor places",4.1
Kayseri Ticaret Odası,2026-02-24 18:39:02,Retail and trade,0.0
Gale Altı Restaurant,2026-03-08 09:35:35,Food and beverages,4.7
Apaydın İletişim Hizmetleri,2026-02-23 14:55:42,Retail and trade,3.4
Özmavişler Pide ve Kebap,2026-02-28 12:30:03,Food and beverages,4.2
Métro Commerce 8,2026-03-07 05:28:39,Retail and trade,
Gaziantep,2026-03-02 13:39:16,"Landmarks, addresses and geography",
Avukat Mahmut Giray Ünay,2026-03-10 06:52:53,Finance and professional services,4.9
,2026-03-10 09:02:35,Other and unspecified,
Zeugma Mozaik Müzesi,2026-02-14 16:43:49,"Nature, parks and outdoor places",5.0
Gazikonut Güneyşehir 1. Etap,2026-03-10 11:00:34,Government and municipal services,
"Selanik Cad., No:68",2026-03-08 06:22:16,"Landmarks, addresses and geography",
Vietnam Sports,2026-03-17 17:11:42,Retail and trade,4.7
Gaziantep Adliyesi,2026-02-19 08:38:10,Government and municipal services,0.0
Hal-dem Temizlik,2026-03-03 00:35:52,"Utilities, security and maintenance services",
"Selanik Cad., No:68",2026-03-08 06:23:28,"Landmarks, addresses and geography",
Huzurlu Yaylası,2026-03-13 20:27:36,Other and unspecified,
İstasyon Aile Parkı,2026-02-19 14:02:46,"Nature, parks and outdoor places",
Kazım Karabekir İlkokulu,2026-03-12 00:10:16,Education and training,0.0
Tatlici Salih Ustanin Yerİ,2026-03-03 22:05:06,Food and beverages,
Gaziantep Sıra Gecesi,2026-02-26 23:46:48,Religion and community organizations,4.8
,2026-03-11 09:28:40,Other and unspecified,
Şehit Dr. Mehmet Niziplioğlu Sağlık Ocağı,2026-03-17 09:06:40,Healthcare and medical services,
Topkapı Sarayı Müzesi,2026-03-10 18:58:05,"Nature, parks and outdoor places",5.0
Kuzey Şehir,2026-02-27 17:42:30,Government and municipal services,
Vatan Bilgisayar,2026-03-11 09:50:39,"IT, telecommunications and electronics",4.0
Mühendis Evler Sitesi,2026-03-06 08:35:41,Government and municipal services,
Gaziantep Tıp Fakültesi Egitim Ve Arastirma Hastanesi,2026-03-14 04:02:25,Healthcare and medical services,4.1
