org_name,time,category,org_rating
Baydöner,2026-02-23 13:38:16,Food and beverages,4.0
Şahmar Market,2026-03-16 20:26:03,Food and beverages,3.6
Flower Avenue,2026-03-04 04:51:26,"Nature, parks and outdoor places",5.0
Saray Mefruşat Perde Perdeci Talas Kayseri,2026-03-11 22:03:17,"Construction, renovation and interior",4.5
Ocean View Cabestan,2026-02-26 20:08:49,Food and beverages,4.1
"2772. Sok., No:50A",2026-03-05 17:22:22,"Landmarks, addresses and geography",
Ali Dağı Yeraltı Şehri,2026-02-21 15:47:16,"Nature, parks and outdoor places",
Kayseri Park Alışveriş Merkezi,2026-03-03 15:32:26,Retail and trade,4.3
Yağmur Tur 19,2026-02-15 18:51:28,"Tourism, lodging and travel",
Kayseri Şehir Hastanesi,2026-02-14 16:16:49,Healthcare and medical services,4.2
Eskişehir Teknik Üniversitesi,2026-02-19 04:57:47,Education and training,4.3
Dolmabahçe Sarayı,2026-02-21 11:19:31,"Nature, parks and outdoor places",4.9
Anayurt Taksi,2026-02-16 11:44:13,Transportation and logistics,0.0
,2026-02-28 02:37:35,Other and unspecified,
Karakuyu Mah.,2026-03-02 17:34:56,Government and municipal services,
,2026-02-22 23:49:42,Other and unspecified,
Yusuf Hakîkî Baba Ortaokulu,2026-02-16 17:58:00,Education and training,0.0
,2026-02-20 21:37:13,Other and unspecified,
Ustaeli Garaj,2026-02-22 18:28:31,"Automotive, motorcycles and vehicles",4.9
Yunus Çepken İlkokulu,2026-03-10 14:50:11,Education and training,
Kapadokya Havalimanı,2026-03-07 16:03:25,"Nature, parks and outdoor places",0.0
,2026-02-14 19:00:13,Other and unspecified,
,2026-03-06 18:03:21,Other and unspecified,
Kayseri,2026-02-26 05:11:54,"Landmarks, addresses and geography",
Marina Akvaryum,2026-02-22 17:34:47,"Nature, parks and outdoor places",
Özgökler Opel & Chevrolet Özel Servis,2026-02-21 11:17:36,"Automotive, motorcycles and vehicles",4.3
Arslantepe Höyüğü,2026-02-24 09:42:20,"Nature, parks and outdoor places",4.7
,2026-03-08 14:38:41,Other and unspecified,
Kebabçı Şef Mehmet,2026-02-22 13:55:16,Food and beverages,3.9
Üçyıldız Lüks Ambalaj,2026-03-09 09:55:21,"Manufacturing, industry and equipment",4.4
Korun Emlak - Kayseri,2026-02-16 08:56:51,Real estate and business properties,4.8
Ali Dağı Yeraltı Şehri,2026-02-14 11:05:41,"Nature, parks and outdoor places",
Kaman,2026-02-20 16:11:54,"Landmarks, addresses and geography",
,2026-03-11 21:43:47,Other and unspecified,
Elmacıoğlu İskender,2026-03-14 16:36:09,Food and beverages,4.0
CarrefourSA,2026-02-14 14:08:34,Food and beverages,4.1
,2026-03-07 03:28:40,Other and unspecified,
,2026-03-14 08:44:43,Other and unspecified,
İncili Home Concept,2026-03-11 21:56:47,Retail and trade,
Devlet Su İşleri 12. Bölge Müdürlüğü,2026-02-27 17:58:16,Government and municipal services,
Sağlık Ocağı Cıvarı Küme Evler,2026-02-15 08:37:33,"Landmarks, addresses and geography",
Kurubük Koyu,2026-02-14 12:21:54,"Utilities, security and maintenance services",
Çiğ Köfteci Ali Usta,2026-02-20 19:37:07,Food and beverages,4.1
İstanbul,2026-03-13 12:59:34,"Landmarks, addresses and geography",
Kayseri Park Alışveriş Merkezi,2026-03-08 12:21:24,Retail and trade,4.3
Kılavuzlu Sok.,2026-03-04 17:50:15,"Landmarks, addresses and geography",
,2026-02-25 21:15:33,Other and unspecified,
Kaleici Hotel & Hostel,2026-03-02 16:59:40,"Tourism, lodging and travel",4.5
Ptt,2026-03-05 13:49:48,"Landmarks, addresses and geography",4.2
Sarot Termal Park Resort ve SPA Otel,2026-02-23 20:56:28,"Tourism, lodging and travel",4.0
Ptt,2026-03-07 12:41:35,"Landmarks, addresses and geography",0.0
Çeçen Sok.,2026-03-06 17:43:49,"Landmarks, addresses and geography",
Ayaz Hafriyat,2026-03-08 20:55:30,"Construction, renovation and interior",
Mustafa Özgür İlkokulu,2026-02-18 09:04:26,Education and training,0.0
Mimarsinan Pazarı,2026-03-03 09:09:15,Food and beverages,3.9
Mng,2026-03-05 21:32:14,Transportation and logistics,
Suşehri Yurdu,2026-02-19 13:39:25,"Construction, renovation and interior",0.0
Beni Yıka Oto Kuaförü,2026-02-24 20:01:46,"Automotive, motorcycles and vehicles",5.0
Yamaçtepe Mah.,2026-02-17 17:11:12,Government and municipal services,
,2026-03-05 17:20:07,Other and unspecified,
,2026-03-07 17:51:12,Other and unspecified,
Sema Hanım Halı Yıkama,2026-03-15 01:55:25,"Utilities, security and maintenance services",3.7
Mudanya,2026-02-15 13:19:09,"Landmarks, addresses and geography",
Hisar Kayseri,2026-03-02 09:38:15,Food and beverages,
Glory Gym Fitness Kicboks Salonu,2026-02-19 07:58:30,Sports and active recreation,4.9
Uğurevler Mah.,2026-03-12 18:24:56,Government and municipal services,
Düvenönü Tramvay İstasyonu,2026-03-14 15:48:57,"Nature, parks and outdoor places",0.0
Enza Güzellik Merkezi Kayseri,2026-02-23 21:41:02,Other and unspecified,4.2
Kızılay Kan Alma Birimi,2026-03-03 18:07:18,Religion and community organizations,4.2
Sivas,2026-02-21 07:03:54,Government and municipal services,
Develi Otogarı,2026-02-23 12:25:28,"Landmarks, addresses and geography",
Kayseri Kedi Barınağı,2026-02-27 08:16:11,"Tourism, lodging and travel",
Türkiye Hayat Emeklilik,2026-03-13 12:35:41,Healthcare and medical services,
Ptt,2026-03-14 00:17:13,"Landmarks, addresses and geography",1.0
,2026-02-19 21:51:40,Other and unspecified,
