org_name,time,category,org_rating
,2026-02-26 22:13:52,Other and unspecified,
Globowax Dry Car Care Oto Estetik,2026-02-20 21:37:58,"Automotive, motorcycles and vehicles",
Çağdaş Market,2026-02-14 19:23:56,Food and beverages,4.2
Malatya,2026-03-17 11:30:53,"Landmarks, addresses and geography",
Emerald Homes Tece Real Estate & Construction,2026-02-16 19:03:47,Real estate and business properties,4.1
Netsan yangın söndürme,2026-03-16 13:37:26,"Manufacturing, industry and equipment",
Malatya Park AVM,2026-03-05 19:48:41,Retail and trade,4.1
Ay Nakliyat,2026-02-27 23:23:55,Transportation and logistics,
Fırat Eczanesi,2026-02-17 14:05:42,Healthcare and medical services,4.1
Yeşilçam Market,2026-02-27 18:01:26,Food and beverages,
Nevşehir Pazar Yeri,2026-03-12 19:41:24,Food and beverages,
Kurtay Özel Servis,2026-03-13 15:59:26,"Automotive, motorcycles and vehicles",4.8
Diyarbakır,2026-03-13 04:51:38,"Landmarks, addresses and geography",
Mardin Kalesi,2026-02-26 13:52:46,"Nature, parks and outdoor places",4.6
Hosh Waffle & Makarna Cafe,2026-02-15 11:51:36,Food and beverages,4.1
Migros Sanalmarket,2026-03-11 06:08:00,Food and beverages,4.1
Özel Malatya Hastanesi,2026-03-03 17:04:55,Healthcare and medical services,2.7
Özalper İlkokulu,2026-03-12 06:00:30,Education and training,0.0
İstanbul,2026-02-18 19:37:47,"Landmarks, addresses and geography",
Rams Park House Maslak Satış Ofisi,2026-03-04 20:06:44,"Construction, renovation and interior",
Kocaeli,2026-03-09 16:02:28,"Landmarks, addresses and geography",
,2026-03-05 14:08:48,Other and unspecified,
Akbaşlı Çiçekçilik,2026-03-08 16:04:08,"Nature, parks and outdoor places",
Chef Murad,2026-02-21 00:16:24,Food and beverages,4.6
Dondurmacı Abdullah Usta,2026-03-03 19:19:52,Food and beverages,4.3
Malatya Kongre ve Kültür Merkezi,2026-03-14 06:48:28,"Culture, arts and entertainment",4.3
"Ferhadiye Sok., No:26A",2026-03-11 02:21:59,"Landmarks, addresses and geography",
,2026-02-18 16:40:49,Other and unspecified,
Değirmenci Otomotiv,2026-03-06 07:18:57,"Automotive, motorcycles and vehicles",4.9
Göbeklitepe,2026-02-26 13:53:37,"Construction, renovation and interior",4.9
,2026-03-16 11:38:45,Other and unspecified,
Doğanşehir,2026-03-11 17:52:20,"Landmarks, addresses and geography",
