org_name,time,category,org_rating
Ekomini Market Altınşehir,2026-03-09 09:07:20,Retail and trade,0.0
Aspendos Antik Kenti,2026-02-27 19:13:56,"Nature, parks and outdoor places",5.0
,2026-02-14 16:33:23,Other and unspecified,
,2026-03-11 16:23:00,Other and unspecified,
Deyrulzafaran Manastırı,2026-02-27 19:37:52,"Nature, parks and outdoor places",4.7
Reyhanlı,2026-03-11 22:22:19,"Landmarks, addresses and geography",
Adıyaman Özel Eğitim Danışmanlık Merkezi,2026-03-09 19:02:13,Finance and professional services,5.0
Çıralı Köyü,2026-02-28 06:48:59,Government and municipal services,
,2026-03-05 07:14:30,Other and unspecified,
,2026-03-14 20:31:31,Other and unspecified,
Erzurum Ev Ofis Taşıma,2026-03-09 17:11:19,Transportation and logistics,
,2026-03-11 16:23:38,Other and unspecified,
Dostlar Sofra Salonu,2026-02-16 15:58:33,Food and beverages,4.2
,2026-03-16 12:31:36,Other and unspecified,
Mersin,2026-03-06 23:17:26,"Landmarks, addresses and geography",
Urfa İsot Diyarı,2026-02-23 14:37:00,Food and beverages,
Pazartesi Pazarı,2026-03-16 12:16:07,Food and beverages,
Metsan Nargile,2026-03-15 23:13:10,Retail and trade,0.0
Kâbe,2026-02-21 10:56:51,Religion and community organizations,5.0
Nemrut Dağı 2206 m,2026-02-27 15:42:15,Other and unspecified,
Yenimahalle Yakup Taş Parkı,2026-03-06 19:45:33,"Culture, arts and entertainment",
AutoClub Koris Garage,2026-02-19 11:34:03,"Automotive, motorcycles and vehicles",5.0
Hotel Venera,2026-03-01 08:09:51,"Tourism, lodging and travel",4.2
"Çağlayangil Cad., No:3B",2026-03-11 17:27:47,Agriculture,
Balıklıgöl Devlet Hastanesi,2026-03-08 05:39:08,Healthcare and medical services,3.4
Umut Oto Yıkama,2026-03-16 12:31:48,"Automotive, motorcycles and vehicles",
Derman Eczanesi,2026-03-07 11:39:00,Healthcare and medical services,
Botan Vadisi Milli Parkı,2026-02-14 08:50:06,"Nature, parks and outdoor places",4.9
Meşhur 49 Pide ve Kebap Salonu,2026-03-07 14:12:40,Food and beverages,4.5
,2026-03-16 12:32:30,Other and unspecified,
Bussines Hair Salonn,2026-03-16 22:57:58,"Beauty, personal care and wellness",
Bozkurt ısıtma Sogutma Yetkili Servis,2026-03-09 10:18:48,"Utilities, security and maintenance services",
,2026-02-17 19:38:33,Other and unspecified,
Adıyaman Belediyesi,2026-03-08 12:40:00,Government and municipal services,0.0
İett,2026-03-05 07:14:46,Transportation and logistics,4.2
Oto Prime göçük düzeltme ve Servis hizmetleri,2026-03-10 15:15:46,"Automotive, motorcycles and vehicles",4.5
Dündar Halı Yıkama Fabrikası,2026-02-28 12:55:54,"Utilities, security and maintenance services",4.3
Otorapor Adıyaman Kahta Oto Ekspertiz,2026-03-10 13:29:17,"Automotive, motorcycles and vehicles",
Kuğulu Park,2026-03-07 13:52:21,"Culture, arts and entertainment",4.9
"Gürgençler Mall Of İstanbul Avm, İstanbul - Apple Premium Partner",2026-02-17 19:34:27,"Utilities, security and maintenance services",4.3
Hürriyet Mah.,2026-02-22 12:12:25,Government and municipal services,
Sultanahmet Cami,2026-02-27 15:41:40,Religion and community organizations,4.9
Buket Çiçek,2026-03-06 21:03:25,"Nature, parks and outdoor places",5.0
Akel Restaurant Nesetin Yeri,2026-02-28 06:48:40,Food and beverages,4.1
Gök Medrese,2026-03-10 18:42:08,"Nature, parks and outdoor places",5.0
