org_name,time,category,org_rating
,2026-02-14 08:06:00,Other and unspecified,
Erkunt Sanayi A.Ş.,2026-03-10 23:03:50,Government and municipal services,0.0
Tadal Kuruyemiş,2026-03-05 10:08:54,Food and beverages,
Fizyoaktif Sağlıklı Yaşam ve Manuel Terapi Merkezi,2026-03-12 08:12:29,Healthcare and medical services,4.3
"345. Sok., No:2/1",2026-02-23 10:39:04,Agriculture,
Hazar Koleji,2026-03-08 13:38:59,Education and training,5.0
Hak Mehmet Mezarı,2026-03-07 06:23:42,"Landmarks, addresses and geography",
,2026-03-04 14:12:15,Other and unspecified,
Süleymaniye,2026-03-08 10:42:18,"Landmarks, addresses and geography",
,2026-03-10 00:51:33,Other and unspecified,
Tadal Kuruyemiş,2026-03-05 10:09:43,Food and beverages,
,2026-03-04 09:59:10,Other and unspecified,
Şükrüpaşa Mah.,2026-03-07 20:58:04,Government and municipal services,
Ritim,2026-03-08 17:09:55,"Nature, parks and outdoor places",4.9
